"Type of Valuation","Subsector","2000-2001","2001-2002","2002-2003","2003-2004","2004-2005","2005-2006","2006-2007","2007-2008","2008-2009","2009-2010","2010-2011","2011-2012","2012-2013","2013-2014","2014-2015","2015-2016","2016-2017","2017-2018","2018-2019","2019-2020","2020-2021","2021-2022"
"Current Prices","..Duck",16.1,-2.3,2.1,-18.8,-6.7,-36.4,-32.1,-18.6,-6.9,16.2,-4.5,9.8,4.9,9.3,3.5,8.1,18.1,24.3,12.1,20.1,21.7,-46.4
"Current Prices","..Chicken Eggs",11.4,10.5,12.3,31.6,5.8,13.2,15.2,-2.8,13.3,9.8,5.3,9.6,-8.1,-12.2,16.9,14.1,22.1,4.0,-5.7,15.0,27.7,15.6
"Current Prices","..Duck Eggs",-6.0,0.6,17.5,-3.1,-11.4,-32.4,-37.3,0.8,43.3,1.7,2.2,-5.6,4.4,-2.4,2.7,6.3,1.5,4.9,2.8,-2.0,2.8,-22.0
"Current Prices","FISHERIES",13.2,26.1,-8.4,11.3,5.7,1.8,1.4,12.0,9.3,-1.5,-6.7,7.2,-2.0,-10.4,2.4,10.0,2.8,19.7,14.1,17.0,10.4,-37.1
"Current Prices","..Big-eyed scad (Matangbaka)",.,.,46.9,9.3,-18.9,26.6,9.3,-3.2,36.0,-5.8,-9.5,21.5,-7.8,-1.9,8.2,12.8,7.1,54.9,7.8,20.3,15.6,-51.1
"Current Prices","..Roundscad (Galunggong)",.,.,7.1,9.6,25.7,-5.2,-9.3,22.8,0.9,-14.0,-10.6,10.9,-3.2,-31.1,12.0,-0.9,-20.1,7.5,-10.4,-21.7,41.2,-36.8
"Current Prices","..Frigate tuna (Tulingan)",.,.,-12.1,12.6,78.7,-16.9,8.6,-12.4,13.4,-14.0,-15.6,11.7,-15.8,-20.6,-11.0,-2.8,-14.0,18.9,28.8,18.0,-2.1,-62.6
"Current Prices","..Indian mackerel (Alumahan)",.,.,28.4,12.5,4.3,-29.9,29.6,9.4,-19.7,5.8,-3.9,0.1,32.7,-8.4,-12.3,33.0,-4.5,-16.5,23.2,4.9,-12.2,-33.4
"Current Prices","..Flying fish (Bolador)",.,.,48.5,10.7,11.3,-7.2,-37.5,51.5,-15.4,11.8,15.6,-6.1,-1.1,3.6,-25.5,9.3,10.0,31.7,-6.2,14.2,-13.2,35.7
"Current Prices","..Anchovies (Dilis)",.,.,9.9,28.3,-39.4,-18.2,-27.0,27.6,-3.3,33.4,21.2,-18.8,-16.2,32.8,1.6,-0.5,-0.6,20.0,31.1,15.4,-28.5,78.7
"Current Prices","..Yellowfin tuna (Tambakol/Bariles)",.,.,-34.5,4.4,-44.6,-18.7,120.5,-8.6,37.3,42.0,-17.4,12.1,-28.3,5.9,-8.3,-9.9,-38.1,46.5,18.9,72.6,-12.9,-52.9
"Current Prices","..Eastern little tuna (Bonito)",.,.,193.9,11.5,116.3,-52.5,27.2,55.4,6.1,-9.2,-24.0,-7.1,-10.7,-13.5,-18.4,30.2,20.5,12.6,37.8,50.3,4.7,-26.6
"Current Prices","..Milkfish (Bangus)",.,.,2.7,11.7,1.0,-3.4,17.5,7.9,9.8,-5.4,-4.8,6.1,-0.3,-15.5,2.2,4.6,-8.6,20.8,-6.8,25.9,35.4,-58.2
"Current Prices","..Siganid (Samaral)",.,.,14.6,4.6,87.9,75.4,24.9,17.4,-10.2,0.3,-1.9,18.1,-5.7,-2.0,2.7,5.1,14.3,37.4,8.7,4.5,-6.7,-11.6
"Current Prices","..Seaweed",.,.,-73.3,69.0,68.4,-6.4,-5.2,45.8,5.7,54.0,-6.4,7.1,-23.6,21.0,-4.4,-32.4,-7.0,49.0,22.5,-44.8,1.2,-39.3
"Current Prices","..Blue crab (Alimasag)",.,.,189.3,19.5,99.3,144.3,10.5,61.7,-17.8,21.4,3.7,-15.7,-18.4,0.8,-15.6,-5.1,46.7,4.6,9.2,0.0,77.8,-28.5
"Current Prices","..Tiger prawn (Sugpo)",.,.,-6.2,4.0,-1.9,-7.0,2.7,12.1,-1.5,-25.5,-19.6,-7.0,-42.0,-55.7,-5.3,-19.7,88.8,28.4,-15.5,-57.5,93.4,-18.6
"Current Prices","..Grouper (Lapu-lapu)",.,.,73.4,22.3,-32.3,63.2,21.0,14.8,20.0,-6.8,-6.4,1.8,8.9,19.9,60.8,61.2,37.3,-27.6,70.9,23.8,34.8,-75.0
"Current Prices","..Indo-pacific mackerel (Hasa-hasa)",.,.,93.0,11.9,-38.2,-12.1,-29.6,6.6,12.3,-14.2,0.3,29.8,34.3,-22.7,-1.5,-24.9,34.4,47.1,-12.8,78.6,26.8,-70.5
"Current Prices","..Squid (Pusit)",.,.,-8.1,25.7,-18.4,-17.6,-2.1,26.8,5.7,25.3,-7.1,3.1,-9.7,-16.7,-5.4,13.6,-14.6,55.4,7.6,10.0,18.3,-45.5
"Current Prices","..Threadfin bream (Bisugo)",.,.,-9.1,2.6,-71.1,36.7,-24.2,22.5,354.6,-23.0,-15.2,-9.0,34.1,15.7,0.6,5.8,23.9,27.3,-4.5,52.6,-8.0,-15.0
"Current Prices","..Parrot fish (Loro)",.,.,36.3,29.0,7.0,-16.5,31.9,-6.4,60.4,-4.9,0.2,5.8,-0.4,12.8,2.3,11.0,10.3,16.8,3.2,33.5,-10.7,-63.9
"Current Prices","..Bali sardinella (Tamban)",.,.,-30.3,7.0,16.2,-15.1,-22.8,74.7,-0.4,-8.1,9.9,-28.6,13.7,-13.3,6.1,12.7,-8.2,8.7,20.3,75.0,-47.4,-28.9
"Current Prices","..P. vannamei",.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1,-15.7,189.8,-31.0,23.0,38.0,59.7,-6.4,46.6,-0.7,10.1,-2.7
"Current Prices","..Other Fisheries",.,.,-26.5,7.8,-13.4,36.8,-5.4,6.9,17.2,-6.6,-2.2,14.3,-1.0,-2.2,5.6,18.9,-1.4,21.3,15.8,30.4,11.8,-39.2
"Current Prices","AGRICULTURE",11.6,12.3,2.0,21.7,3.7,2.5,4.0,10.0,4.5,5.7,14.2,1.8,-3.6,7.2,2.7,1.5,13.4,10.2,-6.2,2.7,18.9,7.9
"Constant 2018 Prices","CROPS",1.2,4.0,3.0,5.0,-4.6,5.2,7.1,2.8,-3.0,-4.1,9.2,-3.2,1.5,1.0,-1.7,-13.0,14.9,-4.0,-10.4,4.5,4.5,-16.9
"Constant 2018 Prices","..Palay",4.6,-2.9,-11.6,18.4,-8.8,17.4,2.7,23.8,-11.2,-2.3,19.4,1.3,6.3,-2.6,-0.8,-31.0,40.2,-4.8,-27.9,16.8,11.1,-16.3
"Constant 2018 Prices","..Corn",12.0,8.4,15.0,-4.2,2.5,-4.0,10.2,-12.1,6.4,-4.3,-0.6,-2.9,0.6,-5.2,-8.6,4.5,-6.5,-12.9,-17.3,20.8,-15.9,-9.5
"Constant 2018 Prices","..Mango",3.3,19.2,8.5,4.8,11.1,-16.3,34.5,-9.7,-0.8,8.8,-8.5,4.1,5.8,4.8,15.0,-22.9,2.5,7.8,9.0,-7.5,4.3,-21.8
"Constant 2018 Prices","..Sugarcane",1.5,-5.7,14.9,7.6,-14.9,22.3,13.8,0.3,-29.9,-26.4,68.0,-18.3,0.0,10.6,-14.4,-2.2,46.5,-12.3,-14.8,13.9,10.0,-13.4
"Constant 2018 Prices","..Coconut",4.4,3.9,3.0,5.5,-1.4,6.4,5.2,-0.7,10.3,-1.1,2.0,2.9,1.8,-2.4,-3.6,-6.5,7.3,2.8,-5.1,-8.0,6.0,-27.1
"Constant 2018 Prices","..Banana",-9.0,-1.5,2.7,-1.7,-11.4,11.8,-3.8,7.9,10.5,-2.8,9.4,1.5,-5.8,1.8,2.5,-2.5,6.1,1.1,-5.9,5.8,3.8,-22.9
"Constant 2018 Prices","..Sweet Potato",-6.9,4.7,-5.3,4.3,-12.2,8.2,-10.5,-0.7,-1.1,-13.1,-5.2,-15.9,0.8,3.6,-7.4,0.4,2.0,-4.8,-1.7,8.4,-0.6,-1.5
"Constant 2018 Prices","..Cassava",-12.3,-9.8,3.9,-5.3,-9.6,3.6,14.6,4.8,27.0,11.9,8.0,-14.5,-17.2,-0.2,25.9,3.4,-16.4,-32.9,-22.9,-5.0,-4.4,-8.7
"Constant 2018 Prices","..Eggplant",2.4,0.5,0.3,0.1,-3.0,2.6,-8.4,26.0,18.5,4.4,-13.9,3.8,16.2,8.7,-1.1,-2.6,7.2,-7.2,-9.2,-1.8,0.9,-0.1
"Constant 2018 Prices","..Cabbage",2.9,6.6,-2.2,-3.4,-8.9,2.3,6.9,4.4,4.7,14.0,2.1,3.2,3.9,2.0,-2.2,1.7,-3.5,-2.7,0.8,-1.5,-0.8,9.4
"Constant 2018 Prices","..Ampalaya",0.8,-0.4,62.8,21.3,-0.3,-12.7,-1.1,3.9,0.4,5.3,-22.3,-12.9,32.4,10.7,-3.6,-6.4,3.6,0.8,-2.2,-12.1,-2.2,0.7
"Constant 2018 Prices","..Tomato",-16.9,-14.1,-7.5,2.6,-6.9,-8.0,-11.9,-2.6,7.6,5.7,1.2,2.6,26.8,19.6,-4.3,-15.6,4.7,5.2,-8.0,-5.4,-3.8,-3.5
"Constant 2018 Prices","..Carrots",-6.6,5.0,-6.7,2.9,-7.7,4.0,-7.8,4.8,1.3,14.8,-7.8,0.1,-6.2,-7.1,-7.7,-4.2,-13.9,4.3,-4.4,-11.7,9.1,-0.9
"Constant 2018 Prices","..Squash",3.2,2.4,114.1,8.2,0.1,-0.2,-23.5,-3.5,-1.2,10.5,-30.3,-1.3,-2.4,-6.3,-21.7,-15.1,-0.7,-1.5,-6.3,2.0,-0.6,-5.1
"Constant 2018 Prices","..Ubi",-8.0,9.8,9.5,5.2,2.7,2.3,-3.5,-25.6,-10.2,-2.6,-28.9,-22.8,-21.2,7.3,-19.4,1.6,2.7,1.8,-3.0,0.4,-0.6,-14.9
"Constant 2018 Prices","..Pechay, Chinese",11.6,-5.6,-12.9,-2.5,247.6,-1.5,1.3,13.0,4.3,5.6,8.1,2.5,6.9,3.3,-5.9,1.1,0.1,2.0,-1.3,-2.0,-0.7,-2.3
"Constant 2018 Prices","..Papaya",-2.0,0.7,-3.1,3.6,-5.5,-9.1,-1.6,0.0,4.3,-11.4,-1.8,0.9,-5.4,3.1,3.2,-11.4,4.3,-1.2,-6.2,-2.9,4.2,-23.9
"Constant 2018 Prices","..Stringbeans",2.8,13.4,309.2,-29.8,1.2,2.9,-2.1,10.7,8.0,1.6,-10.4,9.9,7.4,-3.7,-0.6,-1.4,5.5,-4.2,-1.4,-2.4,3.6,3.2
"Constant 2018 Prices","..Mongo",-2.7,-0.2,-6.1,-11.1,0.1,-11.8,-10.6,14.8,-6.4,-2.6,-13.2,-4.6,3.1,-1.4,-4.9,-9.1,5.1,-5.4,-5.4,-10.3,16.3,-18.3
"Constant 2018 Prices","..Cacao",-6.5,-0.1,2.3,-2.5,-6.7,-1.7,0.5,-10.7,-4.8,-11.9,-2.7,2.4,5.6,-2.5,13.1,22.3,17.8,6.7,10.5,-2.6,-4.5,-46.5
"Constant 2018 Prices","..Okra",4.5,1.1,0.6,7.2,-6.0,4.2,-3.8,40.7,8.7,3.5,-36.1,5.4,8.1,3.9,-5.3,-5.2,6.4,-5.3,-5.6,5.9,-4.3,-0.5
"Constant 2018 Prices","..Coffee",-3.7,-1.6,-5.6,-3.2,-18.5,-37.8,-13.9,-5.9,-15.1,-14.8,9.6,2.3,-1.8,-7.1,-4.4,-8.5,3.4,-3.2,-7.4,-31.9,-7.5,-46.1
"Constant 2018 Prices","..Other Crops",0.0,20.8,-11.3,0.5,-4.5,-1.2,-3.7,9.7,20.9,-6.5,-1.3,-5.5,-3.9,0.0,-6.4,-7.8,0.5,-5.3,1.6,-3.1,1.1,-13.6
"Constant 2018 Prices","LIVESTOCK",2.9,1.7,1.7,0.9,4.4,-7.1,1.6,0.7,4.1,3.5,3.1,1.6,0.1,0.2,3.6,6.4,8.6,1.1,-1.2,-2.9,8.1,9.5
"Constant 2018 Prices","..Hog",4.8,2.8,3.1,1.1,5.4,-4.8,3.5,0.4,4.6,4.0,3.0,1.9,0.4,0.3,4.3,7.1,9.8,1.2,-0.9,0.1,8.2,9.8
"Constant 2018 Prices","..Cattle",-1.6,-4.3,-2.9,1.0,-1.0,-15.0,-9.3,0.6,1.9,0.0,4.0,0.2,-3.3,-0.2,-1.7,3.0,1.8,-1.1,-6.0,-27.9,0.6,21.5
"Constant 2018 Prices","..Carabao",-5.0,5.8,-12.0,3.8,0.8,-3.7,2.4,12.3,3.9,5.6,1.9,-2.4,5.5,-1.2,2.3,8.4,6.7,3.8,-5.5,-38.6,31.5,10.5
"Constant 2018 Prices","..Goat",-3.5,1.5,-0.2,-3.4,4.4,-20.7,-2.9,1.6,1.3,0.5,2.5,2.0,0.8,-0.1,2.5,0.8,0.8,1.7,3.6,-0.5,8.6,-9.6
"Constant 2018 Prices","POULTRY",6.8,5.9,3.0,8.6,2.3,-12.5,1.7,0.4,5.9,5.2,5.7,3.7,-1.8,-1.3,11.1,5.0,5.0,9.0,3.1,-4.8,3.5,11.3
"Constant 2018 Prices","..Chicken",8.2,4.8,-0.2,6.9,3.1,-18.3,-0.3,4.7,4.7,5.0,7.3,3.7,1.1,4.4,5.9,2.2,5.1,9.8,3.1,-8.4,-8.6,7.2
"Constant 2018 Prices","..Duck",-6.6,2.4,-8.0,-2.9,-21.8,-38.8,-35.6,-26.0,-10.4,4.3,-3.4,5.6,1.2,6.1,-1.5,5.4,6.2,10.8,-1.4,11.8,1.0,-34.5
"Constant 2018 Prices","..Chicken Eggs",4.4,9.8,12.5,12.9,2.4,2.2,6.9,-6.6,8.4,5.6,2.6,3.7,-7.3,-13.4,24.6,11.2,4.9,7.4,3.3,2.4,25.8,17.3
"Constant 2018 Prices","..Duck Eggs",-5.6,-1.0,1.6,11.7,-30.1,-34.0,-43.3,-9.3,30.5,-4.0,3.3,-9.6,0.2,-6.7,1.4,2.4,-3.3,1.9,-0.3,-7.5,-1.1,-30.0
"Constant 2018 Prices","FISHERIES",3.8,5.7,-2.1,0.6,7.5,-12.9,10.6,-2.9,-1.4,-0.7,-8.0,-1.6,1.5,-14.7,0.2,5.9,-5.7,0.9,4.2,15.7,0.2,-38.1
"Constant 2018 Prices","..Big-eyed scad (Matangbaka)",.,.,36.4,-2.7,-14.6,7.3,7.7,-12.9,18.6,-0.5,-13.1,13.0,-3.5,-5.6,1.6,11.6,1.6,32.2,0.8,13.1,8.0,-56.8
"Constant 2018 Prices","..Roundscad (Galunggong)",.,.,12.8,2.0,27.0,-24.2,20.3,-5.7,-19.9,-9.4,-13.9,3.0,3.9,-35.4,2.0,3.9,-31.9,-8.2,-17.1,-16.3,12.1,-38.6
"Constant 2018 Prices","..Frigate tuna (Tulingan)",.,.,-11.6,-4.8,84.2,-23.8,17.3,-29.5,-4.0,-16.1,-18.5,-3.5,-10.7,-20.9,-17.3,-9.4,-5.3,-1.9,7.0,14.4,-4.3,-68.4
"Constant 2018 Prices","..Indian mackerel (Alumahan)",.,.,-13.5,0.2,17.1,-43.7,25.9,-4.8,-14.4,12.3,-5.2,-10.1,25.0,-12.6,-12.9,28.3,-14.1,-31.4,2.7,10.2,-18.0,-43.3
"Constant 2018 Prices","..Flying fish (Bolador)",.,.,110.0,-15.0,1.2,-17.0,-37.0,13.8,-18.3,29.6,10.8,-11.4,-5.6,0.1,-23.9,15.0,-10.9,29.2,-15.7,17.2,-22.6,10.0
"Constant 2018 Prices","..Anchovies (Dilis)",.,.,18.3,-1.3,-38.5,-26.5,-20.4,-13.8,19.1,31.0,3.3,-14.6,-10.9,31.6,-0.3,3.6,-15.0,2.4,34.6,-1.8,-41.1,121.9
"Constant 2018 Prices","..Yellowfin tuna (Tambakol/Bariles)",.,.,-24.6,-4.3,-46.4,-30.1,76.1,-13.4,48.3,7.7,-20.7,-3.6,-18.0,-14.8,-13.6,11.5,-39.0,32.7,14.6,75.2,-18.2,-53.6
"Constant 2018 Prices","..Eastern little tuna (Bonito)",.,.,146.4,-2.0,175.0,-54.2,74.5,6.6,-14.3,-20.3,-22.6,-9.1,-11.0,-11.7,-21.3,18.6,4.2,2.8,27.8,30.4,-10.6,-34.6
"Constant 2018 Prices","..Milkfish (Bangus)",.,.,3.0,2.4,-3.9,-9.6,10.9,-1.6,2.2,-4.2,-10.8,2.8,-3.7,-16.9,2.3,7.8,-14.9,2.4,-5.5,33.9,21.8,-62.2
"Constant 2018 Prices","..Siganid (Samaral)",.,.,11.6,0.0,47.3,49.2,31.7,11.6,-8.0,6.3,-2.4,9.2,-8.6,-6.8,-8.5,4.5,13.6,22.4,-4.0,5.7,-12.8,-20.6
"Constant 2018 Prices","..Seaweed",.,.,-8.4,10.5,28.7,-12.7,15.7,2.5,9.1,7.3,5.9,-1.2,-8.7,-15.5,-8.0,-8.1,-27.3,-2.5,3.7,-24.6,-13.7,-68.9
"Constant 2018 Prices","..Blue crab (Alimasag)",.,.,146.2,8.7,62.7,102.2,12.3,19.8,2.7,-10.7,-0.5,-16.4,-17.6,-13.7,-14.1,12.9,22.3,-5.1,9.2,7.3,58.0,-28.3
"Constant 2018 Prices","..Tiger prawn (Sugpo)",.,.,2.6,5.9,-1.8,2.6,2.6,19.7,-17.4,-24.5,-21.8,3.0,-45.3,-57.4,-7.1,-13.2,88.2,15.8,-35.3,-41.0,50.3,-21.6
"Constant 2018 Prices","..Grouper (Lapu-lapu)",.,.,64.7,4.4,-25.5,76.0,7.7,-5.6,10.9,-2.8,-11.2,-1.2,9.6,8.7,36.3,30.6,21.0,-35.2,92.5,24.9,13.4,-70.0
"Constant 2018 Prices","..Indo-pacific mackerel (Hasa-hasa)",.,.,62.8,-0.9,-28.9,-28.5,-34.4,-6.3,-2.0,-8.1,-7.0,36.4,34.3,-25.7,-2.2,-21.1,28.1,25.8,-19.2,46.0,-6.8,-70.3
"Constant 2018 Prices","..Squid (Pusit)",.,.,-3.8,7.4,-24.4,-29.3,11.2,16.7,4.4,21.9,-4.7,-10.8,-10.7,-24.1,-10.0,18.3,-16.6,22.0,-2.2,13.2,28.9,-56.1
"Constant 2018 Prices","..Threadfin bream (Bisugo)",.,.,-37.2,-0.2,-74.6,29.2,-20.1,3.9,293.8,-21.2,-11.5,-14.7,29.4,9.6,-3.1,2.6,19.9,3.4,-10.6,51.2,-19.7,-14.8
"Constant 2018 Prices","..Parrot fish (Loro)",.,.,44.5,-0.1,-2.5,-10.4,-1.8,-7.8,38.2,2.8,-7.8,8.9,-2.5,6.8,0.4,12.7,9.6,0.2,-11.5,41.7,-24.2,-68.2
"Constant 2018 Prices","..Bali sardinella (Tamban)",.,.,-16.7,0.7,-1.5,-21.4,-25.3,39.3,13.8,-14.6,1.4,-24.7,-4.1,-21.5,15.7,59.8,-30.0,0.2,14.4,88.6,-57.7,-33.5
"Constant 2018 Prices","..P. vannamei",.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.1,-20.5,180.0,-27.5,41.1,17.3,60.7,-16.2,42.8,6.1,10.5,-11.3
"Constant 2018 Prices","..Other Fisheries",.,.,-17.9,0.6,-9.2,7.5,1.2,3.4,3.6,0.6,-2.4,-1.5,6.5,-4.7,5.1,1.6,-9.2,0.2,2.1,20.9,-2.1,-32.0
"Constant 2018 Prices","AGRICULTURE",3.0,3.9,1.6,3.5,1.2,-4.7,5.3,0.9,0.5,0.0,3.9,-0.4,0.6,-2.0,2.3,-1.4,8.1,0.7,-2.8,1.4,4.8,-5.5
