"Rootcrops: Retail Prices of Agricultural Commodities"

"Region/Province","Commodity","2012 January","2012 February","2012 March","2012 April","2012 May","2012 June","2012 July","2012 August","2012 September","2012 October","2012 November","2012 December","2013 January","2013 February","2013 March","2013 April","2013 May","2013 June","2013 July","2013 August","2013 September","2013 October","2013 November","2013 December","2014 January","2014 February","2014 March","2014 April","2014 May","2014 June","2014 July","2014 August","2014 September","2014 October","2014 November","2014 December","2015 January","2015 February","2015 March","2015 April","2015 May","2015 June","2015 July","2015 August","2015 September","2015 October","2015 November","2015 December","2016 January","2016 February","2016 March","2016 April","2016 May","2016 June","2016 July","2016 August","2016 September","2016 October","2016 November","2016 December","2017 January","2017 February","2017 March","2017 April","2017 May","2017 June","2017 July","2017 August","2017 September","2017 October","2017 November","2017 December"
"PHILIPPINES","SWEET POTATO (CAMOTE), YELLOW, 1 KG",24.05,23.23,22.61,22.37,22.08,22.18,22.19,22.62,22.78,22.66,22.79,23.09,23.37,24.34,24.26,24.33,24.99,25.35,26.38,26.49,26.93,26.91,26.52,26.35,26.62,26.18,25.78,25.43,27.08,27.64,28.11,29.73,29.82,30.23,30.08,29.56,29.19,28.86,28.62,28.67,29.47,29.73,30.24,31.08,31.32,31.08,31.48,31.19,32.35,31.43,31.25,31.10,32.11,33.24,32.75,33.70,34.63,35.31,35.90,35.01,35.20,34.46,32.15,32.13,31.24,32.84,32.09,33.44,34.23,34.02,34.44,34.41
"..NATIONAL CAPITAL REGION (NCR)","CARROTS, 1 KG",76.51,49.65,42.18,40.94,39.66,45.45,57.80,69.06,61.88,53.95,43.02,37.87,33.34,26.67,28.55,32.64,43.04,54.16,45.67,39.54,39.10,52.56,59.59,59.42,57.47,44.22,39.07,35.89,43.72,78.56,78.58,49.95,45.43,45.60,51.87,50.61,41.91,37.32,37.82,39.60,41.00,42.22,55.04,66.30,70.19,79.96,75.47,54.77,42.64,39.39,40.21,46.72,48.71,57.00,59.18,49.34,44.37,58.00,64.45,73.86,73.97,75.01,62.06,57.78,53.26,50.21,53.94,68.93,108.62,120.61,92.24,72.78
"..NATIONAL CAPITAL REGION (NCR)","CASSAVA, 1 KG",17.15,16.89,16.89,16.78,16.61,16.52,16.52,17.95,18.04,18.16,18.25,18.22,18.32,18.31,18.31,18.31,18.31,18.24,18.52,18.45,18.66,18.82,19.06,19.06,19.08,19.15,19.15,19.09,18.69,18.83,18.98,19.13,19.13,19.13,19.13,19.13,19.48,20.10,20.70,20.82,20.71,21.60,22.99,23.29,22.25,23.12,22.25,22.46,22.11,25.65,22.93,21.33,22.94,21.33,21.30,21.45,22.47,22.00,23.18,24.84,24.34,22.87,23.11,23.13,22.69,22.81,22.21,22.48,23.49,24.06,23.83,24.10
"..NATIONAL CAPITAL REGION (NCR)","GABI TUBERS, CEBU, 1 KG",30.95,30.62,30.26,29.74,29.74,29.74,29.69,31.04,31.55,32.68,32.49,32.10,32.07,31.77,31.99,31.82,31.93,32.29,32.46,33.15,34.53,34.85,35.15,35.15,35.32,35.43,35.70,35.76,36.03,36.14,36.28,36.84,37.96,37.80,38.27,38.24,39.68,40.10,40.96,40.26,39.65,39.79,43.96,45.54,46.50,50.22,48.08,45.44,48.40,45.09,43.44,44.09,45.05,48.20,50.63,53.02,64.00,68.00,67.58,64.30,62.88,62.15,62.89,63.66,63.20,63.42,64.34,65.08,65.97,63.42,64.21,60.05
"..NATIONAL CAPITAL REGION (NCR)","GABI TUBERS, TAGALOG, 1 KG",51.38,49.81,49.11,49.03,48.94,49.95,49.87,49.78,49.55,49.20,48.37,48.03,49.07,49.24,49.37,49.42,49.59,49.68,49.73,52.07,52.27,52.40,52.83,53.09,52.57,52.48,52.40,52.40,52.45,52.57,52.83,53.96,54.23,53.98,54.15,54.06,55.01,55.00,53.42,50.91,52.69,52.31,55.41,56.37,52.72,51.34,51.61,51.92,52.86,53.32,51.67,51.52,51.55,47.21,44.83,49.23,57.04,59.00,59.28,56.40,59.59,57.62,52.22,52.47,52.71,53.88,54.06,54.78,56.03,57.31,57.48,61.68
"..NATIONAL CAPITAL REGION (NCR)","POTATO, 1 KG",33.33,25.67,25.88,28.99,28.31,29.23,35.18,47.82,45.59,51.86,43.20,37.50,35.22,29.48,38.33,44.14,45.08,42.70,38.45,38.17,41.03,44.48,50.59,57.58,63.31,52.43,42.53,36.69,33.56,36.10,36.25,38.03,40.91,42.07,41.95,38.98,35.87,32.05,30.69,30.92,31.78,31.00,37.39,36.04,35.36,37.92,41.25,51.04,49.89,47.57,43.15,43.03,45.89,46.09,44.24,45.52,54.26,67.00,68.39,64.35,53.80,52.82,48.84,51.93,55.21,57.97,57.08,61.49,63.96,67.75,64.67,65.91
"..NATIONAL CAPITAL REGION (NCR)","POTATO, IRISH (WHITE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","SWEET POTATO (CAMOTE), 1 KG",32.99,31.49,29.93,28.76,27.79,28.41,29.39,32.32,32.78,33.85,34.34,34.39,34.82,32.30,28.70,28.60,29.94,31.87,32.76,35.93,39.82,40.98,39.00,36.72,35.76,34.08,32.31,30.80,31.49,31.30,32.14,37.20,40.92,38.49,37.37,37.65,38.29,37.80,36.07,36.64,37.04,37.87,40.83,41.81,45.44,45.84,43.67,43.34,46.74,43.83,40.65,40.62,40.80,39.60,41.13,43.68,48.76,51.00,50.73,52.50,53.71,46.59,43.15,42.59,41.96,45.76,46.54,50.35,52.51,50.64,50.28,50.23
"..NATIONAL CAPITAL REGION (NCR)","SWEET POTATO (CAMOTE), NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","RADDISH (LABANOS), 1 KG",36.22,34.55,37.33,37.08,35.60,36.35,36.70,58.71,54.36,44.50,38.14,37.42,39.53,38.70,39.08,38.97,40.78,42.95,39.51,38.93,43.97,49.53,48.92,43.72,36.22,33.74,33.16,34.83,44.58,59.12,53.50,51.90,49.51,47.65,45.16,44.07,42.54,41.28,39.78,37.55,38.36,40.44,54.93,54.74,59.08,46.62,45.13,45.01,45.13,45.13,45.13,48.85,60.04,66.14,70.66,76.63,76.10,75.63,75.63,75.63,69.40,71.65,62.66,59.85,57.17,60.71,60.76,61.75,71.13,70.02,59.41,76.35
"..NATIONAL CAPITAL REGION (NCR)","GABI TUBERS, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..NATIONAL CAPITAL REGION (NCR)","SWEET POTATO (CAMOTE), YELLOW, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","CARROTS, 1 KG",53.14,60.43,47.87,46.73,47.42,46.21,52.10,52.66,57.13,52.99,50.49,44.05,38.80,36.11,34.74,36.12,38.74,45.39,49.97,46.07,45.21,44.14,49.38,54.84,58.86,55.07,46.30,48.49,45.29,45.68,60.61,58.09,52.67,54.04,55.45,51.39,51.67,46.22,45.89,45.08,47.90,48.48,48.18,52.99,60.21,61.58,67.04,66.21,58.50,50.06,49.72,46.97,50.86,51.48,55.34,53.88,52.63,51.26,62.25,66.05,63.19,63.97,64.20,59.04,57.03,53.91,52.25,52.92,61.87,71.94,70.99,67.82
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","CASSAVA, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","GABI TUBERS, CEBU, 1 KG",10.75,10.75,10.75,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,11.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,26.00,26.00,26.00,26.00,26.00,26.00,10.00,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,11.88,11.88,16.88,15.00,14.38,14.38,14.38,14.38,14.38,14.38,17.50,17.50,17.13,17.13,18.50,17.13,17.38,17.63,17.63,17.88,22.38,23.38,23.38,24.63
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","GABI TUBERS, TAGALOG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","POTATO, 1 KG",49.78,46.98,43.92,41.06,42.65,41.85,45.12,52.75,54.97,59.31,58.14,53.96,51.67,45.68,45.37,45.57,50.80,52.32,53.74,51.97,53.87,53.51,55.91,57.41,63.25,61.77,63.40,60.11,58.32,57.16,54.00,54.73,55.49,57.31,58.16,58.32,55.39,52.19,50.45,46.46,46.15,47.77,46.75,49.45,50.70,51.01,52.87,54.14,57.06,53.04,53.28,52.22,52.04,50.63,55.49,52.37,60.06,61.44,77.03,72.74,70.60,63.38,56.42,53.89,53.95,56.13,55.91,57.68,58.95,62.37,59.27,59.76
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","POTATO, IRISH (WHITE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","SWEET POTATO (CAMOTE), 1 KG",28.51,28.57,27.33,28.50,28.14,28.04,28.03,28.61,28.69,28.39,28.79,28.24,28.52,28.67,27.58,27.80,28.79,28.41,28.92,28.60,29.10,29.52,29.71,29.78,29.36,29.41,29.36,30.13,29.69,29.68,29.49,30.60,30.81,30.94,31.25,30.71,33.45,32.18,31.24,31.63,30.87,31.10,31.07,33.57,32.77,33.95,33.46,35.38,33.68,33.40,32.57,31.45,31.28,31.46,35.25,33.90,36.01,35.87,38.67,38.48,39.18,40.44,37.17,35.68,34.81,35.79,35.81,36.60,39.37,39.88,40.16,40.08
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","SWEET POTATO (CAMOTE), NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","RADDISH (LABANOS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","GABI TUBERS, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..CORDILLERA ADMINISTRATIVE REGION (CAR)","SWEET POTATO (CAMOTE), YELLOW, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"....Abra","CARROTS, 1 KG",76.62,77.45,72.55,75.00,75.00,73.75,75.00,75.00,92.50,77.50,75.00,68.13,61.88,51.50,51.88,54.38,60.00,61.25,68.75,60.00,65.00,61.88,61.25,71.25,72.50,67.50,66.25,76.25,71.25,73.75,82.50,67.50,63.75,65.00,71.25,63.75,63.75,60.00,61.25,60.00,65.00,66.25,66.88,75.00,77.50,71.25,78.75,75.00,68.75,63.75,60.00,61.25,70.00,68.75,71.25,65.00,66.25,63.75,77.50,78.75,80.00,80.00,80.00,77.50,70.00,70.00,70.00,70.00,82.50,86.88,78.75,71.25
"....Abra","CASSAVA, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"....Abra","GABI TUBERS, CEBU, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"....Abra","GABI TUBERS, TAGALOG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"....Abra","POTATO, 1 KG",56.89,47.41,47.41,53.33,56.67,56.67,56.67,58.33,70.00,70.00,70.00,70.00,68.33,50.00,53.33,51.43,57.14,55.71,58.57,58.57,58.57,58.57,58.57,58.57,70.00,70.00,70.00,70.00,71.43,71.43,68.57,70.00,72.86,72.86,70.71,62.86,55.71,58.57,57.50,58.75,60.00,58.75,58.75,66.25,65.00,63.75,65.00,63.75,66.25,62.50,60.00,61.25,63.75,65.00,65.00,63.75,81.25,81.25,80.00,80.00,80.00,75.00,70.00,70.00,67.50,67.50,67.50,66.25,71.25,72.50,67.50,67.50
"....Abra","POTATO, IRISH (WHITE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"....Abra","SWEET POTATO (CAMOTE), 1 KG",37.72,32.61,33.25,39.00,37.86,37.86,32.71,33.71,33.71,33.43,32.86,32.86,32.14,32.29,32.00,32.00,34.29,34.29,34.29,34.29,34.29,34.29,34.29,33.57,34.29,34.29,33.43,38.57,34.29,32.86,33.57,37.14,37.14,37.14,38.57,39.29,34.29,37.86,35.71,37.14,35.00,31.43,32.86,32.86,34.29,37.86,34.29,44.29,35.71,30.71,26.43,27.14,27.86,28.57,31.43,32.86,40.00,37.14,39.29,35.71,34.29,37.14,34.29,33.57,34.29,35.71,36.43,36.43,47.14,48.57,44.29,40.71
"....Abra","SWEET POTATO (CAMOTE), NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"....Abra","RADDISH (LABANOS), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"....Abra","GABI TUBERS, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"....Abra","SWEET POTATO (CAMOTE), YELLOW, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"....Apayao","CARROTS, 1 KG",60.05,58.82,57.59,58.82,58.21,58.21,55.76,55.14,53.91,62.49,61.26,68.61,62.48,62.48,61.25,61.25,61.25,64.93,64.93,64.93,64.93,63.70,72.27,72.27,72.27,71.66,58.79,58.79,58.79,58.79,58.79,58.79,60.01,60.01,60.01,60.01,60.01,58.30,58.79,58.79,62.05,60.42,60.42,62.05,62.05,62.05,62.87,62.87,62.05,62.05,63.69,62.05,62.05,62.05,62.05,62.05,62.05,62.87,67.77,74.95,75.44,75.93,75.93,73.97,74.29,70.21,66.54,64.49,69.80,75.11,80.82,83.27
"....Apayao","CASSAVA, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"....Apayao","GABI TUBERS, CEBU, 1 KG",10.75,10.75,10.75,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,11.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,26.00,26.00,26.00,26.00,26.00,26.00,10.00,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,11.88,11.88,16.88,15.00,14.38,14.38,14.38,14.38,14.38,14.38,17.50,17.50,17.13,17.13,18.50,17.13,17.38,17.63,17.63,17.88,22.38,23.38,23.38,24.63
"....Apayao","GABI TUBERS, TAGALOG, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"....Apayao","POTATO, 1 KG",60.88,58.29,58.29,38.00,56.00,60.00,60.00,60.00,61.00,69.00,64.29,64.29,64.29,62.14,62.14,57.86,54.29,61.43,61.43,61.43,58.57,59.29,62.14,63.57,65.00,65.00,76.43,73.57,73.57,70.71,69.29,68.57,67.14,66.88,66.88,66.88,66.88,66.88,66.88,64.38,64.38,63.13,65.00,65.00,65.00,65.00,65.00,65.63,65.63,65.63,61.25,64.38,59.38,60.63,60.63,60.63,60.63,60.63,71.25,71.88,74.38,74.38,68.33,66.25,67.50,64.38,69.38,68.75,68.13,70.00,72.50,72.50
"....Apayao","POTATO, IRISH (WHITE), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
