"Geolocation","Commodity Description","2022 Jun"
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",109.1494590451560
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",107.4850828771760
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",119.6000000000000
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",126.2960213818530
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",122.1979313905050
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",127.0922724624230
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",122.0695172555310
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",113.8715584976230
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",116.1792591625620
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",118.1000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",120.1167944151690
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",124.8931049775400
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",112.3854072212200
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",117.8735277538200
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",114.9000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",119.9513812056070
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",111.9184367256060
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",116.1906061527760
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",112.2246100196520
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",108.6597068254090
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",108.6949727160190
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",115.5000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",107.6340588423660
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",118.7682908007130
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",120.7523554367710
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",116.1602614842690
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",110.1000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",121.7000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",121.7551959063260
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",106.7000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",106.7045427764370
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",110.4000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",110.3656757635410
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",115.0000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",114.9380866393920
"PHILIPPINES","01.2.5 - Water (ND)",106.5000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",106.5877338466760
"PHILIPPINES","01.2.6 - Soft drinks (ND)",111.5000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",111.4303994163060
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",119.0000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",118.9949100033160
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",152.8000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",125.6000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",126.5000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",126.5885849077660
"PHILIPPINES","02.1.2 - Wine (ND)",117.9000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",113.7539964464990
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",118.8065849720470
"PHILIPPINES","02.1.3 - Beer (ND)",125.4000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",125.3708840368850
"PHILIPPINES","02.3 - TOBACCO",171.4000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",171.4000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",171.9687682560570
"PHILIPPINES","02.3.0.2 - Cigars (ND)",158.1552077675280
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",133.8381926768050
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",150.4000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",150.4000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",150.3724163165040
"PHILIPPINES","02.900 - NON-FOOD",111.1000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",109.2000000000000
"PHILIPPINES","03.1 - CLOTHING",108.9000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",107.1000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",107.0640104528800
"PHILIPPINES","03.1.2 - Garments (SD)",108.7000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",108.7080532470240
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",108.5490345955160
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",110.2542652374830
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",113.0585857589520
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",109.7000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",109.2102865883610
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",112.7448138105450
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",117.4000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",116.5492035003510
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",119.4807224110270
"PHILIPPINES","03.2 - FOOTWEAR",110.0000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",110.0000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",110.3174221102180
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",109.0684940171110
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",110.5031386356280
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",114.0000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",114.0844383426240
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",109.8000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",109.1000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",109.1000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",109.0856033314500
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",112.5000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",110.6000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",110.6464812405720
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",118.9000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",118.8710017843950
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",104.7000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",104.7000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",104.6666270439970
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",124.3000000000000
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",168.1000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",168.1533293265860
"PHILIPPINES","04.5.4 - Solid fuels (ND)",122.1000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",120.9472520123950
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",125.1990782162560
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",111.6000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",107.3000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",107.3000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",107.0577615851000
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",114.2747024594270
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",107.5122813362350
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",106.0000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",106.0000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",104.6132792489440
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",106.5931945576350
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",106.6552027501910
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",107.9127435421730
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",106.8000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",106.4000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",107.7557161829370
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",104.8313691983840
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",104.4274573357370
"PHILIPPINES","05.3.2 - Small household appliances (SD)",109.6000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",109.2753543410530
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",109.7130526135240
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",105.7000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",105.6914738986220
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",109.7000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",109.7000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",110.5611305582680
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",107.3786573822990
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",109.0244426474200
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",107.0000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",103.6000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",103.5307536975350
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",108.1000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",109.5727841370300
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",106.9396251077430
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",113.6000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",110.4000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",110.7117181805210
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",110.3328186353570
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",119.7000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",119.7264630078750
"PHILIPPINES","06 - HEALTH",114.9000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",112.5000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",112.7000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",112.7147630467370
"PHILIPPINES","06.1.2 - Medical products (ND)",105.1000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",111.0094701968950
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",94.2327549954298
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",110.8709574978070
"PHILIPPINES","06.1.3 - Assistive products (D)",109.4000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",109.3849578431120
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",122.6000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",116.9000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",116.9169864804880
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",133.6000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",133.5740073387080
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",101.4000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",101.4314490207000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",116.1000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",116.1000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",116.0366756249800
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",117.5000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",117.5000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",117.5239636062770
"PHILIPPINES","07 - TRANSPORT",117.9000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",109.8000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",102.7000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",102.6970621600460
"PHILIPPINES","07.1.2 - Motorcycles (D)",107.9000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",107.8682483978750
"PHILIPPINES","07.1.3 - Bicycles (D)",127.7000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",127.7031641463480
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",107.7000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",108.4000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",107.6385451450810
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",109.2325595095620
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",98.4557348101774
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",112.9000000000000
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",140.5845234141480
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",107.7210196758990
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",107.7000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",107.6898405274650
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",102.6000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",102.8555523487180
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.1672016787300
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",121.9000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",122.4000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.7952428964370
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.3465479539080
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",125.6861156860480
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",96.6000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",96.6365423369470
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",129.7000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",129.7465669071730
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.9000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.9000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.9616079172790
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",102.0000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",102.6000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.7000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.7040417534220
"PHILIPPINES","08.1.3 - Information processing equipment (D)",102.3000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",101.9486209366450
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",104.2059997310920
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",103.3000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",103.3238290269620
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",102.3000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",102.3146723380190
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.7000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",102.0000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",102.0346683019940
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.2000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.2016926233350
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",105.1000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",105.1289323593820
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",106.8000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",106.8856004361520
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",106.7000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.4000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.4000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.3641175413820
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",104.1000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",104.0000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",104.0109219890600
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",104.4000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",104.4410564713670
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",113.9000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",117.8000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",116.8248559890750
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",118.8709034045490
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",110.2000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",110.2286398908180
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",108.2000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",108.2172510005360
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",105.4000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",105.4000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",105.4470701351070
"PHILIPPINES","09.6 - CULTURAL SERVICES",106.6000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",109.4000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",109.4472482657440
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.4000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.4378248867880
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",110.7000000000000
"PHILIPPINES","09.7.1 - Books (SD)",104.0000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",103.4413936419490
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",105.1206366329580
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",102.0000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",102.7704653716310
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.0463034346890
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",113.2000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",113.1755473094930
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",99.9928180638260
"PHILIPPINES","10 - EDUCATION SERVICES",107.3000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.1000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.1000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.7144695765550
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.2338887361580
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.7000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.7000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.8727597621780
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.1260374677520
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",106.5000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",106.5000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",106.4743816089470
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",112.9000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",113.0000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",113.0000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",112.9890569782140
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",101.8000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",101.8000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",101.7632490874770
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",109.9000000000000
"PHILIPPINES","13.1 - PERSONAL CARE",110.4000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",99.6000000000000
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",99.6566157516147
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",108.3000000000000
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",108.2544252041580
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",124.0000000000000
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",122.1241883967490
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",126.0042899200510
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",106.9000000000000
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",105.2000000000000
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",104.2721594650260
