"Geolocation","Commodity Description","2021 Apr"
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",105.4097473805360
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",105.2854514846860
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",110.0000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",102.4526390120710
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",110.6285663746600
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",121.8116214903600
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",111.2061322953300
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",107.2000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",116.7000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",116.6842828727250
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",104.7000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",104.6614646244190
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",105.6000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",105.5779634053730
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",110.8000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",110.7815453120950
"PHILIPPINES","01.2.5 - Water (ND)",104.0000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",103.9357299460390
"PHILIPPINES","01.2.6 - Soft drinks (ND)",109.0000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",109.0676694955280
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",114.8000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",114.7482345812620
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",140.9000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",118.5000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",119.7000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",119.7657001045240
"PHILIPPINES","02.1.2 - Wine (ND)",112.9000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",109.8128479495080
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",113.6532337582950
"PHILIPPINES","02.1.3 - Beer (ND)",117.6000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",117.5703693907500
"PHILIPPINES","02.3 - TOBACCO",156.4000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",156.4000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",156.7666452063480
"PHILIPPINES","02.3.0.2 - Cigars (ND)",149.5984494552740
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",129.6947832718060
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",134.6000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",134.6000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",134.6234724938080
"PHILIPPINES","02.900 - NON-FOOD",106.8000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",106.5000000000000
"PHILIPPINES","03.1 - CLOTHING",106.3000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",105.4000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",105.3547170921890
"PHILIPPINES","03.1.2 - Garments (SD)",106.1000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",105.9556342635200
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",106.1665139057800
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",107.1136940072730
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",107.3290536977450
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",107.4000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",106.8944889501260
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",111.3886803871850
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",113.2000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",112.0001745650320
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",116.3969533659060
"PHILIPPINES","03.2 - FOOTWEAR",107.1000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",107.1000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",107.3527393922000
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",105.9799691312880
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",107.7982016730080
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",110.5000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",110.4671517378310
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",104.3000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",107.0000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",107.0000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",106.9617973439200
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",108.1000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",106.4000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",106.4541912135780
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",114.0000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",114.0333252064720
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",106.5000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",106.5000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",106.4928586316450
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",98.5000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",91.2000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",91.1731872107512
"PHILIPPINES","04.5.2 - Gas (ND)",110.9000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",110.9060743097030
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",92.8000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",92.8559759159318
"PHILIPPINES","04.5.4 - Solid fuels (ND)",118.9000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",118.4399045355600
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",119.9199285687670
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",108.0000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",105.3000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",105.3000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",105.1597075121300
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",107.9029015006020
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",105.6765303286750
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",104.4000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",104.4000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",103.3272346935640
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",104.6740028868660
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",104.7428554621100
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",106.3489158077620
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",104.8000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",104.3000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",105.2369038220730
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",103.1060688649160
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",103.5412311531190
"PHILIPPINES","05.3.2 - Small household appliances (SD)",106.8000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",106.9592128682720
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",106.7355391464980
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",104.5000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",104.4707679895060
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",107.3000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",107.3000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",107.9240300686770
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",105.4656038975200
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",106.8454999911760
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",105.1000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",102.3000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",102.2525861761060
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",105.9000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",107.1130067142800
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",105.0155051640960
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",109.5000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",107.1000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",107.7935103728250
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",106.9246439748010
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",113.9000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",113.8976018012020
"PHILIPPINES","06 - HEALTH",111.5000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",109.5000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",109.7000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",109.6718772465490
"PHILIPPINES","06.1.2 - Medical products (ND)",104.4000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",108.0609635865240
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",97.0337526288981
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",108.6380038128900
"PHILIPPINES","06.1.3 - Assistive products (D)",107.1000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",107.1664944287680
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",117.9000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",112.6000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",112.5984626563000
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",128.1000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",128.1217095301730
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",112.9000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",112.9000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",112.8923422777280
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",113.7000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",113.7000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",113.6696387374620
"PHILIPPINES","07 - TRANSPORT",110.7000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",108.3000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",103.4000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.3894210863070
"PHILIPPINES","07.1.2 - Motorcycles (D)",105.8000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",105.8078612733320
"PHILIPPINES","07.1.3 - Bicycles (D)",124.1000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",124.0413268668120
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",99.0000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",105.6000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",104.8651941581760
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",106.2415146260490
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",103.5123204109480
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",98.0000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",92.9331424720234
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",99.6535682677773
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",110.4948522085690
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",105.3973060964070
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",104.7000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",104.6953290103910
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.1000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.5937522127520
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",118.8000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",119.6000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.6180889933510
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.3299819415000
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",122.3831806420320
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",82.9000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",82.8899854448239
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",120.1000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",120.1083792874030
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3503689866260
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",101.3000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",101.5000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.1000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.0560886301140
"PHILIPPINES","08.1.3 - Information processing equipment (D)",101.6000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",101.3367778421860
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",102.9724703503780
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",101.6000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",101.5361452415160
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.7000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.6898310748970
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.2000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",101.0000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",101.0300234091960
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.8000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.8247292888720
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",104.3000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",104.2893707013990
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",105.9000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",105.9851155163870
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",104.5000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",100.3000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.3000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",100.3260621671680
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",103.0000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",103.0000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",102.9710967182270
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",103.6000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.6110789984130
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",108.0000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",109.2000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",104.8817711186250
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",113.7344438646160
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",106.9000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",106.8791560867860
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",105.9000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",105.8967497944670
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.2073833388385
"PHILIPPINES","09.5 - CULTURAL GOODS",103.8000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",103.8000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",103.7555506475790
"PHILIPPINES","09.6 - CULTURAL SERVICES",104.7000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",105.5000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",105.4644781546620
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.0000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.0124316693650
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",108.0000000000000
"PHILIPPINES","09.7.1 - Books (SD)",102.7000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.3720471948850
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",103.5296862133420
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.7000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",102.3571660197610
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.8214231544980
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",109.9000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",109.9243201781930
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",106.7000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.0000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.0000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.6018713620560
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.1335705946000
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.3000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.3000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.4621696699300
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",104.9145417542350
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",105.2000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",105.2000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",105.1892375950290
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",108.6000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",108.8000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",108.8000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",108.7818299043950
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
