"Geolocation","Commodity Description","2023 Oct"
"PHILIPPINES","01.1.3.6 - Other seafood preparations (ND)",139.8873019580900
"PHILIPPINES","01.1.4 - Milk, other dairy products and eggs (ND)",125.3000000000000
"PHILIPPINES","01.1.4.1 - Raw and whole milk (ND)",137.6434593241280
"PHILIPPINES","01.1.4.3 - Other milk and cream (ND)",114.3165143245420
"PHILIPPINES","01.1.4.4 - Non-animal milk (ND)",116.8575158084710
"PHILIPPINES","01.1.4.5 - Cheese (ND)",121.7025052035300
"PHILIPPINES","01.1.4.6 - Yoghurt and similar products (ND)",123.2502883135480
"PHILIPPINES","01.1.4.7 - Milk-based dessert and beverages (ND)",118.3200976168090
"PHILIPPINES","01.1.4.8 - Eggs (ND)",139.6243838295590
"PHILIPPINES","01.1.5 - Oils and fats (ND)",130.9000000000000
"PHILIPPINES","01.1.5.1 - Vegetable oils (ND)",136.0174808336300
"PHILIPPINES","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",125.1902299512900
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",112.4961400667800
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",112.4147076212550
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",137.2000000000000
"PHILIPPINES","01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",137.4932436247260
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",137.6098259485560
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",136.5397035571810
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",149.2059229341170
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",135.8967086436010
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",132.8994059348440
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",128.8551796499900
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",157.0000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",151.9191637245870
"PHILIPPINES","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",154.8888931882720
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",135.4324151411980
"PHILIPPINES","01.1.7.4 - Other vegetables, fresh or chilled (ND)",154.9980586278510
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",188.9900780416570
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",136.4160151717410
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",147.3000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",177.0998374729000
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",126.1518024576330
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",134.8429032514990
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",125.6140000041880
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",118.4503738928710
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",125.1285426582470
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",127.3000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",118.6182160795270
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",131.8972359575770
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",130.6283308208570
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",129.8173809760670
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",118.8000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",131.4000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",131.3705536175570
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",114.7000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",114.6977805462900
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",120.0000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",120.0020829693290
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",126.6000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",126.6284202917260
"PHILIPPINES","01.2.5 - Water (ND)",111.1000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",111.1118120670870
"PHILIPPINES","01.2.6 - Soft drinks (ND)",125.0000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",125.0191235123230
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",129.5000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",129.5136802261860
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",172.7000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",137.2000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",139.9000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",139.8585729790080
"PHILIPPINES","02.1.2 - Wine (ND)",126.3000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",124.2839194406970
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",126.8637206253430
"PHILIPPINES","02.1.3 - Beer (ND)",135.4000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",135.3301712727440
"PHILIPPINES","02.3 - TOBACCO",197.2000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",197.2000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",197.9525931679480
"PHILIPPINES","02.3.0.2 - Cigars (ND)",187.3970672021860
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",143.8940693302470
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",155.1000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",155.1000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",155.1375382878730
"PHILIPPINES","02.900 - NON-FOOD",120.0000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",116.1000000000000
"PHILIPPINES","03.1 - CLOTHING",115.9000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",111.9000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",111.8924273546540
"PHILIPPINES","03.1.2 - Garments (SD)",115.5000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",115.7080782460770
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",115.2311487840440
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",117.2314318636920
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",123.5095758156900
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",114.6000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",114.1743113948330
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",118.2009736845020
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",127.8000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",126.9811315264760
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",130.1903089574720
"PHILIPPINES","03.2 - FOOTWEAR",116.5000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",116.5000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",116.7885940198550
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",115.6171479459860
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",116.9136124826320
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",121.1000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",121.0907432035930
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",118.1000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",116.2000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",116.2000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",116.1678981264010
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",118.9000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",116.7000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",116.7503445408720
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",126.5000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",126.4477564728900
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",118.0000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",118.0000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",118.0070612971610
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",121.6000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",115.1000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",115.0690648285130
"PHILIPPINES","04.5.2 - Gas (ND)",136.4000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",136.4244356738120
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",160.4000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",160.4301182664420
"PHILIPPINES","04.5.4 - Solid fuels (ND)",132.2000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",131.6890377657590
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",133.4010096897880
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",119.3000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",111.2000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",111.2000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",110.9585473272850
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",114.2710965263630
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",113.2133692818040
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",110.3000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",110.3000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",109.2964560733280
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",110.5629158804490
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",112.5802225063460
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",111.9582973589540
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",111.3000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",110.4000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",112.1892072528880
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",108.3145949842290
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",108.3993521849070
"PHILIPPINES","05.3.2 - Small household appliances (SD)",116.0000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",115.2122685482390
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",116.2381179944930
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",111.0000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",110.9710182600770
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",115.8000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",115.8000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",117.9124106150570
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",112.0095457936040
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",113.7469541578030
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",110.0000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",97.8000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",97.8066184885349
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",113.9000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",115.1422675251880
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",112.8057391680360
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",123.0000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",119.6000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",120.1864416939280
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",119.4008557810140
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",129.4000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",129.3751543230800
"PHILIPPINES","06 - HEALTH",120.6000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",118.5000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",118.8000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",118.7764314941240
"PHILIPPINES","06.1.2 - Medical products (ND)",106.6000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",117.4253695265620
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",88.0410728184914
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",116.1586021089030
"PHILIPPINES","06.1.3 - Assistive products (D)",113.7000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",113.7489476315410
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",129.9000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",121.4000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",121.4690793214720
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",145.9000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",145.9343626248220
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",128.6000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",128.5732653323620
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",119.7000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",119.7000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",119.7769095815660
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",128.6000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",128.6000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",128.6327385691400
"PHILIPPINES","07 - TRANSPORT",130.8000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",112.9000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",103.2000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.1979148430390
"PHILIPPINES","07.1.2 - Motorcycles (D)",112.1000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",112.1645703989060
"PHILIPPINES","07.1.3 - Bicycles (D)",131.1000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",131.0765295907450
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",133.2000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",113.5000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",111.6981508544120
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",115.2442744232840
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",98.4557348101774
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",136.8000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",156.8945966912980
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",130.3486491389370
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",129.2593822650280
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",113.3584154088460
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",112.7000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",112.7549216149620
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",107.0000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",107.6196292785110
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",101.9916110529790
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",135.9000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",137.6000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",121.0093279717410
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",112.1146920997480
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",141.8417942515750
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",115.0000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",115.0312602407890
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",101.8000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",101.7293470224690
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",105.1000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",105.1000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",104.5268174879100
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",103.0000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",103.7000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.9000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.9107008392470
"PHILIPPINES","08.1.3 - Information processing equipment (D)",104.1000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",103.2086312642110
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",109.3092253827410
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.4000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.4174285019570
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",104.3000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",104.2662875436210
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",102.7000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",105.6000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",105.6411707657000
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.9000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.8613726531560
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",107.1000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",107.0694138977590
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",114.1000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",114.0715281540770
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",113.9000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.3000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.3000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.2805005150280
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",109.5000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",109.6000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",109.5310074452750
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",108.4000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",108.5679787431270
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",95.2000685680730
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",121.0000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",122.8000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",116.4098243363570
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",129.5034996725020
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",119.4000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",119.4081196699600
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.4000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",113.3000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",113.3454155253470
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1162854061178
"PHILIPPINES","09.5 - CULTURAL GOODS",107.5000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",107.5000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",107.5324868059120
"PHILIPPINES","09.6 - CULTURAL SERVICES",111.2000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",118.1000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",118.1559840319420
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",106.1000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",106.1228015752160
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",122.2000000000000
"PHILIPPINES","09.7.1 - Books (SD)",108.2000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",108.2883405645970
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",107.8411180341730
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",105.0000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",107.6733477906440
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.3882242810790
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",127.4000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",127.3914057892410
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",102.6000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",102.6000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",102.6211851345610
"PHILIPPINES","10 - EDUCATION SERVICES",115.1000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",117.3000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",117.3000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",118.1571814370000
"PHILIPPINES","10.1.0.2 - Primary education (S)",116.9660119283750
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",114.3000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",114.3000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",116.7703016696270
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",108.6677030384350
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",114.1000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",114.1000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",114.1611563484440
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",112.0000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",112.0000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",113.3431647069640
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",124.0000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",124.2000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",124.2000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",124.2521350676380
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",106.9000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",106.9000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",106.8301492636970
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
