"Geolocation","Commodity Description","2019 Nov"
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",106.3749453223910
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",105.5308466008570
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",103.0137889687600
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",102.2415138672460
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",106.3000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",102.1011192537520
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",106.0687030481620
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",114.3083519209340
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",106.0016264151050
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",104.9000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",112.2000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",112.1888544851850
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",103.4000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",103.3842033549440
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",102.8000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",102.8623414401840
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",107.4000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",107.3903244165520
"PHILIPPINES","01.2.5 - Water (ND)",101.6000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",101.5779807639410
"PHILIPPINES","01.2.6 - Soft drinks (ND)",106.5000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",106.5325594377370
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",111.2000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",111.1946059475930
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",119.8000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",105.0000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",104.9000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",104.8622175403060
"PHILIPPINES","02.1.2 - Wine (ND)",106.0000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",104.3061133895080
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",106.4436903332140
"PHILIPPINES","02.1.3 - Beer (ND)",105.1000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",105.0892059312310
"PHILIPPINES","02.3 - TOBACCO",129.9000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",129.9000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",130.1838957512370
"PHILIPPINES","02.3.0.2 - Cigars (ND)",123.0338472585360
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",115.1691231514900
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",105.5000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",105.5000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",105.5078326509010
"PHILIPPINES","02.900 - NON-FOOD",103.0000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",103.8000000000000
"PHILIPPINES","03.1 - CLOTHING",103.8000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",103.7000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",103.6721283034950
"PHILIPPINES","03.1.2 - Garments (SD)",103.7000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",103.7281151862870
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",103.7124721960290
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",104.0218019341230
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",104.6191093675490
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",104.8000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",104.4879130698630
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",107.1355022173250
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",106.4000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",104.9550344423050
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",110.4284344256370
"PHILIPPINES","03.2 - FOOTWEAR",103.7000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",103.7000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",103.8629347040660
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",102.9806202402740
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",104.0553799581300
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",106.5000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",106.5297656225560
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",102.7000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",104.5000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",104.5000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",104.4809441762430
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",104.4000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",103.3000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",103.3358208694570
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",108.0000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",108.0007548167720
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",104.7000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",104.7000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",104.7055527202240
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",98.6000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",96.8000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",96.8085082052122
"PHILIPPINES","04.5.2 - Gas (ND)",98.3000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",98.3206571457365
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",97.0000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",96.9554840017809
"PHILIPPINES","04.5.4 - Solid fuels (ND)",108.4000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",107.6790027407690
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",110.3137656615290
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",104.0000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",103.1000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",103.1000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",102.9485947673370
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",104.8780291505920
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",103.7150080708790
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",102.1000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",102.1000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",101.5128463940290
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",102.3818978098980
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",102.2083543924150
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",103.1988775559070
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",102.7000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",102.5000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",102.7208022012070
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",102.0761670146400
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",102.2203539477140
"PHILIPPINES","05.3.2 - Small household appliances (SD)",104.0000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",104.3348879347730
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",103.9270062104580
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",102.1000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",102.0895857774700
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",104.0000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",104.0000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",104.0370385790080
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",103.1061798677660
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",104.4134677906230
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",102.0000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",100.8000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",100.8136525037770
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",102.5000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",102.7810814446880
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",102.2390314538410
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",104.6000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",103.8000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",104.0658102983700
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",103.7704815786860
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",106.0000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",105.9948063051500
"PHILIPPINES","06 - HEALTH",105.8000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",104.7000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",104.8000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",104.8350063939320
"PHILIPPINES","06.1.2 - Medical products (ND)",102.6000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",103.8901336813310
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0014127315080
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",104.0707518386590
"PHILIPPINES","06.1.3 - Assistive products (D)",103.7000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",103.6638437548400
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",108.7000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",107.7000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",107.6787168375260
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",110.5000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",110.4597092491220
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",107.1000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",107.1000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",107.0241574169110
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",106.3000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",106.3000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",106.2933575160270
"PHILIPPINES","07 - TRANSPORT",101.2000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",102.9000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",100.5000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",100.4268438154370
"PHILIPPINES","07.1.2 - Motorcycles (D)",103.0000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",103.0381072812450
"PHILIPPINES","07.1.3 - Bicycles (D)",106.2000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",106.2003682703780
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",98.9000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",102.5000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",101.6158651437710
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",103.2059553541310
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",100.0000000000000
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",98.3000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",97.8061275842042
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",98.4598408641365
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",94.7525738957157
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",102.8720502596440
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",102.5000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",102.5064131110120
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.1000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.8882091748470
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",102.1000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",102.7000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",105.3083848314610
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.0443832893150
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",102.0999133647530
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",87.9000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",87.9404830776284
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",91.2000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",91.2019340689575
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3028952591240
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",100.5000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",100.6000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",100.6000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",100.6544823395900
"PHILIPPINES","08.1.3 - Information processing equipment (D)",100.7000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.6803557538380
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",100.8919641273930
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.5000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.5141738283550
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.3000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.3166592219570
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",100.4000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.8000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.7427949031830
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.4000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.4272409344410
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",100.7000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",100.6963070364710
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",104.2000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",104.2522344553320
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",104.3000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.9000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.9000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.9393703558258
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",101.2000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",101.2000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",101.2321549077150
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",102.8000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",102.8202794511180
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",103.4000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",103.9000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",101.8137596283220
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",106.0731436254190
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",102.9000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",102.9541685907670
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",110.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",103.1000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",103.1225458136240
"PHILIPPINES","09.4.7 - Games of chance (S)",110.5000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",110.3903128676910
"PHILIPPINES","09.5 - CULTURAL GOODS",101.6000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",101.6000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",101.5456680018920
"PHILIPPINES","09.6 - CULTURAL SERVICES",103.0000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",104.0000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",104.0072339248890
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",102.3000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",102.3006444249630
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",104.8000000000000
"PHILIPPINES","09.7.1 - Books (SD)",101.8000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",101.4551710117970
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",102.3202835890160
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",100.9000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",101.1221728652080
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.5998708547690
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",105.9000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",105.9203694453780
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",105.6000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",107.1000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",107.1000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",106.4891060145050
"PHILIPPINES","10.1.0.2 - Primary education (S)",107.3636490652620
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",106.0000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",106.0000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",106.9163159963650
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",104.0088054545210
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",104.2000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",104.2000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",104.1668315802330
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.1000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.1000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.2380619762280
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",104.4000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",104.5000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",104.5000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",104.4868255344360
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
