"Geolocation","Commodity Description","2020 Ave"
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",102.7480829275530
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",93.6812635321219
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",118.2000000000000
"PHILIPPINES","01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",118.8423585070310
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",114.6312017100850
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",132.3729281697870
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",109.9972580324760
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",115.3033637026650
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",106.3827200961430
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",106.8425357843580
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",113.1666666666670
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",107.4373830069610
"PHILIPPINES","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",109.1668167745730
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",112.2046784295820
"PHILIPPINES","01.1.7.4 - Other vegetables, fresh or chilled (ND)",123.9618555957800
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",116.7076599166480
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",108.5125760462630
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",102.5500000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",98.8878983151157
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",105.1744094862450
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",108.7208085180030
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",107.3415841140030
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",104.2897609904340
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",103.2997594979560
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",109.3083333333330
"PHILIPPINES","01.1.9.2 - Baby food (ND)",102.2733851788320
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",108.4494936291550
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",123.9243689226130
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",109.2657800385320
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",106.2083333333330
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",114.2666666666670
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",114.2586562270960
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",104.1000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",104.1134373973280
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",104.3000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",104.3242799505030
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",109.4083333333330
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",109.4208444988930
"PHILIPPINES","01.2.5 - Water (ND)",103.1333333333330
"PHILIPPINES","01.2.5.0 - Water (ND)",103.1148709763740
"PHILIPPINES","01.2.6 - Soft drinks (ND)",107.8166666666670
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",107.8185508148050
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",113.1083333333330
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",113.1074687991160
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",129.1583333333330
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",112.0916666666670
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",112.9083333333330
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",112.9031927478890
"PHILIPPINES","02.1.2 - Wine (ND)",109.2750000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",107.8289454157050
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",109.6147259196590
"PHILIPPINES","02.1.3 - Beer (ND)",111.4000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",111.4247087927120
"PHILIPPINES","02.3 - TOBACCO",140.9500000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",140.9500000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",141.1848489174740
"PHILIPPINES","02.3.0.2 - Cigars (ND)",137.5386935489540
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",124.0600924208960
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",113.3750000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",113.3750000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",113.4019011749480
"PHILIPPINES","02.900 - NON-FOOD",104.1166666666670
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",104.9916666666670
"PHILIPPINES","03.1 - CLOTHING",105.0250000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",104.5583333333330
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",104.5328084271020
"PHILIPPINES","03.1.2 - Garments (SD)",104.8666666666670
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",104.9261285864830
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",104.7779269091070
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",105.3495097418030
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",106.3234502716670
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",106.3083333333330
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",105.7698751675020
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",110.1625961004160
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",110.5166666666670
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",109.5107109681740
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",113.2670604565140
"PHILIPPINES","03.2 - FOOTWEAR",104.9500000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",104.9333333333330
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",105.1074856723350
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",104.0563079343310
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",105.6084738619390
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",108.7083333333330
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",108.7162798835140
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",103.1916666666670
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",105.9500000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",105.9500000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",105.9718244251120
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",105.9166666666670
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",104.6416666666670
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",104.6422818773450
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",110.3750000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",110.3782191871320
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",105.0666666666670
"PHILIPPINES","04.4.1 - Water supply (ND)",105.0666666666670
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",105.0694694638200
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",97.3583333333334
"PHILIPPINES","04.5.1 - Electricity (ND)",93.0166666666667
"PHILIPPINES","04.5.1.0 - Electricity (ND)",93.0080241049138
"PHILIPPINES","04.5.2 - Gas (ND)",101.8166666666670
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",101.8287268112720
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",81.3833333333333
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",81.3761497252701
"PHILIPPINES","04.5.4 - Solid fuels (ND)",114.2416666666670
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",114.3926533998640
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",113.8534645572570
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",106.2166666666670
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",103.8500000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",103.8500000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",103.7370677312330
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",106.0685175124680
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",104.3894755512540
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",103.2083333333330
"PHILIPPINES","05.2.1 - Household textiles (SD)",103.2083333333330
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",102.3432835019840
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",103.4911119882190
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",103.3864176272010
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",104.7120610551660
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",103.5166666666670
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",103.1916666666670
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",103.7269760933950
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",102.4612335002540
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",102.7899796828290
"PHILIPPINES","05.3.2 - Small household appliances (SD)",105.1333333333330
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",105.3551208927160
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",105.0667830508260
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",102.7000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",102.6920828503900
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",105.0500000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",105.0500000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",105.1905765793630
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",104.0868887463770
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",105.2538413991860
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",103.1583333333330
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",101.3333333333330
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",101.3643698914450
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",103.7333333333330
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",104.3377562271330
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",103.2352723509090
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",107.4333333333330
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",105.5583333333330
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",105.7480233128640
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",105.4706962113680
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",111.0000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",110.9952083130540
"PHILIPPINES","06 - HEALTH",108.0750000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",106.7083333333330
"PHILIPPINES","06.1.1 - Medicines (ND)",106.8333333333330
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",106.8330678486030
"PHILIPPINES","06.1.2 - Medical products (ND)",103.7250000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",104.9782548102370
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0066603380700
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",106.4047012755580
"PHILIPPINES","06.1.3 - Assistive products (D)",104.8250000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",104.8073811749030
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",112.1166666666670
"PHILIPPINES","06.2.1 - Preventive care services (S)",109.7333333333330
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",109.7354934825030
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",116.7083333333330
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",116.7245096408800
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",109.1500000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",109.1500000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",109.1613479872350
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",108.9333333333330
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",108.9333333333330
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",108.9344038817500
"PHILIPPINES","07 - TRANSPORT",102.7000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",105.2416666666670
"PHILIPPINES","07.1.1 - Motor cars (D)",102.3166666666670
"PHILIPPINES","07.1.1.1 - New motor cars (D)",102.2970450829620
"PHILIPPINES","07.1.2 - Motorcycles (D)",104.4750000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",104.4700418308090
"PHILIPPINES","07.1.3 - Bicycles (D)",112.5250000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",112.5438683903870
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",89.6083333333334
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",103.6166666666670
"PHILIPPINES","07.2.1.1 - Tires (SD)",102.7949219213230
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",104.3800221439320
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",101.5571073119830
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",87.2250000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",82.2624400854298
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",88.6773419106952
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",96.5127864496845
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",104.0733427536740
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",103.7583333333330
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",103.7396396024070
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.2000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",102.1799732353230
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",109.8166666666670
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",110.2416666666670
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",106.8340646054960
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.1366603030230
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",111.0974260140180
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",86.9833333333333
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",87.0162813237325
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",114.6916666666670
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",114.6484269886190
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6083333333330
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6083333333330
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3324893845540
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",100.8666666666670
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",100.8583333333330
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",100.7916666666670
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",100.7822189614210
"PHILIPPINES","08.1.3 - Information processing equipment (D)",100.9916666666670
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.8741706250170
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",101.8003665107310
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.7750000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.7949392970610
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.5000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.4865545078900
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",100.9250000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.8000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.8048700956180
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.6666666666670
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.6332448548070
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",102.7500000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",102.7519766333030
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",104.8250000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",104.8439904283270
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",104.5083333333330
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.9750000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.9750000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.9687234347894
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",102.2083333333330
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",102.1666666666670
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",102.1697913955280
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",103.2500000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.2722363930650
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",104.9416666666670
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",105.6416666666670
"PHILIPPINES","09.3.1.1 - Garden products (ND)",102.7566960092180
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",108.7254171431580
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",104.2750000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",104.2802958037840
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",104.4083333333330
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",104.1166666666670
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",104.1110890236610
"PHILIPPINES","09.4.7 - Games of chance (S)",104.4750000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",104.4317458721520
"PHILIPPINES","09.5 - CULTURAL GOODS",102.2583333333330
"PHILIPPINES","09.5.1 - Musical instruments (D)",102.2583333333330
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",102.2396714702250
"PHILIPPINES","09.6 - CULTURAL SERVICES",103.9166666666670
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",105.0000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",104.9676898831970
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",103.0750000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",103.0840476545600
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",106.2083333333330
"PHILIPPINES","09.7.1 - Books (SD)",102.1250000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",101.9378913238660
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",102.5621320853780
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.3083333333330
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",101.7437649243230
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.7234931736980
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",107.6500000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",107.6701629830670
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",105.9250000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",107.4250000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",107.4250000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",106.8727971445620
"PHILIPPINES","10.1.0.2 - Primary education (S)",107.6389273891490
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",106.3750000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",106.3750000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",107.4031137878110
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",104.0888907757090
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",104.5166666666670
"PHILIPPINES","10.4.0 - Tertiary education (s)",104.5166666666670
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",104.5477728905370
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.2333333333330
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.2333333333330
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.3986910240560
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",105.6916666666670
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",105.7833333333330
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",105.7833333333330
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",105.7899112607920
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
