"Geolocation","Commodity Description","2019 Mar"
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",101.6905618217140
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",102.2932206659180
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",97.5000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",96.4141235868425
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",104.9104597582600
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",98.3001098943950
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",103.3862588368270
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",102.0000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",102.1705208184420
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",102.1383810897120
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",102.9849394425830
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",102.3284467104650
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",101.5092630896450
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",101.5922372032770
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",102.5000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",101.0982197280690
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",102.9234248640500
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",103.6679777377740
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",103.4971275758070
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",103.0000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",108.6000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",108.6057240709000
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",101.8000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",101.7841209759560
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",100.8000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",100.8463985398280
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",104.5000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",104.4468524242520
"PHILIPPINES","01.2.5 - Water (ND)",100.7000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",100.7265084133950
"PHILIPPINES","01.2.6 - Soft drinks (ND)",104.9000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",104.8514217022300
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",106.8000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",106.8196144424340
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",108.1000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",102.9000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",103.1000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",103.0316693595440
"PHILIPPINES","02.1.2 - Wine (ND)",103.0000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",102.4534600508940
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",103.2064770922570
"PHILIPPINES","02.1.3 - Beer (ND)",102.6000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",102.6460903876650
"PHILIPPINES","02.3 - TOBACCO",111.6000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",111.6000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",111.7636493575890
"PHILIPPINES","02.3.0.2 - Cigars (ND)",102.2076643899210
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",104.7046241727540
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",104.5000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",104.5000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",104.4899802470400
"PHILIPPINES","02.900 - NON-FOOD",102.1000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",101.8000000000000
"PHILIPPINES","03.1 - CLOTHING",101.8000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",101.4000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",101.4556386695030
"PHILIPPINES","03.1.2 - Garments (SD)",101.7000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",101.8372377184850
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",101.6056437021060
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",101.9857868819950
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",101.5263607663120
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",102.2000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",101.9971171479620
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",103.4058242872020
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",103.6000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",103.2264277425580
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",104.5534475217320
"PHILIPPINES","03.2 - FOOTWEAR",101.7000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",101.7000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",101.9044344776370
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",101.2212944269220
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",102.1004210350550
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",102.9000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",102.8974481523190
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",102.5000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",102.2000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",102.2000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",102.2198534600560
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",102.8000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",102.1000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",102.0595962663070
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",105.3000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",105.2961880329450
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",103.9000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",103.9000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",103.9651282084240
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",104.1000000000000
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",100.0000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",100.0396928005130
"PHILIPPINES","04.5.4 - Solid fuels (ND)",104.3000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",104.0112937333480
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",105.0090638036360
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.2000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",101.6000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",101.6000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",101.5336721170820
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",100.7840544699090
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",102.7450282237750
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",101.1000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",101.1000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",100.9717036787900
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",101.1530672066850
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",100.8796359112330
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",101.6452748944470
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",101.3000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",101.2000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",101.3159559203060
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",101.2163234190200
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",100.8573055920530
"PHILIPPINES","05.3.2 - Small household appliances (SD)",101.9000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",102.5590579730860
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",101.7880964320420
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",101.3000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",101.2709609048490
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",102.0000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",102.0000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",102.2446387320170
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",101.4002288857260
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",101.8264619939930
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",101.1000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",100.3000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",100.3074680772210
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",101.3000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",101.4096212315120
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",101.2634616813680
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",102.5000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",102.0000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",102.2092122759610
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",101.9469880088040
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",103.5000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",103.5552321629280
"PHILIPPINES","06 - HEALTH",102.5000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",101.9000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",101.9000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",101.8702295599330
"PHILIPPINES","06.1.2 - Medical products (ND)",100.9000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",101.1848015925430
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0014127315080
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",101.6964098964420
"PHILIPPINES","06.1.3 - Assistive products (D)",102.1000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",102.1066067067770
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",103.8000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",103.7000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",103.7010411786800
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",104.0000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",103.9548966033180
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",103.6000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",103.6000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",103.5793436745580
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",103.3000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",103.3000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",103.3452961369310
"PHILIPPINES","07 - TRANSPORT",101.3000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",100.7000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",100.2000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",100.2126439551110
"PHILIPPINES","07.1.2 - Motorcycles (D)",100.8000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",100.8746484239820
"PHILIPPINES","07.1.3 - Bicycles (D)",101.3000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",101.3025900750090
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",100.9000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",100.9000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",100.2263489722720
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",101.4232761081690
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",100.0000000000000
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",102.4000000000000
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",105.8452341414810
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",101.7801437069790
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",101.1000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",101.0866956857590
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.0000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.3519414637400
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",101.6000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",102.4000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",104.2585020586830
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.0284214636720
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",101.8676895320580
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",86.8000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",86.8363025980885
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",84.0000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",83.9725836630208
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.2960962615830
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",100.2000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",100.3000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",100.6000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",100.5840373699040
"PHILIPPINES","08.1.3 - Information processing equipment (D)",100.4000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.3589908988500
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",100.4432008974490
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.0000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",99.9591812393885
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",100.9000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",100.9091162260380
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",100.2000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.1000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.0483692430030
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.2000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.1852256818050
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",100.1000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",100.1933266933620
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",102.5000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",102.5035223574850
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",102.6000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.9000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.9000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.9391531283678
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",100.7000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",100.7000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",100.7008381570250
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",101.7000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",101.7543401332710
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",101.8000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",102.5000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",101.1239796950590
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",103.8266344157280
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",101.1000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",101.1853839301530
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",109.8000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",100.9000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",100.9601716565280
"PHILIPPINES","09.4.7 - Games of chance (S)",109.9000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",109.8097576813170
"PHILIPPINES","09.5 - CULTURAL GOODS",100.9000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",100.9000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",100.8790806991570
"PHILIPPINES","09.6 - CULTURAL SERVICES",101.8000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",102.8000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",102.8303387226570
"PHILIPPINES","09.6.3 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",101.0000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",101.0273302795610
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",101.9000000000000
"PHILIPPINES","09.7.1 - Books (SD)",100.8000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",100.5426907299460
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",101.3536335122520
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",100.5000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",100.4420690961500
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.5542596864280
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",102.3000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",102.3041116941560
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",101.8000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",102.3000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",102.3000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",102.2385994035300
"PHILIPPINES","10.1.0.2 - Primary education (S)",102.3151897695600
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",101.8000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",101.8000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",101.9580254863150
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",101.7109345781450
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",101.3000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",101.3000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",101.3017233718590
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",100.3000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",100.3000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",100.3526290003830
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",99.8511445947030
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",102.8000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",102.8000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",102.8000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",102.8157113688990
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.0000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.0000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0042831500520
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",101.7000000000000
"PHILIPPINES","13.1 - PERSONAL CARE",101.7000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",100.4000000000000
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",100.3932504255420
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",101.5000000000000
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",101.4666739105380
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",103.0000000000000
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",103.0515703226720
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",102.8765188342170
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",101.5000000000000
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",101.3000000000000
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",101.5475679484870
