"Geolocation","Commodity Description","2024 Feb"
"PHILIPPINES","04.5.4 - Solid fuels (ND)",134.2000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",133.6025409886350
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",136.0031192368170
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",120.7000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",111.8000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",111.8000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",111.6018141738150
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",113.6797083422060
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",113.7736285990250
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",111.3000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",111.3000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",110.1902567390460
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",111.5866523541090
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",113.5532559776950
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",112.4412582556500
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",112.2000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",111.2000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",112.7880534170340
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",109.2523493683400
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",109.1108593010760
"PHILIPPINES","05.3.2 - Small household appliances (SD)",117.8000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",117.5816540464990
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",117.9225381091160
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",111.4000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",111.4196389673000
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",117.4000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",117.4000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",119.7660970269060
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",113.2625665634400
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",115.1062389026450
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",111.3000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",98.4000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",98.4418063238406
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",115.3000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",116.8463832087050
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",114.2052746378630
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",124.7000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",121.2000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",121.6198487908470
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",120.9810596789210
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",131.2000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",131.2777796539510
"PHILIPPINES","06 - HEALTH",122.0000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",119.6000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",119.9000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",119.9239095383120
"PHILIPPINES","06.1.2 - Medical products (ND)",106.7000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",118.5361315041910
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",87.3647781956981
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",116.3117201787110
"PHILIPPINES","06.1.3 - Assistive products (D)",114.2000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",114.1566580745650
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",131.8000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",122.9000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",122.9833265745410
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",148.9000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",148.9202881913540
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",128.6000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",128.5732653323620
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",121.6000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",121.6000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",121.6567644042180
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",130.3000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",130.3000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",130.3876781009930
"PHILIPPINES","07 - TRANSPORT",130.6000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",113.5000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",103.4000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.3883891845580
"PHILIPPINES","07.1.2 - Motorcycles (D)",113.1000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",113.1085794800070
"PHILIPPINES","07.1.3 - Bicycles (D)",131.7000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",131.7253671436890
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",129.0000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",114.0000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",111.8639845161080
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",115.8412561722650
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",98.5905770928646
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",131.8000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",143.1814165280300
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",128.0768244943060
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",136.1009631351710
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",114.6441305770380
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",113.4000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",113.3597420260090
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",109.4000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",110.1061451377800
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",102.4117093145750
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",137.9000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",139.9000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",122.4327843958080
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",112.1147556587610
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",144.3553692379330
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",113.1000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",113.0682457733060
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",100.1000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",100.0041353039240
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",105.9000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",105.9000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",107.5328660906310
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",103.1000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",103.8000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.9000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.8880683493020
"PHILIPPINES","08.1.3 - Information processing equipment (D)",104.2000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",103.2983798202390
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",109.2856932835340
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.7000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.7549732329060
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",104.5000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",104.4758429375170
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",102.7000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",105.8000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",105.8069903281200
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.9000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.9334769793140
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",107.1000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",107.0942091384750
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",113.8000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",113.8369089073800
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",114.9000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.3000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.3000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.2805005150280
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",110.2000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",110.2000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",110.2268568197690
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",109.2000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",109.3080759817300
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",95.2000685680730
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",122.3000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",124.6000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",116.1593290753590
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",133.4459540805920
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",120.3000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",120.3425923079670
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.4000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",113.6000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",113.6594075559510
"PHILIPPINES","09.4.7 - Games of chance (S)",95.1000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.0895694417721
"PHILIPPINES","09.5 - CULTURAL GOODS",107.9000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",107.9000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",107.9384200872560
"PHILIPPINES","09.6 - CULTURAL SERVICES",112.3000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",120.5000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",120.4985798407080
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",106.4000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",106.3495514676020
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",123.8000000000000
"PHILIPPINES","09.7.1 - Books (SD)",108.8000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",108.6671833274330
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",109.2275621712160
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",105.4000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",108.2544421921350
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.6243507875560
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",129.4000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",129.4217756243170
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",102.7000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",102.7000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",102.7407576984860
"PHILIPPINES","10 - EDUCATION SERVICES",115.4000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",117.4000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",117.4000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",118.2451555230780
"PHILIPPINES","10.1.0.2 - Primary education (S)",117.0056612136430
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",114.6000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",114.6000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",116.7842189089120
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",109.6416034733170
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",114.4000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",114.4000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",114.3794128506280
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",124.2000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",124.2000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",127.4629006687800
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",126.5000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",126.8000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",126.8000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",126.8158439466750
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",108.2000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",108.2000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",108.2438280428170
"PHILIPPINES","12 - FINANCIAL SERVICES",142.4000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",142.4000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
