"Geolocation","Commodity Description","2018 Nov"
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.3519414637400
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",103.0000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",103.3000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",102.9589314852140
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.0284214636720
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",103.2910592368720
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",102.6000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",102.6444261314040
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",92.8000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",92.7774994268004
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.7000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.7000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.4269310719080
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",100.1000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",100.2000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",100.6000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",100.5846024676470
"PHILIPPINES","08.1.3 - Information processing equipment (D)",100.1000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.0399584102740
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",100.2684854173350
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",99.9000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",99.8783871716811
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",100.9000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",100.8173220487120
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",100.2000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.1000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.0483675175360
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.2000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.1413074128230
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",100.1000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",100.1888342493590
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",102.4000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",102.4253403707410
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",102.2000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.9000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.9000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.9476742706331
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",100.5000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",100.5000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",100.5270396486310
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",100.9000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",100.8478927830700
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",100.9000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",100.9000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",100.6348643986890
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",101.2212875420800
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",100.8000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",100.8631890467480
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",109.6000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",100.3000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",100.3118365815500
"PHILIPPINES","09.4.7 - Games of chance (S)",109.7000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",109.6670465857950
"PHILIPPINES","09.5 - CULTURAL GOODS",100.7000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",100.7000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",100.6386581156530
"PHILIPPINES","09.6 - CULTURAL SERVICES",101.0000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",101.3000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",101.3280423894910
"PHILIPPINES","09.6.3 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",100.7000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",100.7289260034120
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",101.3000000000000
"PHILIPPINES","09.7.1 - Books (SD)",100.3000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",100.3616016689640
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",100.2175469877540
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",100.3000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",100.2737178271950
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.3156173596160
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",101.7000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",101.6519518795740
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",101.7000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",102.3000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",102.3000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",102.2385994035300
"PHILIPPINES","10.1.0.2 - Primary education (S)",102.3151890672630
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",101.8000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",101.8000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",101.9560869614300
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",101.7109345781450
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",101.3000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",101.3000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",101.2428999347550
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",100.3000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",100.3000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",100.3526290003830
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",99.8511445947030
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",101.8000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",101.8000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",101.8000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",101.8483831623460
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.0000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.0000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0042831500520
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
