"Geolocation","Commodity Description","2021 Mar"
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",105.2277993470490
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",110.0000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",102.3569396900770
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",110.4015757651090
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",122.1747108657010
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",110.7854211719760
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",107.2000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",116.6000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",116.5753969615670
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",104.6000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",104.6026703439480
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",105.4000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",105.3928682120640
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",110.7000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",110.7160915762940
"PHILIPPINES","01.2.5 - Water (ND)",103.9000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",103.9163277703210
"PHILIPPINES","01.2.6 - Soft drinks (ND)",109.1000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",109.0554909455840
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",114.6000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",114.6146241287810
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",140.4000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",118.1000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",119.5000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",119.4731423009750
"PHILIPPINES","02.1.2 - Wine (ND)",112.5000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",109.8646831455470
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",113.1703037184080
"PHILIPPINES","02.1.3 - Beer (ND)",117.2000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",117.2650215736820
"PHILIPPINES","02.3 - TOBACCO",155.8000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",155.8000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",156.1542446996900
"PHILIPPINES","02.3.0.2 - Cigars (ND)",149.5984494552740
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",130.1149353458060
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",132.6000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",132.6000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",132.6427637578850
"PHILIPPINES","02.900 - NON-FOOD",106.5000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",106.4000000000000
"PHILIPPINES","03.1 - CLOTHING",106.1000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",105.4000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",105.3004087702830
"PHILIPPINES","03.1.2 - Garments (SD)",106.0000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",105.8524376840020
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",106.0254559701300
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",107.0278778812300
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",107.2158459189760
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",107.4000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",106.8451897507370
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",111.3735237523850
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",112.9000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",111.8413401731190
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",115.8426279794940
"PHILIPPINES","03.2 - FOOTWEAR",106.9000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",106.9000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",107.0756741484050
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",105.8046119214330
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",107.7196328184410
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",110.4000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",110.3715189794650
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",104.3000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",107.1000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",107.1000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",107.0908591459660
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",107.9000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",106.2000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",106.2713561301810
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",113.5000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",113.5052872357210
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",105.9000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",105.9000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",105.8913352363570
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",98.3000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",90.2000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",90.2030327456722
"PHILIPPINES","04.5.2 - Gas (ND)",113.4000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",113.4122891180760
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",94.4000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",94.4729485604624
"PHILIPPINES","04.5.4 - Solid fuels (ND)",118.5000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",118.1360779075430
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",119.8389245217830
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",107.7000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",105.1000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",105.1000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",104.9665264303550
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",107.9005420177970
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",105.2610753319030
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",104.4000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",104.4000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",103.3759617927390
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",104.5894361122470
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",104.6562002699190
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",106.3378487914520
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",104.6000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",104.3000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",105.1309805516920
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",103.0403568357850
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",103.4845243535610
"PHILIPPINES","05.3.2 - Small household appliances (SD)",106.5000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",106.7695912652840
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",106.4802506577220
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",104.2000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",104.2785744655580
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",107.0000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",107.0000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",107.6375149885080
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",105.5100017224750
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",106.6817291513430
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",104.8000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",102.1000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",102.1207218581960
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",105.6000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",106.7893695199030
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",104.7513432803170
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",109.1000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",107.0000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",107.6957286189560
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",106.8193733341430
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",113.0000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",112.9706463276550
"PHILIPPINES","06 - HEALTH",111.3000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",109.3000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",109.5000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",109.4733459972910
"PHILIPPINES","06.1.2 - Medical products (ND)",104.6000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",108.0640062871430
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",97.5604418361311
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",108.5140698400970
"PHILIPPINES","06.1.3 - Assistive products (D)",106.8000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",106.8647051874960
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",117.3000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",111.9000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",111.9273759355000
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",127.5000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",127.5754233839110
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",112.8000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",112.8000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",112.8014639691440
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",113.1000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",113.1000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",113.1179768997830
"PHILIPPINES","07 - TRANSPORT",110.4000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",108.2000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",103.6000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.5581375132030
"PHILIPPINES","07.1.2 - Motorcycles (D)",105.8000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",105.7531515737730
"PHILIPPINES","07.1.3 - Bicycles (D)",123.6000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",123.5861414302740
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",99.6000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",105.6000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",104.6694676834540
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",106.2869829415080
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",103.0564250742440
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",98.7000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",94.8643259672186
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",99.9204266743253
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",113.9156426436400
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",105.1839675800810
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",104.6000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",104.6187623454020
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.0000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.2180666247490
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",117.9000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",119.3000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.6216158484620
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.3299819415000
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",121.9914658882010
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",83.7000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",83.6841228975570
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",94.8000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",94.7492998102517
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3503689866260
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",101.3000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",101.4000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.1000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.0560949619670
"PHILIPPINES","08.1.3 - Information processing equipment (D)",101.5000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",101.3316025793580
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",102.8560231465940
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",101.5000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",101.4639496402440
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.6000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.5681298728320
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.3000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",101.0000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",101.0246036679340
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.8000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.8185704924780
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",104.5000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",104.4565904715910
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",105.9000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",105.9676207232260
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",104.4000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",100.3000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.3000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",100.3405898805590
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",103.0000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",102.9000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",102.9397491821510
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",103.6000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.5530467188300
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",107.2000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",108.8000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",104.7882819301100
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",113.0390436236440
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",105.9000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",105.8959099961460
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",105.8000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",105.8158006430070
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.2253614830008
"PHILIPPINES","09.5 - CULTURAL GOODS",103.3000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",103.3000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",103.2694558323790
"PHILIPPINES","09.6 - CULTURAL SERVICES",104.7000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",105.5000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",105.4644781546620
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.0000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.0659842153000
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",107.9000000000000
"PHILIPPINES","09.7.1 - Books (SD)",102.7000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.3618779565740
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",103.4823773515230
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.7000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",102.3488355526300
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.8214231544980
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",109.8000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",109.7930174397950
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",106.7000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.0000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.0000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.6018713620560
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.1335705946000
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.3000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.3000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.4621254694150
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",104.9145417542350
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",105.2000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",105.2000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",105.1892375950290
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",108.2000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",108.3000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",108.3000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",108.3180422974060
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
