"Geolocation","Commodity Description","2022 Feb"
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",162.4818754728430
"PHILIPPINES","02.3.0.2 - Cigars (ND)",152.1265314498350
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",131.6045059162120
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",137.1000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",137.1000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",137.1185816607480
"PHILIPPINES","02.900 - NON-FOOD",110.0000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",108.1000000000000
"PHILIPPINES","03.1 - CLOTHING",107.9000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",106.3000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",106.2439035971940
"PHILIPPINES","03.1.2 - Garments (SD)",107.6000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",107.4274566815050
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",107.6775477531680
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",109.1538490435200
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",111.5331276860200
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",108.8000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",108.2480317939200
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",112.1297987777120
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",116.4000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",115.4554762043090
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",119.0381560416570
"PHILIPPINES","03.2 - FOOTWEAR",108.8000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",108.8000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",109.0742435489790
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",107.9369365816110
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",109.3873256784230
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",112.3000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",112.2764331205820
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",109.2000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",108.5000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",108.5000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",108.5389840527280
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",110.9000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",109.0000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",108.9542016203240
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",117.5000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",117.4471243461100
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",107.5000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",107.5000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",107.4967556252320
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",120.3000000000000
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",120.9000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",120.9430200993100
"PHILIPPINES","04.5.4 - Solid fuels (ND)",120.3000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",119.5105727445820
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",122.5393922661590
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",110.1000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",106.7000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",106.7000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",106.5394679544690
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",111.9351984784220
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",106.5713988239870
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",105.6000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",105.6000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",104.2909604963520
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",106.0522938197200
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",105.7420679626830
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",107.8564357811030
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",106.2000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",105.7000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",107.0271855205460
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",103.8947115447140
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",104.3482302418880
"PHILIPPINES","05.3.2 - Small household appliances (SD)",108.8000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",108.7779213446300
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",108.7457275449340
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",105.0000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",105.0448950732050
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",108.7000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",108.7000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",109.6553315961070
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",106.7658670712910
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",107.9618392455440
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",106.2000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",102.9000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",102.8679091923730
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",107.3000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",108.7038682662910
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",106.2482328937610
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",111.9000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",108.8000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",109.2916908998670
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",108.6764677266890
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",117.7000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",117.7138913845790
"PHILIPPINES","06 - HEALTH",113.9000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",111.4000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",111.5000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",111.5781283203140
"PHILIPPINES","06.1.2 - Medical products (ND)",105.0000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",110.2797528240100
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",95.3332255969426
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",110.1503801652320
"PHILIPPINES","06.1.3 - Assistive products (D)",108.5000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",108.4498777117810
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",121.9000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",116.1000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",116.1548380333340
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",132.9000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",132.9554688219650
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",115.6000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",115.6000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",115.6263169332310
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",116.8000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",116.8000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",116.7485267669360
"PHILIPPINES","07 - TRANSPORT",115.5000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",109.6000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",102.7000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",102.6790887532730
"PHILIPPINES","07.1.2 - Motorcycles (D)",107.5000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",107.5133189927670
"PHILIPPINES","07.1.3 - Bicycles (D)",127.3000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",127.3685284292120
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",106.5000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",107.6000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",106.5641142116700
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",108.7012025670520
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",103.5123204109480
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",110.1000000000000
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",127.6652274991700
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",106.8639615991110
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",106.7000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",106.7057320094030
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.0000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.4733352482950
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",118.5000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",120.2000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.6389163115900
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.3342744082380
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",123.0170146186660
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",86.2000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",86.1943644219868
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",87.0000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",86.9434770474609
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.7000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.7000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.4294458741220
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",101.9000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",102.5000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",102.4000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",102.3816019396870
"PHILIPPINES","08.1.3 - Information processing equipment (D)",101.9000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",101.6105496166760
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",103.2909039907950
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.7000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.7265348226750
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",102.1000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",102.1092422187000
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.7000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",101.6000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",101.5342134860160
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.2000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.1858358468990
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",105.1000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",105.1240567360250
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",106.1000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",106.0767521975330
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",106.0000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",100.4000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.4000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",100.4037905711090
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",103.6000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",103.6000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",103.6119309377270
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",104.2000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",104.1539318260240
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",112.8000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",117.6000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",114.5133993683060
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",120.9115904078620
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",108.5000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",108.4485795071680
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",106.4000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",106.3605004101470
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",104.5000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",104.5000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",104.4859045951120
"PHILIPPINES","09.6 - CULTURAL SERVICES",105.8000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",107.6000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",107.6227250604710
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.4000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.3705912407970
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",109.5000000000000
"PHILIPPINES","09.7.1 - Books (SD)",103.2000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.8261979043460
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",103.9248925724930
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.8000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",102.5068594776000
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.9477874717150
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",111.7000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",111.7041820267040
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",99.9928180638260
"PHILIPPINES","10 - EDUCATION SERVICES",107.3000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.1000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.1000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.7144747760830
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.2338872387740
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.7000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.7000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.8768313471240
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.1260374677520
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",106.5000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",106.5000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",106.4732962200970
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",111.1000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",111.3000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",111.3000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",111.3536602228240
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.4000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.4000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.4677645317080
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",108.8000000000000
"PHILIPPINES","13.1 - PERSONAL CARE",109.2000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",101.4000000000000
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",101.4351735603910
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",106.9000000000000
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",106.9863647843420
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",122.6000000000000
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",120.6730613296980
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",124.5638651801240
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",106.3000000000000
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",105.0000000000000
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",104.1107891657650
