"Geolocation","Commodity Description","2023 Aug"
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",135.7026239530220
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",148.3000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",180.1297352668340
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",125.8101154432420
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",133.5836482609870
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",124.1834426565680
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",118.0342212982410
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",123.9440779827200
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",126.3000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",118.1865828526260
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",131.1350181017740
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",128.0528021891800
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",128.6940135791280
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",118.2000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",130.8000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",130.7992185284740
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",114.0000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",113.9818952573620
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",118.5000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",118.4853114435650
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",126.0000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",126.0291739433040
"PHILIPPINES","01.2.5 - Water (ND)",110.6000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",110.6161070395370
"PHILIPPINES","01.2.6 - Soft drinks (ND)",124.4000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",124.4415461964020
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",129.1000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",129.1298111867920
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",171.6000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",136.5000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",139.2000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",139.2119902455430
"PHILIPPINES","02.1.2 - Wine (ND)",126.0000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",123.7220637115750
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",126.4829702297830
"PHILIPPINES","02.1.3 - Beer (ND)",134.6000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",134.5893681088870
"PHILIPPINES","02.3 - TOBACCO",195.8000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",195.8000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",196.5347857138660
"PHILIPPINES","02.3.0.2 - Cigars (ND)",182.4008685195090
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",143.3640234946140
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",155.2000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",155.2000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",155.2137879616300
"PHILIPPINES","02.900 - NON-FOOD",118.6000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",115.5000000000000
"PHILIPPINES","03.1 - CLOTHING",115.2000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",111.4000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",111.4109768032660
"PHILIPPINES","03.1.2 - Garments (SD)",114.9000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",115.0584417247140
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",114.6979199355040
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",116.9770592374290
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",120.4671364361630
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",114.3000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",113.6978803290360
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",118.3043847491250
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",127.4000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",126.6785119895900
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",129.3119532703340
"PHILIPPINES","03.2 - FOOTWEAR",116.0000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",116.0000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",116.2796508832230
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",114.8506160696300
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",116.5736643961350
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",120.5000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",120.4671859985050
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",116.9000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",115.6000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",115.6000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",115.6251911948610
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",118.4000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",116.3000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",116.3297099047650
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",125.6000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",125.6416814544170
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",117.9000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",117.9000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",117.9413538401690
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",132.5000000000000
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",153.1000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",153.0633283869080
"PHILIPPINES","04.5.4 - Solid fuels (ND)",131.5000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",130.8206003758930
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",133.1437600411240
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",118.7000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",110.8000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",110.8000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",110.6371401519090
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",114.2150221877790
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",111.9426456190670
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",110.0000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",110.0000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",109.0578202058720
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",110.3357926138990
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",111.8523738122710
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",111.7976488626970
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",111.1000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",110.2000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",111.8838556261620
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",108.3468160842080
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",107.7366508972540
"PHILIPPINES","05.3.2 - Small household appliances (SD)",115.6000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",114.9359123254350
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",115.9118076756880
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",110.8000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",110.7482413015770
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",115.3000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",115.3000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",117.4742019777000
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",111.5336377331300
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",113.1625142728650
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",109.8000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",97.7000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",97.6451127890172
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",113.5000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",114.7894362172540
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",112.4508618746520
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",122.3000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",118.9000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",119.5908678000620
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",118.7371435111190
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",128.4000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",128.4698947433740
"PHILIPPINES","06 - HEALTH",120.1000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",117.9000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",118.3000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",118.2660967257860
"PHILIPPINES","06.1.2 - Medical products (ND)",106.4000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",116.8762765731560
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",88.4843013778378
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",115.5283854266420
"PHILIPPINES","06.1.3 - Assistive products (D)",113.2000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",113.2085826684200
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",129.4000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",121.0000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",121.0092687030000
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",145.4000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",145.4551999918850
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",128.6000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",128.5732653323620
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",119.1000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",119.1000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",119.1141299818750
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",127.5000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",127.5000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",127.5220383281890
"PHILIPPINES","07 - TRANSPORT",128.3000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",112.8000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",103.1000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.1726258267760
"PHILIPPINES","07.1.2 - Motorcycles (D)",112.0000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",112.0001390006770
"PHILIPPINES","07.1.3 - Bicycles (D)",131.0000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",131.0328789191140
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",112.3000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",113.2000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",111.4708089906860
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",114.8560887692570
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",98.4557348101774
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",113.2000000000000
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",113.9488542012620
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",113.0329648582390
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",112.6000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",112.5851455852390
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",107.0000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",107.6196292785110
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",101.9916110529790
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",135.6000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",136.5000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",120.8837154511380
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",112.1156331445690
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",140.4112449209480
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",117.8000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",117.7986370978780
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",133.6000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",133.6899548119910
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",105.1000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",105.1000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",104.5066096474760
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",102.7000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",103.4000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.9000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.8807703809460
"PHILIPPINES","08.1.3 - Information processing equipment (D)",103.6000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",102.8567819077120
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",108.1911436824650
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.2000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.1957229450590
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",104.3000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",104.2569734146310
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",102.5000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",105.6000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",105.6407014117040
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.6000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.6272786751290
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",107.1000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",107.0504011811400
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",114.0000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",114.0185407416760
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",112.8000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.3000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.3000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.2805005150280
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",109.2000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",109.2000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",109.2209171939820
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",107.8000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",107.8228752834600
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",95.2000685680730
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",119.9000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",121.6000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",115.7641436056250
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",127.8998767079360
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",118.2000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",118.1977531991060
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.4000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",113.0000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",113.0314749066510
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1162854061178
"PHILIPPINES","09.5 - CULTURAL GOODS",107.4000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",107.4000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",107.3688771729120
"PHILIPPINES","09.6 - CULTURAL SERVICES",111.0000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",117.9000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",117.9545396956880
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",106.0000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",106.0577579446140
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",120.1000000000000
"PHILIPPINES","09.7.1 - Books (SD)",107.7000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",107.4827805541210
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",107.9718466442390
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",104.9000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",107.5358862752520
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.3882242810790
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",124.8000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",124.7565466730720
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",102.6000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",102.6000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",102.6211851345610
"PHILIPPINES","10 - EDUCATION SERVICES",113.8000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",115.9000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",115.9000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",116.6897745907750
"PHILIPPINES","10.1.0.2 - Primary education (S)",115.6272131383240
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",112.9000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",112.9000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",115.1163125538720
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",107.8532497738690
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",112.9000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",112.9000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",112.9333425637500
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",112.0000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",112.0000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",113.3575324637270
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",123.0000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",123.2000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",123.2000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",123.2784674852090
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",106.4000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",106.4000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",106.3658940801090
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",117.0000000000000
"PHILIPPINES","13.1 - PERSONAL CARE",117.8000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",100.3000000000000
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",100.2697064107280
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",115.1000000000000
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",115.0976480590870
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",134.8000000000000
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",130.9854445560860
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",138.7935151564080
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",111.2000000000000
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",107.5000000000000
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",106.7535728444950
