"Geolocation","Commodity Description","2022 Aug"
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",131.0000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",154.0984651600060
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",114.2961055745360
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",118.2364240287140
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",114.1308591308810
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",110.4771696729790
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",109.9434792967770
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",117.7000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",109.4517177702700
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",121.9693822832240
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",121.4091776720140
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",117.4850564075130
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",111.3000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",123.3000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",123.3555364821750
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",108.2000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",108.1532346438830
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",112.1000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",112.0839581530080
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",116.2000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",116.2279244439710
"PHILIPPINES","01.2.5 - Water (ND)",106.6000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",106.5976675212590
"PHILIPPINES","01.2.6 - Soft drinks (ND)",113.8000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",113.8661079407390
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",120.6000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",120.6231376677850
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",155.9000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",127.0000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",128.3000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",128.2687381287740
"PHILIPPINES","02.1.2 - Wine (ND)",119.7000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",115.2844453491350
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",120.7116258340890
"PHILIPPINES","02.1.3 - Beer (ND)",126.5000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",126.5219657082530
"PHILIPPINES","02.3 - TOBACCO",175.8000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",175.8000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",176.3978984179660
"PHILIPPINES","02.3.0.2 - Cigars (ND)",160.1954102839110
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",135.9880585464100
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",151.6000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",151.6000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",151.6513917814220
"PHILIPPINES","02.900 - NON-FOOD",115.1000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",110.2000000000000
"PHILIPPINES","03.1 - CLOTHING",109.7000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",107.5000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",107.4650376217250
"PHILIPPINES","03.1.2 - Garments (SD)",109.4000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",109.4785848488810
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",109.3158608862000
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",111.1902629296270
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",114.5951751881980
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",110.2000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",109.5725429333310
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",114.6976679160880
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",118.6000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",117.8709423023150
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",120.2884523664980
"PHILIPPINES","03.2 - FOOTWEAR",111.1000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",111.1000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",111.7063579492490
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",110.2056536654930
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",111.2082588289840
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",115.4000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",115.4445293662210
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",113.7000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",110.9000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",110.9000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",110.9366308756260
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",113.5000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",111.8000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",111.8022657429900
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",119.7000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",119.7189205846220
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",104.7000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",104.7000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",104.6932335213970
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",120.4000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",115.9000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",115.9033718222740
"PHILIPPINES","04.5.2 - Gas (ND)",132.7000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",132.7351069580210
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",159.1000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",159.1686152889080
"PHILIPPINES","04.5.4 - Solid fuels (ND)",123.9000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",122.5170679396510
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",127.4848562222100
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",112.4000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",107.8000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",107.8000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",107.5281057569390
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",112.4836290598210
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",108.2760871642600
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",106.6000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",106.6000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",105.0115984741910
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",107.1279801204300
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",107.4549702284910
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",108.2709686527350
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",107.3000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",106.8000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",108.2694692671790
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",105.0245378239510
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",104.7164686093290
"PHILIPPINES","05.3.2 - Small household appliances (SD)",110.1000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",110.4430563408160
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",110.0254795717250
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",107.0000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",106.9995053499390
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",110.4000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",110.4000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",111.4707492678530
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",107.8175188549140
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",109.5403870878790
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",107.6000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",103.6000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",103.5644298819170
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",108.8000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",110.0688696051730
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",107.8056421907090
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",114.8000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",111.5000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",111.9999888455360
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",111.2150806880690
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",120.9000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",120.8856910722250
"PHILIPPINES","06 - HEALTH",115.6000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",113.3000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",113.5000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",113.4522505830590
"PHILIPPINES","06.1.2 - Medical products (ND)",105.5000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",112.3841704601180
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",93.9472294236703
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",111.4138707430280
"PHILIPPINES","06.1.3 - Assistive products (D)",110.6000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",110.5776760139140
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",124.0000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",117.4000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",117.3639304940540
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",136.6000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",136.6027535131080
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",128.6000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",128.5732653323620
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",116.5000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",116.5000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",116.5119737966740
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",119.0000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",119.0000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",118.9562986233820
"PHILIPPINES","07 - TRANSPORT",129.5000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",110.4000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",102.7000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",102.7335313600730
"PHILIPPINES","07.1.2 - Motorcycles (D)",108.8000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",108.7849078405190
"PHILIPPINES","07.1.3 - Bicycles (D)",128.2000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",128.2109211872260
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",144.0000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",108.9000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",108.0518590964470
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",109.5595423122660
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",98.4557348101774
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",150.3000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",175.9672802483040
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",142.2547781880160
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",131.9827299900370
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",108.7208131663740
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",108.0000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",107.9961650656600
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",102.6000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",102.8555523487180
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.1672016787300
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",127.8000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",128.1000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",111.2342559000320
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.5404823355950
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",132.2935501185090
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",121.0000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",120.9568888641110
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",129.5000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",129.4396436632580
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.9000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.9000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",104.0303503335360
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",102.0000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",102.7000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.8000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.7315214646640
"PHILIPPINES","08.1.3 - Information processing equipment (D)",102.5000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",102.0910603816480
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",104.6776711991350
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",103.4000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",103.4071155490140
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",102.8000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",102.7660932959880
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.7000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",102.3000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",102.2321521076750
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.2000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.1984737774350
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",105.1000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",105.1556820727490
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",112.7000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",112.7154678257510
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",107.5000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.3000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.3000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.3244321923490
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",104.5000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",104.4000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",104.4126728309780
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",105.0000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",105.0742467035710
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",114.8000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",118.8000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",117.9794163632990
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",119.7480065183230
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",111.2000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",111.2248877214770
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",108.2000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",108.1490924090670
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",105.4000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",105.4000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",105.4002421601950
"PHILIPPINES","09.6 - CULTURAL SERVICES",107.3000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",110.9000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",110.9425185190120
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.6000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.6303431996390
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",111.8000000000000
"PHILIPPINES","09.7.1 - Books (SD)",104.6000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",104.2503496792500
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",105.3890139595710
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",102.2000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",103.0590125755680
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.0463034346890
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",114.5000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",114.4997822153880
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.1000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.1000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0646245006660
"PHILIPPINES","10 - EDUCATION SERVICES",110.6000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",112.5000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",112.5000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",112.9327304481760
"PHILIPPINES","10.1.0.2 - Primary education (S)",112.2764055351010
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",109.4000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",109.4000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",111.0249566381070
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.5334724254950
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",110.2000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",110.2000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",110.1800226588420
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",110.1000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",110.1000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",111.0148501053950
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",114.8000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",114.9000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",114.9000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",114.9475349105660
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",102.2000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",102.2000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",102.2513513737520
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
