"Geolocation","Commodity Description","2019 Jun"
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",102.9674171818360
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",103.9836601419370
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",104.0162102105720
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",101.7244760469860
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",101.6434854999440
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",104.6000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",101.6701353286170
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",104.0171439250550
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",111.3992538524490
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",104.1525237829920
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",103.8000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",109.7000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",109.7044569495740
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",102.5000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",102.4863299175020
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",102.4000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",102.4194339781670
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",105.6000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",105.5556191014680
"PHILIPPINES","01.2.5 - Water (ND)",101.0000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",100.9505225727290
"PHILIPPINES","01.2.6 - Soft drinks (ND)",105.4000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",105.3631392337450
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",108.8000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",108.7482354959030
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",109.3000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",103.5000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",103.4000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",103.4065051734570
"PHILIPPINES","02.1.2 - Wine (ND)",104.1000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",103.0121692581140
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",104.3097113208390
"PHILIPPINES","02.1.3 - Beer (ND)",103.5000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",103.5486015930430
"PHILIPPINES","02.3 - TOBACCO",113.3000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",113.3000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",113.3923147535400
"PHILIPPINES","02.3.0.2 - Cigars (ND)",109.0466328985620
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",107.6447109845360
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",104.3000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",104.3000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",104.3043204564590
"PHILIPPINES","02.900 - NON-FOOD",102.8000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",102.3000000000000
"PHILIPPINES","03.1 - CLOTHING",102.4000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",101.7000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",101.6722797182650
"PHILIPPINES","03.1.2 - Garments (SD)",102.3000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",102.4167247152200
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",102.1705530303020
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",102.5469552030350
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",102.5254328146960
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",102.8000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",102.6133700095130
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",103.8494925358020
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",104.3000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",103.6278835909610
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",105.9742931625860
"PHILIPPINES","03.2 - FOOTWEAR",102.4000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",102.4000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",102.4298266270040
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",101.9955659734660
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",102.8937873971050
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",103.3000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",103.3637651429380
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",103.2000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",102.9000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",102.9000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",102.9410557010050
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",103.3000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",102.5000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",102.5310581996710
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",106.0000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",106.0454167528530
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",104.3000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",104.3000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",104.2660510951340
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",104.9000000000000
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",98.3000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",98.2450366203214
"PHILIPPINES","04.5.4 - Solid fuels (ND)",105.2000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",104.7565396553920
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",106.2790499899520
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.7000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",102.0000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",102.0000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",101.9099119217450
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",101.1330612492570
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",102.8627554504790
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",101.4000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",101.4000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",101.3296710226180
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",101.5359805846510
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",101.4413582910780
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",101.6580584995510
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",101.6000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",101.5000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",101.5909196531800
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",101.5109292707440
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",101.2641704490520
"PHILIPPINES","05.3.2 - Small household appliances (SD)",102.3000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",102.9343911922430
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",102.1295250203140
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",101.4000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",101.3938311764530
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",102.7000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",102.7000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",102.8784669626710
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",102.1502470303630
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",102.4077329841770
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",101.5000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",100.8000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",100.7633011868670
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",101.7000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",101.8613643162770
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",101.6031168994230
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",103.1000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",102.7000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",102.7809473946140
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",102.6577669154930
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",104.0000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",103.9707369455770
"PHILIPPINES","06 - HEALTH",103.5000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",102.6000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",102.6000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",102.6369405202180
"PHILIPPINES","06.1.2 - Medical products (ND)",101.6000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",102.6570380546710
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0014127315080
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",102.2470369712010
"PHILIPPINES","06.1.3 - Assistive products (D)",102.9000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",102.9393673208680
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",105.6000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",104.6000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",104.5843623899070
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",107.5000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",107.5009510178170
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",104.9000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",104.9000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",104.8380144282120
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",104.2000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",104.2000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",104.1467128779640
"PHILIPPINES","07 - TRANSPORT",102.1000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",101.2000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",100.1000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",100.0864269716040
"PHILIPPINES","07.1.2 - Motorcycles (D)",101.2000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",101.2236309553530
"PHILIPPINES","07.1.3 - Bicycles (D)",102.9000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",102.8287333840330
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",101.0000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",101.1000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",100.3620606956730
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",101.8862761747630
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",100.0000000000000
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",101.7000000000000
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",100.5978080371970
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",101.9269854230020
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",101.2000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",101.2187306903510
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.0000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.3519414637400
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",102.6000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",102.5000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",104.7374352467840
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.0316624664450
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",101.9854104979610
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",87.8000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",87.7927794484443
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",118.1000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",118.1146743956650
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.2873608928170
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",100.3000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",100.5000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",100.6000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",100.6138433666780
"PHILIPPINES","08.1.3 - Information processing equipment (D)",100.4000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.4025393716920
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",100.4624236263310
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.3000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.3226333176730
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.2000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.2039250012610
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",100.3000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.4000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.4101482618020
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.2000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.2505372975150
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",100.6000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",100.6133221452540
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",102.5000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",102.5421642782490
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",103.3000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.9000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.9000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.9173205293057
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",100.7000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",100.6000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",100.6554454770800
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",102.1000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",102.1137215795810
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",101.9000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",102.1000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",101.3256415550560
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",102.8832969239310
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",101.6000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",101.6124422691350
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",110.0000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",101.5000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",101.4493981459900
"PHILIPPINES","09.4.7 - Games of chance (S)",110.1000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",110.0885865658240
"PHILIPPINES","09.5 - CULTURAL GOODS",101.1000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",101.1000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",101.0815985034630
"PHILIPPINES","09.6 - CULTURAL SERVICES",102.0000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",103.0000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",103.0061712949500
"PHILIPPINES","09.6.3 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",101.3000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",101.3426581120790
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",103.3000000000000
"PHILIPPINES","09.7.1 - Books (SD)",101.1000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",100.8854010232400
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",101.5074472059380
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",100.6000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",100.5574522854480
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.5387226572100
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",104.2000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",104.1550475688620
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",104.2000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",105.4000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",105.4000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",105.5575140368170
"PHILIPPINES","10.1.0.2 - Primary education (S)",105.3603862463020
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",104.5000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",104.5000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",104.9506680529900
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",103.4040440029100
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",103.2000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",103.2000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",103.2084751895940
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",103.8000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",103.8000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",103.9605875914280
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",102.7667564018580
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",103.4000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",103.4000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",103.4000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",103.4212217302870
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",102.2000000000000
"PHILIPPINES","13.1 - PERSONAL CARE",102.2000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",100.4000000000000
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",100.3909427769120
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",101.9000000000000
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",101.9857575536950
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",103.8000000000000
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",103.7118771981490
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",103.9765848513110
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",102.0000000000000
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",101.7000000000000
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",101.6561776403920
