"Geolocation","Commodity Description","2021 Aug"
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",111.2876484158790
"PHILIPPINES","01.2.5 - Water (ND)",104.4000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",104.4635920010720
"PHILIPPINES","01.2.6 - Soft drinks (ND)",109.4000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",109.4015855688090
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",115.6000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",115.6341524440830
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",142.6000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",119.7000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",121.0000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",120.9660456845580
"PHILIPPINES","02.1.2 - Wine (ND)",113.9000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",109.9827930561930
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",114.8559224678940
"PHILIPPINES","02.1.3 - Beer (ND)",118.6000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",118.6752208682960
"PHILIPPINES","02.3 - TOBACCO",158.5000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",158.5000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",158.8701298545010
"PHILIPPINES","02.3.0.2 - Cigars (ND)",149.5304102955620
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",130.4687435331770
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",134.2000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",134.2000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",134.2849433808140
"PHILIPPINES","02.900 - NON-FOOD",108.4000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",107.2000000000000
"PHILIPPINES","03.1 - CLOTHING",106.9000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",105.6000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",105.6396009657890
"PHILIPPINES","03.1.2 - Garments (SD)",106.7000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",106.6433109986490
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",106.7811570609320
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",107.9352665690430
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",108.0252288560540
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",107.9000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",107.2899606871820
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",111.9163375452410
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",113.9000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",112.3370932597480
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",118.0902203093420
"PHILIPPINES","03.2 - FOOTWEAR",107.8000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",107.8000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",108.0180382629560
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",106.8574228758070
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",108.4503515118670
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",111.1000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",111.1569638245710
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",106.5000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",107.6000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",107.6000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",107.5774271523390
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",109.4000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",107.5000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",107.5776726570360
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",115.7000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",115.6847049282050
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",107.1000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",107.1000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",107.0596847729630
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",104.1000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",97.3000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",97.3168069237315
"PHILIPPINES","04.5.2 - Gas (ND)",117.8000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",117.7270376415140
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",101.6000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",101.6202494619520
"PHILIPPINES","04.5.4 - Solid fuels (ND)",119.6000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",119.2594535370320
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",120.8256608619800
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",108.7000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",106.0000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",106.0000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",105.8213982633380
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",110.3033676572140
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",106.1573698191660
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",104.7000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",104.7000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",103.5440480162470
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",105.1061967433450
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",105.1568739077340
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",106.9547082474330
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",105.3000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",104.9000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",106.1326752918400
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",103.4662272279030
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",103.2697861130940
"PHILIPPINES","05.3.2 - Small household appliances (SD)",107.8000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",107.5439079595250
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",107.8593730083740
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",104.5000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",104.4782847043960
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",107.9000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",107.9000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",108.6801206813210
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",105.9856864266650
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",107.3421299614620
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",105.7000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",102.4000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",102.4424552180380
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",106.6000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",107.9167591406030
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",105.6356537560990
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",110.2000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",107.5000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",108.3036044094800
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",107.2430112783900
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",115.3000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",115.2575825836930
"PHILIPPINES","06 - HEALTH",112.8000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",110.5000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",110.7000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",110.6430964308750
"PHILIPPINES","06.1.2 - Medical products (ND)",104.3000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",109.1512218498180
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",95.3460206570114
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",109.1250450901850
"PHILIPPINES","06.1.3 - Assistive products (D)",107.9000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",107.8802818671260
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",119.8000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",114.3000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",114.2539152017860
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",130.5000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",130.4714738606980
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",114.6000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",114.6000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",114.6322134368090
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",115.2000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",115.2000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",115.1159397921320
"PHILIPPINES","07 - TRANSPORT",113.0000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",108.7000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",102.7000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",102.7771502083390
"PHILIPPINES","07.1.2 - Motorcycles (D)",106.2000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",106.2434009998820
"PHILIPPINES","07.1.3 - Bicycles (D)",126.1000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",126.0474288802900
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",106.9000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",106.6000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",105.6240537631810
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",107.6081662288810
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",103.5123204109480
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",107.0000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",102.9748406571830
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",108.4449412397120
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",114.4802391232150
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",106.1036167405520
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",105.4000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",105.4560833122820
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.1000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.5937522127520
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",118.4000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",120.0000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.6449602975510
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.3299819415000
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",122.8228606434720
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",84.0000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",84.0084800216835
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",90.6000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",90.5445256885962
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.7000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.7000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2759197520800
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3738142722050
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",101.6000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",102.0000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.6000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.6124119909500
"PHILIPPINES","08.1.3 - Information processing equipment (D)",101.5000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",101.2738390045390
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",103.0183194984270
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.4000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.4590691860050
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.8000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.7708444965970
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.4000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",101.5000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",101.4971550116090
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.9000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.9285750034670
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",104.5000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",104.5249583137510
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",106.0000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",106.0238846412160
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",105.0000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",100.3000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.3000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",100.2628965730890
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",103.3000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",103.3000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",103.2104140895540
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",103.8000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.8336559645600
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",109.6000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",111.5000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",107.7604387182130
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",115.5354355543020
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",107.7000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",107.7207332604820
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.2000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",106.2000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",106.1857562725960
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",104.2000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",104.2000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",104.1079357195880
"PHILIPPINES","09.6 - CULTURAL SERVICES",104.8000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",105.6000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",105.6122870484030
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.1000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.1357074213290
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",108.4000000000000
"PHILIPPINES","09.7.1 - Books (SD)",102.9000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.3741424615310
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",103.7501905595020
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.7000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",102.3957046480750
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.8870517978740
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",110.5000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",110.4464631870690
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",106.6000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",107.9000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",107.9000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.4006716872100
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.0817308984530
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.4000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.4000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.4174825485440
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.0564688021510
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",105.2000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",105.2000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",105.2020261846420
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",110.2000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",110.4000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",110.4000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",110.3910135226990
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.2000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.2000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.2359898384890
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
