"Geolocation","Commodity Description","2018 Apr"
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",99.4519091090636
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",98.7682406351649
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",99.3000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",99.3434872394802
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",99.1526757037917
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",98.1000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",98.2163553206343
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",98.0587840172068
"PHILIPPINES","03.2 - FOOTWEAR",99.5000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",99.5000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",99.5388169792539
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",99.5482929798338
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",99.4608895974480
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",98.8000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",98.8749833302999
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",99.2000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",99.2000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",99.2000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",99.1862948798767
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",99.2000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",99.5000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",99.5000178867438
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",98.3000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",98.3082674132701
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",99.5000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",99.5000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",99.4539105424619
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",98.5000000000000
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",96.6000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",96.5226522472017
"PHILIPPINES","04.5.4 - Solid fuels (ND)",98.6000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",98.7075577804314
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",98.3224344542963
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",99.4000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",99.5000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",99.5000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",99.4903241968890
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",99.5288780672612
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",100.0147158305460
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",99.7000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",99.7000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",99.6499990358019
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",99.6826909019487
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",99.7934556196272
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",99.3963758132422
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",99.6000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",99.6000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",99.6182950646504
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",99.4450817343393
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",99.9072780173287
"PHILIPPINES","05.3.2 - Small household appliances (SD)",99.5000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",99.5217585370664
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",99.4237598762484
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",99.1000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",99.1829360088849
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",99.4000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",99.4000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",99.3103335154014
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",99.5583021275113
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",99.4044156873368
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",99.8000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",100.1000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",100.1175956906750
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",99.6000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",99.4059242206986
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",99.7499736567374
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",99.3000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",99.4000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",99.4241460905405
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",99.3307058741843
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",99.3000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",99.2459048709378
"PHILIPPINES","06 - HEALTH",99.1000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",99.4000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",99.4000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",99.4341867807851
"PHILIPPINES","06.1.2 - Medical products (ND)",99.7000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",99.8284581958866
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0014127315080
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",99.3467877967032
"PHILIPPINES","06.1.3 - Assistive products (D)",99.2000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",99.2050983368101
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",98.7000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",98.6000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",98.5993584948618
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",99.0000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",99.0092432088859
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",98.7000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",98.7000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",98.6962160389863
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",98.2000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",98.2000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",98.1612692142350
"PHILIPPINES","07 - TRANSPORT",99.5000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",99.6000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",99.6000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",99.6405037530956
"PHILIPPINES","07.1.2 - Motorcycles (D)",99.9000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",99.8664674150952
"PHILIPPINES","07.1.3 - Bicycles (D)",99.1000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",99.0947577623852
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",99.4000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",99.2000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",99.3979547469400
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",99.1297834887651
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",100.0000000000000
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",98.5000000000000
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",93.9222849551644
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",99.2983504681134
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",99.5000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",99.5181075963042
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.0000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",99.8495559058807
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",99.6000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",98.8000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",99.1986662288440
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",96.3679617297550
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",98.8223972892565
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",99.0000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",99.0653032608257
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",126.7000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",126.6317136691690
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",98.7000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",98.7000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",98.5318180431232
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",99.1221281480305
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",99.9000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",99.9000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",99.9712138967295
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",99.6000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",99.6187445643384
"PHILIPPINES","08.1.3 - Information processing equipment (D)",100.1000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.1081548188540
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",99.8401043557280
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.0000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",99.9395111501585
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",99.5000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",99.5976602239177
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",99.9000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",99.9000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",99.9490483033716
"PHILIPPINES","08.3.2 - Mobile communication services (S)",99.9000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",99.8949046020194
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",100.0000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",99.9395966073684
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",98.0000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",98.0815690850070
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",98.5000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.8000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.8000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.8540004351549
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",99.7000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",99.7000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",99.7531299544498
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",99.6000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",99.6590365226694
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",98.9975453275788
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",99.6000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",99.6000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",99.7678113508598
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",99.3880258678747
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",99.5000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",99.5140704834615
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",93.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",99.8000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",99.7764836151990
"PHILIPPINES","09.4.7 - Games of chance (S)",93.1000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",93.1388043173984
"PHILIPPINES","09.5 - CULTURAL GOODS",100.2000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",100.2000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",100.2148940861680
"PHILIPPINES","09.6 - CULTURAL SERVICES",99.5000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",99.4000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",99.4433108673989
"PHILIPPINES","09.6.3 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",99.6000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",99.6081821139137
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",99.0000000000000
"PHILIPPINES","09.7.1 - Books (SD)",99.9000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",99.9426157436859
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",99.9361018127346
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",99.8000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",99.7618624180165
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",99.8633903136157
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",98.7000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",98.7265953167649
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",97.7000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",96.9000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",96.9000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",96.9862405680919
"PHILIPPINES","10.1.0.2 - Primary education (S)",96.8948421358587
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",97.5000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",97.5000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",97.4939014706739
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",97.5646757124042
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",98.5000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",98.5000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",98.5012409346901
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",99.6000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",99.6000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",99.5063193994642
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",100.1193116636800
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",99.3000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",99.3000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",99.3000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",99.2389811286647
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.0000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.0000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0042831500520
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",99.5000000000000
"PHILIPPINES","13.1 - PERSONAL CARE",99.5000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",99.7000000000000
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",99.7422030720852
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",99.6000000000000
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",99.5816591411416
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",98.9000000000000
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",98.7412226233368
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",99.0483202381358
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",99.6000000000000
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",99.8000000000000
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",99.7660572228189
