"Geolocation","Commodity Description","2019 Aug"
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",104.7441535197500
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",102.5525922261310
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",101.9838171306720
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",105.6000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",101.8778573158320
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",104.9927858897680
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",113.5935185003550
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",105.2601651926520
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",104.5000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",111.0000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",110.9831643595160
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",103.2000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",103.2222021443310
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",102.8000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",102.8003505611500
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",106.7000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",106.6832498589630
"PHILIPPINES","01.2.5 - Water (ND)",101.4000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",101.3755977411600
"PHILIPPINES","01.2.6 - Soft drinks (ND)",105.9000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",105.9339289912660
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",109.9000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",109.8654195334630
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",111.6000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",104.1000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",104.0000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",103.9499077584610
"PHILIPPINES","02.1.2 - Wine (ND)",105.1000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",103.5256288244520
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",105.4433970158430
"PHILIPPINES","02.1.3 - Beer (ND)",104.1000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",104.1045656906890
"PHILIPPINES","02.3 - TOBACCO",116.8000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",116.8000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",116.8527259779690
"PHILIPPINES","02.3.0.2 - Cigars (ND)",113.2129901696550
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",109.9975212988530
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",104.3000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",104.3000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",104.3043204564590
"PHILIPPINES","02.900 - NON-FOOD",103.5000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",103.1000000000000
"PHILIPPINES","03.1 - CLOTHING",103.1000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",102.2000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",102.1237654230860
"PHILIPPINES","03.1.2 - Garments (SD)",103.0000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",103.1030861282640
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",102.9260669377280
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",103.4495706843680
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",104.5523493053090
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",103.6000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",103.3517433131110
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",105.4528685957820
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",106.1000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",104.7454883925350
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",109.7424341753330
"PHILIPPINES","03.2 - FOOTWEAR",103.1000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",103.1000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",103.2582238383660
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",102.4695619894230
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",103.5463485413420
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",104.9000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",104.9587259362540
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",104.1000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",104.0000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",104.0000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",103.9625222468620
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",103.8000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",102.8000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",102.8305401944710
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",106.9000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",106.8920024675410
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",104.3000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",104.3000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",104.3741340468570
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",105.7000000000000
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",97.7000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",97.6449355822681
"PHILIPPINES","04.5.4 - Solid fuels (ND)",106.1000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",105.7589561331600
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",107.0355893224990
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",103.3000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",102.7000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",102.7000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",102.6320804496160
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",101.9875575265010
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",103.5634699024040
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",101.7000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",101.7000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",101.2126124107910
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",101.9816708704560
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",101.8742152948020
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",102.3321579568340
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",102.2000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",101.8000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",102.0069126736980
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",101.6544581197390
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",101.4995234667020
"PHILIPPINES","05.3.2 - Small household appliances (SD)",103.8000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",103.7484496844900
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",103.7788133914390
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",101.8000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",101.8205863525340
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",103.3000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",103.3000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",103.6679395909640
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",102.7195903582640
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",102.9078888361190
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",101.7000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",100.8000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",100.7833296636770
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",102.0000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",102.1557067674900
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",101.8236998282110
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",103.8000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",103.3000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",103.5111662213620
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",103.2158769310130
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",104.7000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",104.7105223493410
"PHILIPPINES","06 - HEALTH",105.0000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",104.0000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",104.0000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",103.9714752659460
"PHILIPPINES","06.1.2 - Medical products (ND)",102.1000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",103.6857210530400
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0014127315080
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",102.8241454445990
"PHILIPPINES","06.1.3 - Assistive products (D)",103.2000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",103.2368596740650
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",107.2000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",106.0000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",106.0238042455050
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",109.2000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",109.2389384068430
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",106.4000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",106.4000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",106.4131556275420
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",105.3000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",105.3000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",105.3668123015560
"PHILIPPINES","07 - TRANSPORT",102.2000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",102.5000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",99.7000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",99.7227620021710
"PHILIPPINES","07.1.2 - Motorcycles (D)",103.0000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",102.9846280413320
"PHILIPPINES","07.1.3 - Bicycles (D)",105.3000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",105.2553531750800
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",101.6000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",101.8000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",101.2572322473000
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",102.2898379996680
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",100.0000000000000
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",100.4000000000000
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",90.2358020591166
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",102.2275680991850
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",102.0000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",102.0015844064590
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.0000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.3519414637400
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",102.1000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",102.5000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",104.7734037498810
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.0349034692190
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",102.0499517160830
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",87.1000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",87.1304391511764
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",98.5000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",98.5121772863320
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.2943914095090
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",100.4000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",100.5000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",100.6000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",100.6265150042450
"PHILIPPINES","08.1.3 - Information processing equipment (D)",100.6000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.5555622748640
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",100.8266923497000
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.4000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.3743325916070
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.2000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.2026614924420
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",100.4000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.5000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.4596052547460
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.3000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.3256922827570
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",100.7000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",100.6786526452130
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",104.2000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",104.1408184328610
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",103.9000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.9000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.9000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.9057653215495
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",100.9000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",100.9000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",100.8777876464220
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",102.4000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",102.3367484684360
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",102.4000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",102.6000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",101.7549885123990
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",103.4804327694800
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",102.2000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",102.1971214095840
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",110.2000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",102.7000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",102.6909335330860
"PHILIPPINES","09.4.7 - Games of chance (S)",110.3000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",110.2584645819000
"PHILIPPINES","09.5 - CULTURAL GOODS",101.2000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",101.2000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",101.1466323929960
"PHILIPPINES","09.6 - CULTURAL SERVICES",102.8000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",104.2000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",104.2165876327010
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",101.7000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",101.6788687964350
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",104.1000000000000
"PHILIPPINES","09.7.1 - Books (SD)",101.4000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",101.2097550516410
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",101.6163325343960
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",100.7000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",100.6923452480600
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.5521929473600
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",105.2000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",105.2060080237870
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",105.6000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",107.1000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",107.1000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",106.4891060145050
"PHILIPPINES","10.1.0.2 - Primary education (S)",107.3636485136710
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",106.0000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",106.0000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",106.9163159963650
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",104.0088054545210
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",104.1000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",104.1000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",104.1155147531470
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.1000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.1000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.2380619762280
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",104.0000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",104.0000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",104.0000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",104.0198548547870
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",102.8000000000000
"PHILIPPINES","13.1 - PERSONAL CARE",102.8000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",100.4000000000000
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",100.3909427769120
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",102.5000000000000
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",102.4842472942750
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",105.2000000000000
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",104.6838238150180
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",105.7240394079470
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",102.5000000000000
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",102.0000000000000
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",101.8718614145030
