"Geolocation","Commodity Description","2020 Aug"
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",103.8946531613820
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",102.5625293733480
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",102.8829311670450
"PHILIPPINES","05.3.2 - Small household appliances (SD)",105.4000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",105.6251093438810
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",105.3668225327270
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",102.8000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",102.7316098961370
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",105.3000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",105.3000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",105.4826249670340
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",104.3211722710250
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",105.4672510503550
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",103.4000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",101.6000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",101.6403349293020
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",104.0000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",104.5517269352070
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",103.4790779623630
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",107.9000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",105.9000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",106.0857687614840
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",105.8711310148340
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",111.7000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",111.7380059750060
"PHILIPPINES","06 - HEALTH",108.7000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",107.2000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",107.3000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",107.2886085290690
"PHILIPPINES","06.1.2 - Medical products (ND)",103.9000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",105.1562586895900
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0077124433990
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",106.8650629521680
"PHILIPPINES","06.1.3 - Assistive products (D)",105.0000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",104.9554294110740
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",113.4000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",110.2000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",110.2438544740080
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",119.4000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",119.4278980760630
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",109.6000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",109.6000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",109.6558289241210
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",109.9000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",109.9000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",109.9557099347580
"PHILIPPINES","07 - TRANSPORT",111.0000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",106.6000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",103.4000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.3273949431580
"PHILIPPINES","07.1.2 - Motorcycles (D)",105.1000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",105.0959041231350
"PHILIPPINES","07.1.3 - Bicycles (D)",117.2000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",117.2573802393090
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",103.5000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",104.1000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",103.8097176979020
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",104.3714711823290
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",101.8685287743800
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",102.9000000000000
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",94.0551311856526
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",104.5579737709120
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",104.0000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",104.0030526724160
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.2000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",102.5775073426000
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",113.3000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",113.5000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",107.3329448167200
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.0734425265510
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",115.0146913851940
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",83.1000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",83.1066861952935
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",131.0000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",130.9242991148840
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.2774204282600
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",101.0000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",100.9000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",100.9000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",100.9444088240220
"PHILIPPINES","08.1.3 - Information processing equipment (D)",101.1000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.9361669613840
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",102.1042339257670
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.9000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.8958513543710
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.5000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.4610549969040
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.1000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.8000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.7938831114850
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.7000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.6587410926150
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",103.8000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",103.7783134755370
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",105.0000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",105.0131464974210
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",103.9000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.9000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.9000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.9311593268371
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",102.4000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",102.3000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",102.3256609336980
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",103.4000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.4062967497520
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",105.2000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",105.8000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",102.9247724619550
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",108.8495043168940
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",104.6000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",104.6010280082820
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",99.4000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",104.2000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",104.1633800283470
"PHILIPPINES","09.4.7 - Games of chance (S)",99.3000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",99.3299484603929
"PHILIPPINES","09.5 - CULTURAL GOODS",102.6000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",102.6000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",102.5750102288060
"PHILIPPINES","09.6 - CULTURAL SERVICES",103.9000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",104.9000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",104.8559750015010
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",103.1000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",103.1186684745350
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",106.4000000000000
"PHILIPPINES","09.7.1 - Books (SD)",102.2000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.0682140121910
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",102.5398592134040
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.4000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",101.8187123486990
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.7364941409680
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",108.0000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",108.0086526430460
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",105.6000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",107.2000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",107.2000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",106.6276229430610
"PHILIPPINES","10.1.0.2 - Primary education (S)",107.3675705425020
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",106.0000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",106.0000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",106.9166114923680
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",104.0088054545210
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",104.2000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",104.2000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",104.2676449570830
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.1000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.1000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.2380619762280
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",106.0000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",106.1000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",106.1000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",106.1190730521510
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",105.1000000000000
"PHILIPPINES","13.1 - PERSONAL CARE",105.3000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",101.4000000000000
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",101.3931413326950
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",104.5000000000000
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",104.4810829375920
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",110.6000000000000
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",110.0494867002680
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",111.1528705591940
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",104.2000000000000
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",103.1000000000000
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",102.7779787953050
