"Geolocation","Commodity Description","2021 Feb"
"PHILIPPINES","01.1.3.6 - Other seafood preparations (ND)",116.1077118848160
"PHILIPPINES","01.1.4 - Milk, other dairy products and eggs (ND)",107.8000000000000
"PHILIPPINES","01.1.4.1 - Raw and whole milk (ND)",110.6523156448820
"PHILIPPINES","01.1.4.3 - Other milk and cream (ND)",103.0383186285230
"PHILIPPINES","01.1.4.4 - Non-animal milk (ND)",102.0902735854200
"PHILIPPINES","01.1.4.5 - Cheese (ND)",106.1211389817590
"PHILIPPINES","01.1.4.6 - Yoghurt and similar products (ND)",103.3686188627150
"PHILIPPINES","01.1.4.7 - Milk-based dessert and beverages (ND)",106.1110014396510
"PHILIPPINES","01.1.4.8 - Eggs (ND)",114.1030155725740
"PHILIPPINES","01.1.5 - Oils and fats (ND)",106.7000000000000
"PHILIPPINES","01.1.5.1 - Vegetable oils (ND)",107.4381304704190
"PHILIPPINES","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",109.3506917252450
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",103.3837958841470
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",94.8141886144962
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",123.6000000000000
"PHILIPPINES","01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",124.4957047627580
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",122.8531515034850
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",125.7089523481160
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",121.4611024839210
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",116.9631274223790
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",110.4570793861160
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",108.8265407244620
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",131.1000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",133.6940467887030
"PHILIPPINES","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",141.0253334143110
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",120.2848350609530
"PHILIPPINES","01.1.7.4 - Other vegetables, fresh or chilled (ND)",119.3661493762780
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",124.3095733379260
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",111.1949341066880
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",102.8000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",98.1060100340426
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",106.1948648303820
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",109.8767644997450
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",108.6841541097000
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",105.1659655004030
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",104.6083121000600
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",110.0000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",102.4261300265350
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",110.2638943582390
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",122.7085279612350
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",110.8927919307200
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",107.1000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",116.2000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",116.1622124937590
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",104.6000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",104.6118385449180
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",105.3000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",105.2759297060220
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",110.4000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",110.3814787280320
"PHILIPPINES","01.2.5 - Water (ND)",103.8000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",103.8051609826500
"PHILIPPINES","01.2.6 - Soft drinks (ND)",108.8000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",108.7796472850630
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",114.6000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",114.5584219896260
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",139.4000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",117.6000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",118.9000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",118.8890085913390
"PHILIPPINES","02.1.2 - Wine (ND)",111.8000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",109.4948844707210
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",112.3189780700580
"PHILIPPINES","02.1.3 - Beer (ND)",116.7000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",116.6985466754510
"PHILIPPINES","02.3 - TOBACCO",154.4000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",154.4000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",154.7463701128650
"PHILIPPINES","02.3.0.2 - Cigars (ND)",149.5649509310550
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",129.3814027618270
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",130.0000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",130.0000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",130.0555885799500
"PHILIPPINES","02.900 - NON-FOOD",106.2000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",106.1000000000000
"PHILIPPINES","03.1 - CLOTHING",106.0000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",105.2000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",105.2156920851460
"PHILIPPINES","03.1.2 - Garments (SD)",105.8000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",105.7081713797900
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",105.8567831701630
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",106.6226800484680
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",107.2899316356220
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",107.3000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",106.7257264214370
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",111.1775149967570
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",112.6000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",111.7789709155870
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",114.9084930051260
"PHILIPPINES","03.2 - FOOTWEAR",106.3000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",106.3000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",106.6403910933690
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",105.2933534732300
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",106.9875149604340
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",110.3000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",110.2673755904520
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",104.3000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",107.0000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",107.0000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",107.0019215929310
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",107.7000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",106.1000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",106.1121080405230
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",112.8000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",112.8300660247280
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",105.3000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",105.3000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",105.3223836386250
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",98.5000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",91.0000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",91.0028699651795
"PHILIPPINES","04.5.2 - Gas (ND)",112.0000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",112.0399562657410
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",90.1000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",90.0051628884209
"PHILIPPINES","04.5.4 - Solid fuels (ND)",118.4000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",118.0255481731620
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",119.3554938685160
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",107.6000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",105.0000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",105.0000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",104.8891464710670
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",107.8973440588750
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",105.1832783581990
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",104.2000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",104.2000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",103.2162313592900
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",104.5029405597800
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",104.5141676495140
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",106.4279646720570
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",104.4000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",104.1000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",104.8846219192950
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",102.8989490564750
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",103.4416955743450
"PHILIPPINES","05.3.2 - Small household appliances (SD)",106.2000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",106.3398777480020
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",106.1682771966500
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",104.2000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",104.2252690232100
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",106.8000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",106.8000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",107.3142356500060
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",105.2839914168950
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",106.5264439774420
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",104.6000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",102.1000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",102.0581383167510
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",105.3000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",106.4592880539290
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",104.5346872257720
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",109.0000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",107.0000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",107.3836497372140
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",106.7892890717330
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",112.8000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",112.8287622253120
"PHILIPPINES","06 - HEALTH",110.9000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",109.0000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",109.1000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",109.1329980196510
"PHILIPPINES","06.1.2 - Medical products (ND)",104.7000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",107.7809840251980
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",98.7007918607613
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",108.2312230574570
"PHILIPPINES","06.1.3 - Assistive products (D)",106.7000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",106.7042495003820
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",116.6000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",111.5000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",111.5440708632200
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",126.2000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",126.2865535189830
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",112.7000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",112.7000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",112.7176013084760
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",112.6000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",112.6000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",112.6675985522600
"PHILIPPINES","07 - TRANSPORT",108.8000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",108.2000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",104.5000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",104.5362384428780
"PHILIPPINES","07.1.2 - Motorcycles (D)",105.8000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",105.7479226007480
"PHILIPPINES","07.1.3 - Bicycles (D)",122.6000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",122.5290371579150
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",95.1000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",105.3000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",104.4780640180620
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",105.9334235478630
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",103.0564250742440
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",93.6000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",88.7801257851470
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",94.9562851384577
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",111.0594486881440
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",104.8911923362700
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",104.6000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",104.5121713949960
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.3000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",103.0365064520480
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",117.5000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",118.9000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.5892876274750
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.2864949373280
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",121.3680080692070
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",82.5000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",82.5045971326167
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",99.0000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",98.9927584054138
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3503689866260
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",101.3000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",101.1000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.1000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.0735329743830
"PHILIPPINES","08.1.3 - Information processing equipment (D)",101.5000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",101.3422428841730
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",102.5136424688640
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",101.0000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.9361816407070
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.6000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.5965507932120
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.3000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",101.0000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",101.0246036679340
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.8000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.8112899375740
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",104.5000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",104.4485631533040
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",105.9000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",105.9649134732580
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",104.3000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",100.4000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.4000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",100.3517429704130
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",102.9000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",102.9000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",102.8764313662960
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",103.6000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.6144465668140
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",107.5000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",109.3000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",104.1835559476290
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",114.8777529480240
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",105.8000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",105.7790174786830
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.5000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",105.7000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",105.7509354823490
"PHILIPPINES","09.4.7 - Games of chance (S)",95.4000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.3563865559368
"PHILIPPINES","09.5 - CULTURAL GOODS",103.0000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",103.0000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",103.0302229594530
"PHILIPPINES","09.6 - CULTURAL SERVICES",104.6000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",105.5000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",105.4644781546620
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",103.8000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",103.8384840153270
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",107.7000000000000
"PHILIPPINES","09.7.1 - Books (SD)",102.6000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.3345200631890
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",103.4545730347020
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.6000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",102.1763854532110
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.7967377847660
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",109.5000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",109.5385580731850
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",106.7000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.0000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.0000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.6018713620560
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.1335705946000
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.3000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.3000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.4604882385860
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",104.9145417542350
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",105.2000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",105.2000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",105.1892375950290
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",108.0000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",108.1000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",108.1000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",108.0932417643690
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
