"Geolocation","Commodity Description","2019 Oct"
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",103.6195265420480
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",106.0587580249080
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",105.0961436420670
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",102.8420019889850
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",102.0826958732130
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",106.1000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",102.0471712760250
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",105.7776937887990
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",114.3939430263810
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",105.7994371921520
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",104.8000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",111.8000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",111.8144485543490
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",103.3000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",103.3577817323010
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",102.9000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",102.8574951246130
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",107.2000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",107.2080729999100
"PHILIPPINES","01.2.5 - Water (ND)",101.6000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",101.5112862173630
"PHILIPPINES","01.2.6 - Soft drinks (ND)",106.3000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",106.2952699226820
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",110.6000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",110.6004731515460
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",118.0000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",104.7000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",104.7000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",104.6427094543800
"PHILIPPINES","02.1.2 - Wine (ND)",105.6000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",103.9025328267370
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",106.0592205697170
"PHILIPPINES","02.1.3 - Beer (ND)",104.7000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",104.6726378266250
"PHILIPPINES","02.3 - TOBACCO",127.1000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",127.1000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",127.2920096226890
"PHILIPPINES","02.3.0.2 - Cigars (ND)",122.1902458576220
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",113.4985344713830
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",104.3000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",104.3000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",104.3043204564590
"PHILIPPINES","02.900 - NON-FOOD",102.8000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",103.5000000000000
"PHILIPPINES","03.1 - CLOTHING",103.6000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",102.8000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",102.7498361552800
"PHILIPPINES","03.1.2 - Garments (SD)",103.5000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",103.4866062915840
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",103.5210962028430
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",103.8477884764110
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",104.5931865732040
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",104.6000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",104.3084677242200
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",106.9165289650330
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",106.4000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",105.0117276865960
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",110.2751347855410
"PHILIPPINES","03.2 - FOOTWEAR",103.3000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",103.3000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",103.5968545765730
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",102.6950564145020
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",103.7662610960010
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",105.5000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",105.5311171758410
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",102.1000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",104.2000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",104.2000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",104.1858720876630
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",104.1000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",103.2000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",103.1517140794790
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",107.4000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",107.4111217610920
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",104.5000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",104.5000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",104.4671120515450
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",97.5000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",95.5000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",95.4915169053984
"PHILIPPINES","04.5.2 - Gas (ND)",97.9000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",97.9060359222780
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",98.6000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",98.5735069896714
"PHILIPPINES","04.5.4 - Solid fuels (ND)",107.7000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",106.8184558740320
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",109.7701073775070
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",103.7000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",102.9000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",102.9000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",102.7827926533250
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",104.8468240493030
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",103.5955115783390
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",102.0000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",102.0000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",101.4398841671960
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",102.2596839686920
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",102.1518145943710
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",102.8901439285830
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",102.6000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",102.3000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",102.5303058742650
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",101.9629038866860
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",102.1074521902980
"PHILIPPINES","05.3.2 - Small household appliances (SD)",103.8000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",104.0372557445450
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",103.8279222496740
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",102.0000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",102.0189171804090
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",103.8000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",103.8000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",103.8213742572020
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",102.9699661439340
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",104.2219587766960
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",101.9000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",100.8000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",100.8120250906290
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",102.3000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",102.5487606952290
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",102.0654896430840
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",104.3000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",103.7000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",103.8462348492000
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",103.6255458280230
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",105.3000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",105.3584931887160
"PHILIPPINES","06 - HEALTH",105.4000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",104.4000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",104.5000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",104.4648662437540
"PHILIPPINES","06.1.2 - Medical products (ND)",102.3000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",103.8371779715510
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0014127315080
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",103.5144930880190
"PHILIPPINES","06.1.3 - Assistive products (D)",103.3000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",103.3107792880490
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",107.8000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",106.7000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",106.7196737517250
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",110.0000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",109.9653212384730
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",106.6000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",106.6000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",106.6237976905910
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",105.6000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",105.6000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",105.6549982168390
"PHILIPPINES","07 - TRANSPORT",101.6000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",102.7000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",100.7000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",100.7413799677250
"PHILIPPINES","07.1.2 - Motorcycles (D)",102.8000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",102.7435663052600
"PHILIPPINES","07.1.3 - Bicycles (D)",105.4000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",105.4350160489330
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",100.3000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",102.2000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",101.3585682501840
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",102.9689367174420
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",100.0000000000000
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",100.1000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",100.6660442247430
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",99.7931242640538
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",94.3540352042511
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",102.4130416975280
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",102.1000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",102.1290719473790
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.0000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.3519414637400
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",102.0000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",102.7000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",105.2988209269170
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.0349034692190
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",102.0873795029380
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",87.8000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",87.8355310669588
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",85.4000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",85.4147651424979
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3028952591240
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",100.5000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",100.5000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",100.6000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",100.6265150042450
"PHILIPPINES","08.1.3 - Information processing equipment (D)",100.6000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.5636715030780
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",100.8427817647550
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.4000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.4236805436620
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.3000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.2830125496870
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",100.4000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.8000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.7369124202240
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.4000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.3600030116760
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",100.8000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",100.7187678263100
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",104.2000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",104.1838020834050
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",104.2000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.9000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.9000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.9285808049296
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",101.1000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",101.1000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",101.0416622267960
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",102.7000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",102.6789383104900
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",103.0000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",103.7000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",101.8014046851160
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",105.5987246683420
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",102.6000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",102.5438038310170
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",110.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",102.9000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",102.8324791254910
"PHILIPPINES","09.4.7 - Games of chance (S)",110.5000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",110.3903128676910
"PHILIPPINES","09.5 - CULTURAL GOODS",101.3000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",101.3000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",101.3384766286380
"PHILIPPINES","09.6 - CULTURAL SERVICES",102.6000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",103.5000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",103.5058309781670
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",101.9000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",101.8811034774540
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",104.5000000000000
"PHILIPPINES","09.7.1 - Books (SD)",101.5000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",101.3631170451120
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",101.9382840245880
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",100.7000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",100.8103983752780
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.5690524151800
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",105.7000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",105.6597529178480
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",105.6000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",107.1000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",107.1000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",106.4891060145050
"PHILIPPINES","10.1.0.2 - Primary education (S)",107.3636490652620
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",106.0000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",106.0000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",106.9163159963650
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",104.0088054545210
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",104.1000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",104.1000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",104.1155147531470
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.1000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.1000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.2380619762280
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",104.1000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",104.1000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",104.1000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",104.1467256327950
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
