"Geolocation","Commodity Description","2019 Dec"
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",117.7915072052240
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",105.4652799722970
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",101.9000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",99.0052674730061
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",104.1690158574730
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",106.8201868337870
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",105.7458723910510
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",103.3054300737870
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",102.2839807222260
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",106.4000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",101.9741762624060
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",106.4742979516990
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",114.4135998636220
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",106.4057083252380
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",105.1000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",112.4000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",112.3970805979830
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",103.6000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",103.5259802836650
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",103.1000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",103.1131825818190
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",107.6000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",107.5470835363890
"PHILIPPINES","01.2.5 - Water (ND)",101.8000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",101.7731996981490
"PHILIPPINES","01.2.6 - Soft drinks (ND)",106.7000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",106.6311896796770
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",111.8000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",111.7400107384220
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",121.4000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",105.5000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",105.2000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",105.2229858434420
"PHILIPPINES","02.1.2 - Wine (ND)",106.9000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",105.0754441344190
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",107.3219395643700
"PHILIPPINES","02.1.3 - Beer (ND)",105.7000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",105.6634187780290
"PHILIPPINES","02.3 - TOBACCO",132.4000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",132.4000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",132.5559331495290
"PHILIPPINES","02.3.0.2 - Cigars (ND)",125.3399931315670
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",116.2839889431270
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",105.2000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",105.2000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",105.2270652452400
"PHILIPPINES","02.900 - NON-FOOD",103.3000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",103.9000000000000
"PHILIPPINES","03.1 - CLOTHING",103.9000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",103.9000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",103.8945411785650
"PHILIPPINES","03.1.2 - Garments (SD)",103.9000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",103.8598183801380
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",103.7682367596450
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",104.1676732579800
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",104.6699028693800
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",104.9000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",104.5236493479470
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",107.2473552516560
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",107.1000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",105.7125076217580
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",110.5773941426950
"PHILIPPINES","03.2 - FOOTWEAR",103.8000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",103.8000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",103.9339760695440
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",103.1448487341920
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",104.2497152798400
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",106.9000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",106.8819217126850
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",103.1000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",104.7000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",104.7000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",104.6255911472220
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",104.5000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",103.5000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",103.4726833718500
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",108.2000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",108.1334431338670
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",104.7000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",104.7000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",104.7291625662710
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",100.0000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",98.4000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",98.3506878296273
"PHILIPPINES","04.5.2 - Gas (ND)",98.9000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",98.8885528878584
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",97.4000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",97.3073207002477
"PHILIPPINES","04.5.4 - Solid fuels (ND)",109.8000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",109.6616573046800
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",110.3607206967300
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",104.2000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",103.1000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",103.1000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",102.9898284310720
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",104.8798050717130
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",103.8067528401860
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",102.3000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",102.3000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",101.6536555316140
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",102.5022201154830
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",102.5447835819260
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",103.2891525064620
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",102.7000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",102.5000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",102.8129273396970
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",102.0686597148570
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",102.2170381513680
"PHILIPPINES","05.3.2 - Small household appliances (SD)",104.1000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",104.4468988740170
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",103.9781902486760
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",102.1000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",102.1823930192490
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",104.1000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",104.1000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",104.1376395139620
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",103.2148157945360
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",104.5120895983590
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",102.1000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",100.8000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",100.8125277627140
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",102.6000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",102.9515923769350
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",102.2696400902910
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",104.9000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",104.0000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",104.2363528225230
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",103.9281345394170
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",106.6000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",106.6172774230570
"PHILIPPINES","06 - HEALTH",106.0000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",104.9000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",104.9000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",104.9965027596310
"PHILIPPINES","06.1.2 - Medical products (ND)",102.7000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",103.8756609840990
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0014127315080
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",104.3934628908820
"PHILIPPINES","06.1.3 - Assistive products (D)",103.7000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",103.6762760447780
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",108.9000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",107.9000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",107.8983658682040
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",110.9000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",110.9971253146990
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",107.1000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",107.1000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",107.1785491210400
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",106.5000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",106.5000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",106.4372245382970
"PHILIPPINES","07 - TRANSPORT",101.7000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",103.0000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",100.6000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",100.6345614990770
"PHILIPPINES","07.1.2 - Motorcycles (D)",103.2000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",103.2055348023870
"PHILIPPINES","07.1.3 - Bicycles (D)",106.3000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",106.3263014996790
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",99.5000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",102.6000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",101.7032269640030
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",103.3870578226570
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",100.0000000000000
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",99.1000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",98.0964690619237
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",99.3654387095420
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",94.9186316838260
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",103.1048791450250
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",102.7000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",102.7043713493210
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.2000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",101.7310005118450
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",102.4000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",102.7000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",105.3083848314610
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.0472272353440
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",102.0999133647530
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",94.7000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",94.7927581801985
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",98.2000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",98.2046251189214
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.7000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.7000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3679194545530
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",100.6000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",100.6000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",100.6000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",100.6539804307690
"PHILIPPINES","08.1.3 - Information processing equipment (D)",100.7000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.6836616297480
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",100.8875329466100
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.5000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.5121524845840
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.5000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.4751512009810
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",100.6000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.8000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.8143809962810
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.4000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.4613167780890
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",101.5000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",101.4519471225940
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",104.3000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",104.3897595894840
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",104.5000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.9000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.9000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.9319667747545
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",101.4000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",101.4000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",101.3757747152070
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",103.0000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.0382632147840
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",103.2000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",103.5000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",101.7629282870200
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",105.4193045389520
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",102.9000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",102.9340713860900
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",110.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",103.2000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",103.2883831076800
"PHILIPPINES","09.4.7 - Games of chance (S)",110.5000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",110.4366238229230
"PHILIPPINES","09.5 - CULTURAL GOODS",101.7000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",101.7000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",101.7327320340010
"PHILIPPINES","09.6 - CULTURAL SERVICES",103.4000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",104.4000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",104.4141563718610
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",102.5000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",102.5167941620710
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",104.9000000000000
"PHILIPPINES","09.7.1 - Books (SD)",101.8000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",101.5183020734450
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",102.3490536020940
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.0000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",101.3035373189180
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.6497848457370
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",106.1000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",106.0774679307560
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",105.6000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",107.1000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",107.1000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",106.4891060145050
"PHILIPPINES","10.1.0.2 - Primary education (S)",107.3636490652620
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",106.0000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",106.0000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",106.9163369425010
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",104.0088054545210
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",104.2000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",104.2000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",104.1668315802330
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.1000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.1000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.2380619762280
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",104.6000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",104.6000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",104.6000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",104.5909021684090
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
