"Geolocation","Commodity Description","2023 Sep"
"PHILIPPINES","01.2.5 - Water (ND)",110.8000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",110.8478976289660
"PHILIPPINES","01.2.6 - Soft drinks (ND)",124.6000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",124.6509866399730
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",129.2000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",129.2614067988350
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",172.2000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",137.0000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",139.7000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",139.6290996828310
"PHILIPPINES","02.1.2 - Wine (ND)",126.1000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",124.1151780300620
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",126.6151286775940
"PHILIPPINES","02.1.3 - Beer (ND)",135.2000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",135.1453854471160
"PHILIPPINES","02.3 - TOBACCO",196.5000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",196.5000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",197.2682335714670
"PHILIPPINES","02.3.0.2 - Cigars (ND)",184.9330749606870
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",143.6246187320960
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",155.0000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",155.0000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",155.0562229618830
"PHILIPPINES","02.900 - NON-FOOD",118.9000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",115.7000000000000
"PHILIPPINES","03.1 - CLOTHING",115.5000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",111.8000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",111.7971254473700
"PHILIPPINES","03.1.2 - Garments (SD)",115.2000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",115.3253408210820
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",114.9300495957060
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",117.1473217603330
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",123.2460425479750
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",114.5000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",113.8746185672590
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",118.3312413232660
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",127.7000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",126.9788827795030
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",129.9046089707520
"PHILIPPINES","03.2 - FOOTWEAR",116.1000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",116.1000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",116.3482643250170
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",115.0660292381210
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",116.7184603426820
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",120.7000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",120.7456370023290
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",117.0000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",115.8000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",115.8000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",115.7769948309120
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",118.7000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",116.6000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",116.5482112355040
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",126.1000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",126.1183048398240
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",117.6000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",117.6000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",117.6481310728760
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",133.1000000000000
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",161.4000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",161.4233684383210
"PHILIPPINES","04.5.4 - Solid fuels (ND)",131.7000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",130.9922443842040
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",133.2213791075820
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",119.0000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",111.1000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",111.1000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",110.8039858753620
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",114.2209276746580
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",112.4989564575960
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",110.1000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",110.1000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",109.0922444829390
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",110.4290502702300
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",112.0336033422850
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",111.8338006348160
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",111.3000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",110.3000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",112.0951284508130
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",108.3907923569570
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",107.9783608264660
"PHILIPPINES","05.3.2 - Small household appliances (SD)",115.8000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",115.0326220540360
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",116.0522843447280
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",110.9000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",110.8046492559420
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",115.5000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",115.5000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",117.7252382928990
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",111.6784931742490
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",113.2017437679370
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",109.8000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",97.7000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",97.6514057042191
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",113.6000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",114.8609627808890
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",112.5352780275050
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",122.7000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",119.3000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",119.8189400004800
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",119.0873673420320
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",129.0000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",128.9916453764460
"PHILIPPINES","06 - HEALTH",120.4000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",118.1000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",118.5000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",118.5200619216790
"PHILIPPINES","06.1.2 - Medical products (ND)",106.4000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",117.1333463590610
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",88.2558943404070
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",115.6947459100000
"PHILIPPINES","06.1.3 - Assistive products (D)",113.3000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",113.3553365201070
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",129.5000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",121.1000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",121.1145338438410
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",145.7000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",145.7018428373670
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",128.6000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",128.5732653323620
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",119.4000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",119.4000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",119.4251039029360
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",128.6000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",128.6000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",128.5735931387830
"PHILIPPINES","07 - TRANSPORT",127.8000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",112.8000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",103.1000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.1726258267760
"PHILIPPINES","07.1.2 - Motorcycles (D)",112.1000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",112.1100196051940
"PHILIPPINES","07.1.3 - Bicycles (D)",131.0000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",130.9662150053030
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",112.4000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",113.3000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",111.5303575904540
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",115.0426761579350
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",98.4557348101774
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",114.6000000000000
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",122.4510129525080
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",113.1108424003740
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",112.7000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",112.6759040357730
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",107.0000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",107.6196292785110
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",101.9916110529790
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",134.9000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",136.5000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",120.9425116205030
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",112.1156331445690
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",140.4289619866840
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",115.4000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",115.4184493161950
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",102.7000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",102.6923394405280
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",105.1000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",105.1000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",104.5076211378390
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",102.8000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",103.6000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",102.0000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.9430133038460
"PHILIPPINES","08.1.3 - Information processing equipment (D)",104.0000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",103.1548230056320
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",109.2425650385400
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.3000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.2984985316630
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",104.5000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",104.4174512368750
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",102.5000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",105.6000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",105.6407014117040
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.7000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.6816424263420
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",107.1000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",107.0448729730570
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",114.1000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",114.0386880732260
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",113.5000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.3000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.3000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.2805005150280
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",109.3000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",109.4000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",109.3748450875690
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",107.8000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",107.8477352052980
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",95.2000685680730
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",120.1000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",122.3000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",115.8677199978330
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",129.1270449961120
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",118.2000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",118.2069362505670
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.4000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",113.3000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",113.3414193644430
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1162854061178
"PHILIPPINES","09.5 - CULTURAL GOODS",107.4000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",107.4000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",107.3793169377250
"PHILIPPINES","09.6 - CULTURAL SERVICES",111.0000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",117.9000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",117.9545396956880
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",106.1000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",106.1177101889170
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",121.5000000000000
"PHILIPPINES","09.7.1 - Books (SD)",107.9000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",107.8973885720450
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",107.9005147698070
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",104.9000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",107.6205180382770
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.3882242810790
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",126.5000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",126.5063203641730
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",102.6000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",102.6000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",102.6211851345610
"PHILIPPINES","10 - EDUCATION SERVICES",115.1000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",117.3000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",117.3000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",118.1571814370000
"PHILIPPINES","10.1.0.2 - Primary education (S)",116.9660119283750
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",114.3000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",114.3000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",116.7703016696270
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",108.6677030384350
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",114.1000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",114.1000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",114.1611563484440
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",112.0000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",112.0000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",113.3431647069640
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",123.6000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",123.9000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",123.9000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",123.8790081733540
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",106.5000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",106.5000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",106.5009984481230
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",117.3000000000000
"PHILIPPINES","13.1 - PERSONAL CARE",118.1000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",100.3000000000000
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",100.2697064107280
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",115.4000000000000
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",115.3497023846520
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",135.2000000000000
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",131.2387148167810
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",139.2254508170610
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",111.5000000000000
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",107.7000000000000
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",106.8117452152970
