"Geolocation","Commodity Description","2021 Jul"
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",114.0069593199710
"PHILIPPINES","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",111.8077152617140
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",114.5950932283480
"PHILIPPINES","01.1.7.4 - Other vegetables, fresh or chilled (ND)",109.8279555456940
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",96.2148050254443
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",113.6092989445560
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",103.8000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",99.3551886993990
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",106.9952942137920
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",110.6322226405430
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",109.6358300478670
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",105.9262024941430
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",106.1161254763310
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",110.8000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",102.5220460709760
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",111.5255573930970
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",123.3299145188010
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",112.0258939181120
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",107.4000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",117.4000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",117.4079887179990
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",104.7000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",104.6718880814280
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",106.6000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",106.6660243844450
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",111.1000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",111.0562834196660
"PHILIPPINES","01.2.5 - Water (ND)",104.3000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",104.3461528012060
"PHILIPPINES","01.2.6 - Soft drinks (ND)",109.3000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",109.2971064644440
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",115.2000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",115.2164164383170
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",142.2000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",119.4000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",120.7000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",120.7278531429730
"PHILIPPINES","02.1.2 - Wine (ND)",113.7000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",109.8013068340410
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",114.6989854713100
"PHILIPPINES","02.1.3 - Beer (ND)",118.4000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",118.3642481177570
"PHILIPPINES","02.3 - TOBACCO",158.0000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",158.0000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",158.3975116147020
"PHILIPPINES","02.3.0.2 - Cigars (ND)",149.4796591332520
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",129.8575666902970
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",134.5000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",134.5000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",134.4974901263120
"PHILIPPINES","02.900 - NON-FOOD",108.1000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",107.1000000000000
"PHILIPPINES","03.1 - CLOTHING",106.8000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",105.6000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",105.6384167784010
"PHILIPPINES","03.1.2 - Garments (SD)",106.6000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",106.5094162864900
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",106.6591573523240
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",107.8306571443960
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",108.0103053946520
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",107.8000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",107.2452795995420
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",111.7917282921140
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",113.9000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",112.3110010601620
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",117.9186083106040
"PHILIPPINES","03.2 - FOOTWEAR",107.7000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",107.7000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",107.9066587673700
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",106.7160760845110
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",108.2724898313130
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",111.1000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",111.1258477344520
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",106.1000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",107.4000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",107.4000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",107.4322911130160
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",109.2000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",107.4000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",107.4343805802980
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",115.4000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",115.4451648789620
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",106.8000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",106.8000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",106.8168832212080
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",103.1000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",96.9000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",96.8794756125317
"PHILIPPINES","04.5.2 - Gas (ND)",114.0000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",114.0013014369550
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",100.8000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",100.8671955968270
"PHILIPPINES","04.5.4 - Solid fuels (ND)",119.5000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",119.0543872667130
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",120.7449187993360
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",108.6000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",105.8000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",105.8000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",105.6682283577880
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",110.2850355682240
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",105.9983782388550
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",104.6000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",104.6000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",103.4680594316580
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",104.9733313551550
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",105.0997324696500
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",106.8395643931970
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",105.3000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",104.8000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",106.0519858871720
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",103.3919105889990
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",103.2351841787260
"PHILIPPINES","05.3.2 - Small household appliances (SD)",107.6000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",107.4672734721330
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",107.6324419470760
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",104.5000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",104.4636531336140
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",107.9000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",107.9000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",108.6336377561720
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",105.9378784394050
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",107.3028851975600
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",105.6000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",102.4000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",102.4326349203970
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",106.5000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",107.7220036849520
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",105.5710479290940
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",110.1000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",107.5000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",108.1934165665260
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",107.2004120702790
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",115.1000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",115.1782751139520
"PHILIPPINES","06 - HEALTH",112.6000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",110.3000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",110.4000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",110.4248075854790
"PHILIPPINES","06.1.2 - Medical products (ND)",104.2000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",108.8579587357900
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",95.4320003030697
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",109.1112514954110
"PHILIPPINES","06.1.3 - Assistive products (D)",107.8000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",107.7882629280490
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",119.6000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",114.1000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",114.0679059830250
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",130.3000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",130.3275231024440
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",114.4000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",114.4000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",114.4415055048810
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",115.0000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",115.0000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",114.9896180024270
"PHILIPPINES","07 - TRANSPORT",112.8000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",108.5000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",102.7000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",102.7771502083390
"PHILIPPINES","07.1.2 - Motorcycles (D)",106.1000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",106.0994448169340
"PHILIPPINES","07.1.3 - Bicycles (D)",126.0000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",125.9479827578200
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",106.6000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",106.5000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",105.3222697411460
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",107.5386946602060
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",103.5123204109480
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",106.8000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",103.0331569944180
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",108.0352324766180
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",112.1554300896710
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",105.8799223982070
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",105.4000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",105.3294252778590
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.1000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.5937522127520
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",118.2000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",119.7000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.6449602975510
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.3299819415000
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",122.4231080704570
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",84.0000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",84.0150733597670
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",93.8000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",93.7513941338474
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2759197520800
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3574238934320
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",101.5000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",101.8000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.6000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.5652267579610
"PHILIPPINES","08.1.3 - Information processing equipment (D)",101.5000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",101.2651244600700
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",103.0052036548400
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.1000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.0863190058740
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.8000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.7532700644140
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.4000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",101.0000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",101.0300388945810
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.9000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.9001602782340
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",104.4000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",104.3792316870010
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",106.0000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",106.0036766197040
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",104.8000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",100.3000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.3000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",100.2628965730890
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",103.2000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",103.2000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",103.1403782777530
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",103.8000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.7952571546910
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",109.0000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",110.6000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",106.9013934830790
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",114.7313813552610
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",107.2000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",107.2481822072340
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.2000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",106.2000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",106.1742080891600
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",104.1000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",104.1000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",104.1013308727750
"PHILIPPINES","09.6 - CULTURAL SERVICES",104.7000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",105.5000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",105.4644781546620
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.1000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.1148725948940
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",108.3000000000000
"PHILIPPINES","09.7.1 - Books (SD)",102.8000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.3670047646040
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",103.7401826748740
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.7000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",102.3936853131050
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.8749971832090
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",110.3000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",110.2507446813350
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",106.7000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.0000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.0000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.6018733484810
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.1335741522970
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.3000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.3000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.4621696793090
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",104.9145417542350
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",105.2000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",105.2000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",105.1892385747790
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",109.9000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",110.1000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",110.1000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",110.0845961124700
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
