"Geolocation","Commodity Description","2018 Jan"
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",98.8237695498327
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",98.4000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",99.0630151322653
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",98.1451675258212
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",97.7402673756198
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",98.7099174684381
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",95.9000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",86.5000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",86.5419535292482
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",98.6000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",98.5758560409634
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",99.0000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",98.9673837625191
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",96.6000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",96.6288096478484
"PHILIPPINES","01.2.5 - Water (ND)",99.0000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",98.9590464831934
"PHILIPPINES","01.2.6 - Soft drinks (ND)",90.3000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",90.2931683979555
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",88.3000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",88.3147778612459
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",92.0000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",97.0000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",97.4000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",97.3568973511171
"PHILIPPINES","02.1.2 - Wine (ND)",96.4000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",97.9915412786546
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",95.9564356837467
"PHILIPPINES","02.1.3 - Beer (ND)",96.7000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",96.6695566974925
"PHILIPPINES","02.3 - TOBACCO",88.6000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",88.6000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",88.4670432374479
"PHILIPPINES","02.3.0.2 - Cigars (ND)",96.2062067803172
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",94.3791919068748
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",97.2000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",97.2000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",97.2068900360469
"PHILIPPINES","02.900 - NON-FOOD",98.3000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",98.8000000000000
"PHILIPPINES","03.1 - CLOTHING",98.7000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",99.1000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",99.1156975928553
"PHILIPPINES","03.1.2 - Garments (SD)",98.8000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",98.7774609956350
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",98.8348026576111
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",99.0118719590508
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",98.6520581542063
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",98.7000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",98.6500933168427
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",98.8049855268789
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",97.7000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",98.0244048606210
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",96.8447032724994
"PHILIPPINES","03.2 - FOOTWEAR",98.9000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",98.9000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",98.8574392308994
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",99.0996803398173
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",98.8564281058743
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",98.3000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",98.3135403958584
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",98.1000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",98.1000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",98.1000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",98.1795812876150
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",98.5000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",98.9000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",98.8803234384914
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",97.2000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",97.1933835497316
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",98.5000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",98.5000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",98.5027788356031
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",97.0000000000000
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",90.2000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",90.1152576734971
"PHILIPPINES","04.5.4 - Solid fuels (ND)",97.3000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",97.2410329585236
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",97.6206251546226
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.5000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",98.8000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",98.8000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",98.6885716580451
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",99.5063693931127
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",99.4867791096109
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",99.1000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",99.1000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",99.2590203223330
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",99.1135689313697
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",98.3699873310349
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",98.8415355571502
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",99.0000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",99.2000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",99.0025117484142
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",99.3863501598176
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",99.1504507287998
"PHILIPPINES","05.3.2 - Small household appliances (SD)",98.7000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",98.4123471758476
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",98.7391069890804
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",99.0000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",98.9817987138617
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",98.9000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",98.9000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",98.9175950093187
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",98.9320434263318
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",98.9051446849674
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",99.4000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",99.9000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",99.8758923156145
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",99.3000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",98.9940999689635
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",99.4853235557973
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",98.3000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",98.7000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",98.5670131629096
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",98.7253359047756
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",97.4000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",97.4555145329156
"PHILIPPINES","06 - HEALTH",98.3000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",98.6000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",98.6000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",98.6147536270587
"PHILIPPINES","06.1.2 - Medical products (ND)",99.2000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",98.9058045969724
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",99.9922368108564
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",98.7567711696069
"PHILIPPINES","06.1.3 - Assistive products (D)",98.9000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",98.9658684449745
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",98.1000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",98.0000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",98.0528810529243
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",98.4000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",98.4051599392497
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",97.5000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",97.5000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",97.5686811031733
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",97.4000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",97.4000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",97.3775193957187
"PHILIPPINES","07 - TRANSPORT",99.1000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",99.5000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",99.8000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",99.7659626165331
"PHILIPPINES","07.1.2 - Motorcycles (D)",99.5000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",99.4556980351673
"PHILIPPINES","07.1.3 - Bicycles (D)",98.9000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",98.9282603430434
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",99.0000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",98.8000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",98.9015564870603
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",98.6627667718857
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",100.0000000000000
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",98.9000000000000
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",99.8671537695118
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",98.7841072873617
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",98.9000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",98.9255938973495
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.0000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.1164085771180
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",99.0000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",98.8000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",99.2036309698899
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",96.3679617297550
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",98.7953851139358
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",98.4000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",98.4750462292225
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",107.3000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",107.3543572107040
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",98.5000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",98.5000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",98.4358106015334
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",98.5802549139728
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",99.8000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",99.9000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",99.9712138967295
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",99.4000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",99.4440524452041
"PHILIPPINES","08.1.3 - Information processing equipment (D)",99.7000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",99.6881183638163
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",99.5073715018644
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.4000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.4192746549350
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",99.4000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",99.4421097983786
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",99.8000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",99.9000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",99.9416480551833
"PHILIPPINES","08.3.2 - Mobile communication services (S)",99.8000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",99.7642530407774
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",99.6000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",99.5473192733211
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",97.8000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",97.7711827702685
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",98.0000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",100.3000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.3000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",100.2849763661420
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",99.2000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",99.2000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",99.2219334112517
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",99.1000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",99.1192596991463
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",98.9975453275788
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",98.8000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",98.8000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",99.4625618771720
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",98.0200355676546
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",98.9000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",98.9021353276492
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",93.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",99.7000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",99.7401181289620
"PHILIPPINES","09.4.7 - Games of chance (S)",93.1000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",93.1558835543525
"PHILIPPINES","09.5 - CULTURAL GOODS",98.2000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",98.2000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",98.2065303324182
"PHILIPPINES","09.6 - CULTURAL SERVICES",98.7000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",98.6000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",98.5837049169697
"PHILIPPINES","09.6.3 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",98.8000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",98.8428657515283
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",98.5000000000000
"PHILIPPINES","09.7.1 - Books (SD)",99.7000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",99.6630818027794
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",99.5404691013469
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",99.6000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",99.3847239926054
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",99.8342032391858
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",98.1000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",98.0789150161253
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",97.7000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",96.9000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",96.9000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",96.9862406875021
"PHILIPPINES","10.1.0.2 - Primary education (S)",96.8935682187015
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",97.5000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",97.5000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",97.4936343505218
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",97.5646757124042
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",98.5000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",98.5000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",98.5012506111789
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",99.6000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",99.6000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",99.5063193994642
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",100.1193116636800
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",97.2000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",97.2000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",97.2000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",97.1937662984752
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.0000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.0000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",99.9871505498454
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",98.8000000000000
"PHILIPPINES","13.1 - PERSONAL CARE",98.8000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",99.7000000000000
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",99.7422030720852
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",98.9000000000000
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",98.8914215031067
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",98.5000000000000
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",98.2510476104502
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",98.6492340276512
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",99.0000000000000
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",99.5000000000000
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",99.5860225973615
