"Geolocation","Commodity Description","2022 May"
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",124.4778634805010
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",111.0000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",107.0000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",107.0000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",106.8504388132510
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",112.6174420460470
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",107.1269418270680
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",105.9000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",105.9000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",104.6600170249840
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",106.3393949012720
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",106.3368189221910
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",107.7403656804410
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",106.5000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",106.0000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",107.4042483751190
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",104.5942180341950
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",103.9956588740490
"PHILIPPINES","05.3.2 - Small household appliances (SD)",109.4000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",109.0202581434310
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",109.5138178139520
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",105.6000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",105.6101438675790
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",109.3000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",109.3000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",110.3314524924500
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",106.9443221758440
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",108.6704029619320
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",106.8000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",103.5000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",103.5136263762770
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",107.9000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",109.3792652683820
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",106.7205704226410
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",113.0000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",109.9000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",110.2548524370330
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",109.7535707502160
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",118.9000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",118.9660781527700
"PHILIPPINES","06 - HEALTH",114.5000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",112.0000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",112.3000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",112.2833262225440
"PHILIPPINES","06.1.2 - Medical products (ND)",105.1000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",110.6127341200190
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",94.9548529065546
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",110.5466417743570
"PHILIPPINES","06.1.3 - Assistive products (D)",109.1000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",109.1348974742850
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",122.4000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",116.7000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",116.7033779159110
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",133.4000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",133.3889428312430
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",115.8000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",115.8000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",115.8182022316900
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",117.4000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",117.4000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",117.3989967328830
"PHILIPPINES","07 - TRANSPORT",127.3000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",109.7000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",102.7000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",102.6970621600460
"PHILIPPINES","07.1.2 - Motorcycles (D)",107.8000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",107.7982088020860
"PHILIPPINES","07.1.3 - Bicycles (D)",127.7000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",127.6910283200820
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",148.9000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",108.4000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",107.5100472156930
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",109.2712339163560
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",103.5123204109480
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",156.1000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",178.3637719580360
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",149.2743569605020
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",147.7582198605120
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",107.1087025536610
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",107.4000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",107.3908921373980
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",101.6000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",101.7977583928090
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",99.4511191786988
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",120.4000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",120.8000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.7294561745590
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.3358513842130
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",123.7481079200380
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",94.6000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",94.5771477170756
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",131.8000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",131.7507229074270
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.8000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.8000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.6168634220840
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",102.0000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",102.4000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.7000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.6831811460320
"PHILIPPINES","08.1.3 - Information processing equipment (D)",102.1000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",101.8839192379940
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",103.4440130053150
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.9000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.8710241927870
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",102.3000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",102.2637954566690
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.7000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",102.0000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",102.0220368986620
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.2000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.2068445939710
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",105.1000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",105.1158874267030
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",106.7000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",106.7380031332570
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",106.4000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.4000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.4000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.3641175413820
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",103.9000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",103.9000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",103.8845218722890
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",104.4000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",104.3939151405990
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",113.6000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",118.1000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",115.8739344325550
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",120.3863522478680
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",109.4000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",109.4277409172950
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",108.6000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",108.6423516917100
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",105.4000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",105.4000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",105.3599041255050
"PHILIPPINES","09.6 - CULTURAL SERVICES",106.1000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",108.5000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",108.5049151575030
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.4000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.4142245194180
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",110.2000000000000
"PHILIPPINES","09.7.1 - Books (SD)",103.6000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",103.1448913080710
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",104.6660704167330
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",102.0000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",102.6353901968760
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.0463034346890
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",112.6000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",112.5883385017500
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",99.9928180638260
"PHILIPPINES","10 - EDUCATION SERVICES",107.3000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.1000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.1000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.7144750746090
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.2338887361580
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.7000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.7000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.8727597621780
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.1260374677520
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",106.5000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",106.5000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",106.4743816089470
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",112.5000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",112.7000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",112.7000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",112.6876711008380
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",101.7000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",101.7000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",101.6791325488730
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
