"Geolocation","Commodity Description","2018 Sep"
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",100.9712466779820
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",101.8423188753620
"PHILIPPINES","02.1.3 - Beer (ND)",101.3000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",101.3453941806890
"PHILIPPINES","02.3 - TOBACCO",102.6000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",102.6000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",102.5914657432760
"PHILIPPINES","02.3.0.2 - Cigars (ND)",102.1642670981270
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",101.8008931948190
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",104.5000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",104.5000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",104.4955307874120
"PHILIPPINES","02.900 - NON-FOOD",101.2000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",100.5000000000000
"PHILIPPINES","03.1 - CLOTHING",100.7000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",100.4000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",100.4207967010450
"PHILIPPINES","03.1.2 - Garments (SD)",100.6000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",100.5651368999220
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",100.6061554622660
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",100.4839892613810
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",101.0743272469220
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",100.7000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",100.8176394598810
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",100.2934559465090
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",102.0000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",101.7674041918840
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",102.5328767062980
"PHILIPPINES","03.2 - FOOTWEAR",100.5000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",100.5000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",100.4963227466890
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",100.4769637436730
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",100.5121325163330
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",101.2000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",101.1482040202280
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",101.4000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",100.9000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",100.9000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",100.9181217819920
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",100.8000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",100.5000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",100.5349581726930
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",101.7000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",101.6248580598790
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",100.2000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",100.2000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",100.2625046102000
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",102.6000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",101.8000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",101.8164158645300
"PHILIPPINES","04.5.2 - Gas (ND)",106.0000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",106.0398039592840
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",105.4000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",105.3855154487070
"PHILIPPINES","04.5.4 - Solid fuels (ND)",101.5000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",101.7168664579390
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",101.0165343330790
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.7000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",100.7000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",100.7000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",100.7413369177300
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",100.5202646707100
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",100.1285434980410
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",100.4000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",100.4000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",100.2799863060480
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",100.3829739481280
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",100.6459875190070
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",100.4872823901280
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",100.3000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",100.3000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",100.4357227322030
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",99.9321220331641
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",100.2826956358450
"PHILIPPINES","05.3.2 - Small household appliances (SD)",100.4000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",100.3591242204820
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",100.4064900710350
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",100.9000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",100.8727186657280
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",100.6000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",100.6000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",100.6131733879710
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",100.5490889410250
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",100.5517460315260
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",100.3000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",99.8000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",99.8251298398445
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",100.4000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",100.6221066576110
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",100.3006911027180
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",100.9000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",100.7000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",100.6937130063350
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",100.7270325667190
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",101.2000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",101.1761595174420
"PHILIPPINES","06 - HEALTH",100.9000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",100.6000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",100.6000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",100.5834503451960
"PHILIPPINES","06.1.2 - Medical products (ND)",100.4000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",100.4904232542030
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0014127315080
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",100.6561923145760
"PHILIPPINES","06.1.3 - Assistive products (D)",100.6000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",100.6544638860090
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",101.2000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",101.4000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",101.4821780378920
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",100.8000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",100.7581644318580
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",101.5000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",101.5000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",101.3999711608300
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",102.1000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",102.1000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",102.1390781665140
"PHILIPPINES","07 - TRANSPORT",102.0000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",100.3000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",100.0000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",99.9876519623774
"PHILIPPINES","07.1.2 - Motorcycles (D)",100.3000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",100.2393538532650
"PHILIPPINES","07.1.3 - Bicycles (D)",101.1000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",101.0757358687990
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",106.3000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",100.8000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",100.7541358520110
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",100.8984484598990
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",100.0000000000000
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",107.3000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",107.9758267282660
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",107.1911135435080
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",106.8083693125210
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",100.6976815911990
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",100.5000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",100.4967802381920
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.0000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",99.8495559058807
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",100.0000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",100.6000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",99.3586904919424
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.0284214636720
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",100.6955919473610
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",98.7000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",98.7030628095647
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",76.5000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",76.5467611655085
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",99.2000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",99.2000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",99.1591096543925
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",99.2623291063294
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",100.1000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",100.1000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",100.4000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",100.4502854053260
"PHILIPPINES","08.1.3 - Information processing equipment (D)",100.0000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.0001381176250
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",100.2285407225800
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",99.9000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",99.8653074401194
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",100.6000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",100.6154280338760
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",100.2000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.1000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.0365813954880
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.2000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.1545524001370
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",100.2000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",100.1810266344350
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",102.1000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",102.1478436431620
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",101.8000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.9000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.9000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.9118280123844
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",100.3000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",100.3000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",100.3158832525610
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",100.4000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",100.4029273855180
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",99.7226526044936
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",100.2000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",100.0000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",100.1115523143350
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",99.9430095759868
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",100.4000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",100.4728228819180
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",109.5000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",100.2000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",100.1259893369660
"PHILIPPINES","09.4.7 - Games of chance (S)",109.6000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",109.6104154316840
"PHILIPPINES","09.5 - CULTURAL GOODS",100.6000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",100.6000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",100.5704624155170
"PHILIPPINES","09.6 - CULTURAL SERVICES",100.6000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",101.0000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",100.9841749862350
"PHILIPPINES","09.6.3 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",100.3000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",100.3301932613240
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",100.8000000000000
"PHILIPPINES","09.7.1 - Books (SD)",100.0000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",100.0357402225580
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",100.1162800296420
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",100.2000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",100.2607611224870
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.1140379670480
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",101.0000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",101.0578551126270
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",101.7000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",102.3000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",102.3000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",102.2385994035300
"PHILIPPINES","10.1.0.2 - Primary education (S)",102.3151890672630
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",101.8000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",101.8000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",101.9564280990810
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",101.7109345781450
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",101.1000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",101.1000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",101.0948535986290
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",100.3000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",100.3000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",100.3526290003830
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",99.8511445947030
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",101.0000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",101.0000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",101.0000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",100.9846055267110
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.0000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.0000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0042831500520
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
