"Geolocation","Commodity Description","2020 Dec"
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",92.4014165794718
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",114.5000000000000
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",116.8361987504320
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",130.4736671152990
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",120.9010313732080
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",116.8972819233110
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",109.6082000000010
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",108.5670833153720
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",129.7000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",133.4265172055210
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",138.2116108973020
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",124.0976959331580
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",109.5517121725490
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",102.9000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",98.5695992115060
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",105.7800191052460
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",109.5859607234250
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",108.3955470723810
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",105.0865078304260
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",104.4309721997890
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",110.2000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",102.3961411010900
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",109.7808130628390
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",124.8853353347630
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",110.3842724581350
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",106.8000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",115.5000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",115.5496320418460
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",104.6000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",104.5866732148360
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",105.0000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",105.0442315380480
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",110.1000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",110.1473835603680
"PHILIPPINES","01.2.5 - Water (ND)",103.7000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",103.7061761314820
"PHILIPPINES","01.2.6 - Soft drinks (ND)",108.3000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",108.3617428155820
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",114.2000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",114.2132891724000
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",135.9000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",116.2000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",117.2000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",117.2192587306260
"PHILIPPINES","02.1.2 - Wine (ND)",110.8000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",109.1943366510970
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",111.1553347358160
"PHILIPPINES","02.1.3 - Beer (ND)",115.8000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",115.8348021794510
"PHILIPPINES","02.3 - TOBACCO",149.3000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",149.3000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",149.6466178369390
"PHILIPPINES","02.3.0.2 - Cigars (ND)",144.7698344204740
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",129.2553892192980
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",128.9000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",128.9000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",128.9234129421230
"PHILIPPINES","02.900 - NON-FOOD",107.6000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",105.7000000000000
"PHILIPPINES","03.1 - CLOTHING",105.7000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",104.9000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",104.9455673490100
"PHILIPPINES","03.1.2 - Garments (SD)",105.6000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",105.5281207104640
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",105.5702315825730
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",106.0273972964060
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",107.4436662497660
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",106.8000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",106.2652962300060
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",110.9034145958240
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",112.0000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",111.1369220491340
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",114.2493257175710
"PHILIPPINES","03.2 - FOOTWEAR",105.8000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",105.8000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",105.9493235541100
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",104.8397815190020
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",106.4921543687850
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",109.7000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",109.7056661406460
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",107.0000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",106.5000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",106.5000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",106.5534282110920
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",107.0000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",105.7000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",105.6452794727460
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",111.6000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",111.6046786935760
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",105.3000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",105.3000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",105.2295288009600
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",115.5000000000000
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",84.1000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",84.1175939972277
"PHILIPPINES","04.5.4 - Solid fuels (ND)",117.0000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",117.1428892772020
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",116.9189882571080
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",107.1000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",104.4000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",104.4000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",104.3377803569960
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",107.4290401979270
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",104.8586867479760
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",103.8000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",103.8000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",102.6607477864570
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",104.1741647012800
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",104.1351475099410
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",105.7234240415200
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",104.1000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",103.8000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",104.5021076744880
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",102.6841263798610
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",103.0344467807900
"PHILIPPINES","05.3.2 - Small household appliances (SD)",105.8000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",105.9148874809280
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",105.8548544781620
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",103.4000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",103.3697417046600
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",105.7000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",105.7000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",106.0126383810410
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",104.6401928715190
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",105.8176164023160
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",104.2000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",102.1000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",102.1172676429510
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",104.8000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",105.5230446777160
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",104.3901136195500
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",108.4000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",106.6000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",106.7665215061110
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",106.4295769747110
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",112.2000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",112.1653515617980
"PHILIPPINES","06 - HEALTH",109.9000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",108.2000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",108.4000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",108.3872290012290
"PHILIPPINES","06.1.2 - Medical products (ND)",104.7000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",106.4811360817880
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0125882535180
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",107.8631984609150
"PHILIPPINES","06.1.3 - Assistive products (D)",106.0000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",106.0006532435250
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",114.7000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",110.5000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",110.5410958821940
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",122.8000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",122.8902475540700
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",111.5000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",111.5000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",111.4724662120170
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",111.2000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",111.2000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",111.2244117338660
"PHILIPPINES","07 - TRANSPORT",114.9000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",107.7000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",105.5000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",105.3944649783890
"PHILIPPINES","07.1.2 - Motorcycles (D)",105.3000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",105.2825918174450
"PHILIPPINES","07.1.3 - Bicycles (D)",119.1000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",119.1214304355300
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",104.1000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",104.9000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",104.0504678913890
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",105.7444700417330
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",101.8685287743800
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",104.0000000000000
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",99.3357688475590
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",104.8229312038540
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",104.3000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",104.2319410263390
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.2000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",102.8861390398060
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",118.5000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",118.9000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.6420000798960
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.3032822222380
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",121.4262019561970
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",84.1000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",84.1357062620117
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",138.0000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",137.9224206917330
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3503689866260
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",101.2000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",101.1000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.1000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.0813469544650
"PHILIPPINES","08.1.3 - Information processing equipment (D)",101.3000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",101.1007055315690
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",102.3346261266310
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",101.0000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.9726702997390
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.5000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.4970177916240
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.2000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.8000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.7984581866550
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.8000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.7720887198220
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",103.9000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",103.9616471336970
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",105.2000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",105.1902209421170
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",103.8000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",100.2000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.2000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",100.1297979801490
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",102.6000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",102.6000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",102.5467482679670
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",103.5000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.5143369073180
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",106.3000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",107.6000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",103.6058599944940
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",111.8590718908160
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",105.1000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",105.1811900355810
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.4000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",105.3000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",105.2685470393090
"PHILIPPINES","09.4.7 - Games of chance (S)",95.3000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.2803793326715
"PHILIPPINES","09.5 - CULTURAL GOODS",102.7000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",102.7000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",102.6288847695250
"PHILIPPINES","09.6 - CULTURAL SERVICES",104.1000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",105.2000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",105.1260837627640
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",103.3000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",103.2815465326260
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",107.0000000000000
"PHILIPPINES","09.7.1 - Books (SD)",102.4000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.1377464781100
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",103.2327172157350
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.4000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",101.9335436436720
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.7372053471760
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",108.7000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",108.7026344359840
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",106.6000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.0000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.0000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.6077037453890
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.1376314032990
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.2000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.2000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.4789138611510
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",104.2878269140390
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",105.2000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",105.2000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",105.1703980434750
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",107.0000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",107.1000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",107.1000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",107.1214236382410
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",105.8000000000000
"PHILIPPINES","13.1 - PERSONAL CARE",106.0000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",101.4000000000000
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",101.3931413326950
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",104.9000000000000
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",104.8781292478890
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",113.1000000000000
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",111.8337849929650
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",114.3023750442810
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",104.6000000000000
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",103.4000000000000
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",103.0959863223080
