"Geolocation","Commodity Description","2021 Sep"
"PHILIPPINES","01.1.3.6 - Other seafood preparations (ND)",118.9090689101440
"PHILIPPINES","01.1.4 - Milk, other dairy products and eggs (ND)",107.2000000000000
"PHILIPPINES","01.1.4.1 - Raw and whole milk (ND)",111.7729863402850
"PHILIPPINES","01.1.4.3 - Other milk and cream (ND)",103.6114497059530
"PHILIPPINES","01.1.4.4 - Non-animal milk (ND)",102.7700065994600
"PHILIPPINES","01.1.4.5 - Cheese (ND)",106.5592338611490
"PHILIPPINES","01.1.4.6 - Yoghurt and similar products (ND)",104.8006007511390
"PHILIPPINES","01.1.4.7 - Milk-based dessert and beverages (ND)",106.2824070317980
"PHILIPPINES","01.1.4.8 - Eggs (ND)",111.9283952829660
"PHILIPPINES","01.1.5 - Oils and fats (ND)",111.1000000000000
"PHILIPPINES","01.1.5.1 - Vegetable oils (ND)",112.4174224010050
"PHILIPPINES","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",111.4394849100920
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",105.4578212737700
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",101.6289871192200
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",115.9000000000000
"PHILIPPINES","01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",115.9349870659910
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",128.0763261631310
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",114.2503207761170
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",119.4589946821810
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",119.1420449040730
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",106.7021135601400
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",109.8027979517200
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",120.7000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",128.8171222707490
"PHILIPPINES","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",121.1818897643060
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",117.4712374055680
"PHILIPPINES","01.1.7.4 - Other vegetables, fresh or chilled (ND)",119.1149579110010
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",103.7379110848950
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",113.5174629566240
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",104.2000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",99.8787210854744
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",107.4255304309750
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",110.9777136683630
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",109.7593196466490
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",106.1367431866410
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",106.2253614098590
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",111.2000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",102.9036368795350
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",112.2544469874570
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",123.0679414044040
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",111.8266940514270
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",107.8000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",117.9000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",117.9206629469450
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",105.0000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",104.9683369830030
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",107.1000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",107.1592461522770
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",111.3000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",111.2835378734210
"PHILIPPINES","01.2.5 - Water (ND)",104.6000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",104.6098318498060
"PHILIPPINES","01.2.6 - Soft drinks (ND)",109.5000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",109.5019660066380
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",115.9000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",115.8867874906230
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",142.8000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",119.9000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",121.4000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",121.4304023361820
"PHILIPPINES","02.1.2 - Wine (ND)",114.0000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",110.1252685626280
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",114.9806873297200
"PHILIPPINES","02.1.3 - Beer (ND)",118.8000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",118.7596804733280
"PHILIPPINES","02.3 - TOBACCO",158.5000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",158.5000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",158.8346151050030
"PHILIPPINES","02.3.0.2 - Cigars (ND)",149.5304102955620
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",130.8875430357730
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",134.2000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",134.2000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",134.2849433808140
"PHILIPPINES","02.900 - NON-FOOD",108.6000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",107.4000000000000
"PHILIPPINES","03.1 - CLOTHING",107.0000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",105.6000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",105.6148040972700
"PHILIPPINES","03.1.2 - Garments (SD)",106.8000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",106.8123445422520
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",106.8016389572910
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",108.3634223913110
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",110.6425563962090
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",108.0000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",107.4686872809750
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",111.9276669536730
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",114.3000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",112.8823421192440
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",118.1158339024210
"PHILIPPINES","03.2 - FOOTWEAR",108.0000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",108.0000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",108.2538700268930
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",107.0789625951240
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",108.5399251992250
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",111.5000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",111.4686043258460
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",106.8000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",107.6000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",107.6000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",107.6241544617700
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",109.5000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",107.5000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",107.5429007920330
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",116.1000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",116.0470407919620
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",107.2000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",107.2000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",107.2151106903330
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",105.0000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",98.3000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",98.3096122967176
"PHILIPPINES","04.5.2 - Gas (ND)",119.1000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",119.0791657052430
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",101.5000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",101.4424563447520
"PHILIPPINES","04.5.4 - Solid fuels (ND)",119.7000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",119.2526128637750
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",120.9317489082010
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",109.1000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",106.1000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",106.1000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",105.9534385138880
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",110.4044559764380
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",106.3273613903410
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",104.8000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",104.8000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",103.7162963706910
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",105.2116774899570
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",105.2682358521670
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",106.7525387664130
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",105.5000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",105.0000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",106.2635908474900
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",103.5176118154910
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",103.3691258261080
"PHILIPPINES","05.3.2 - Small household appliances (SD)",108.1000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",108.2757132638530
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",108.0192934582590
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",104.4000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",104.3583438736480
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",108.0000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",108.0000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",108.7724915790300
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",106.0758866596200
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",107.3606334776410
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",105.9000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",102.4000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",102.4550616590290
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",106.8000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",108.2666150456450
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",105.7027853845990
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",110.6000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",107.8000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",108.3771530200630
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",107.5546746537230
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",115.9000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",115.8756099791690
"PHILIPPINES","06 - HEALTH",113.0000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",110.6000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",110.8000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",110.7936064725060
"PHILIPPINES","06.1.2 - Medical products (ND)",104.6000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",109.3210412986680
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",95.9968263003022
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",109.2152449549460
"PHILIPPINES","06.1.3 - Assistive products (D)",108.0000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",108.0423579917880
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",120.3000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",114.7000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",114.7205731802240
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",130.9000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",130.9489762543500
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",114.7000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",114.7000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",114.7429357880600
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",115.4000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",115.4000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",115.3361664355110
"PHILIPPINES","07 - TRANSPORT",113.1000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",108.8000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",102.7000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",102.7771502083390
"PHILIPPINES","07.1.2 - Motorcycles (D)",106.2000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",106.2310704370910
"PHILIPPINES","07.1.3 - Bicycles (D)",127.1000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",127.0406143873710
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",107.0000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",106.8000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",105.6098356509550
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",107.7788943524590
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",103.5123204109480
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",107.3000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",103.9084592110330
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",108.4357012231220
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",116.5393556957820
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",106.1853336650980
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",105.5000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",105.5214559786550
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.1000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.5937522127520
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",118.4000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",120.0000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.6449602975510
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.3299819415000
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",122.8258826616500
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",85.1000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",85.1493258560500
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",91.9000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",91.8559409212937
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.7000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.7000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2751105049220
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3753814674320
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",101.7000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",102.2000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",102.2000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",102.2101771212110
"PHILIPPINES","08.1.3 - Information processing equipment (D)",101.6000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",101.3899509704800
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",103.0386785891660
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.5000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.5013415197120
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.8000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.7856779774590
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.4000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",101.5000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",101.5063171856160
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.0000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.9533488644350
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",104.5000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",104.5248280807520
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",106.0000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",106.0296581671560
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",105.2000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",100.4000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.4000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",100.3851845525740
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",103.2000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",103.3000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",103.2006470819300
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",104.0000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.9812140334030
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",110.2000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",112.6000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",108.5765903883650
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",116.9902604797740
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",107.9000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",107.8668993784180
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.2000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",106.2000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",106.2694518930790
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",104.3000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",104.3000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",104.2707871333580
"PHILIPPINES","09.6 - CULTURAL SERVICES",104.8000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",105.6000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",105.6122870484030
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.1000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.1171963104910
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",108.6000000000000
"PHILIPPINES","09.7.1 - Books (SD)",102.9000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.5751388877190
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",103.7294376605920
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.7000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",102.4028819251150
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.8822754259560
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",110.7000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",110.7735135563020
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",107.2000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.2000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.2000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.6629557747880
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.4091398847740
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.7000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.7000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.7030303839480
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.1259971912360
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",106.2000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",106.2000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",106.1796206346320
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",110.3000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",110.4000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",110.4000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",110.3774420832020
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.4000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.4000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.4284306026750
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
