"Geolocation","Commodity Description","2022 Dec"
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",114.7549865913360
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",118.5152607977290
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",124.8000000000000
"PHILIPPINES","01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",124.3306528567820
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",139.1728831233810
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",129.7172894719530
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",122.0948344193870
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",127.8152751210010
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",124.0572707279610
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",123.3036741436240
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",161.3000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",143.9437292387090
"PHILIPPINES","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",147.3113571184320
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",140.9526106007080
"PHILIPPINES","01.1.7.4 - Other vegetables, fresh or chilled (ND)",209.0331535972110
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",148.0460801563070
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",126.1022268099270
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",145.9000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",183.3089195855860
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",118.4333711573550
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",123.2718593550840
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",117.3975055413200
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",113.0812461001660
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",115.6068820826980
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",122.1000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",113.8894746610870
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",126.7521671592320
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",124.8495679648460
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",122.3559946334850
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",114.5000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",125.7000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",125.7044715228610
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",111.1000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",111.1046186376370
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",113.8000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",113.8560291463700
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",119.7000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",119.7068725195470
"PHILIPPINES","01.2.5 - Water (ND)",108.2000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",108.2261081078300
"PHILIPPINES","01.2.6 - Soft drinks (ND)",120.0000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",120.0108242193670
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",124.4000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",124.3838444901210
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",159.7000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",129.9000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",131.5000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",131.5106586465290
"PHILIPPINES","02.1.2 - Wine (ND)",121.7000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",119.4498276467940
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",122.2566917010490
"PHILIPPINES","02.1.3 - Beer (ND)",129.0000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",129.0346976042340
"PHILIPPINES","02.3 - TOBACCO",180.4000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",180.4000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",180.9436879332290
"PHILIPPINES","02.3.0.2 - Cigars (ND)",173.1427589329230
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",138.6090080692110
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",147.9000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",147.9000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",147.9304391212720
"PHILIPPINES","02.900 - NON-FOOD",116.8000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",111.9000000000000
"PHILIPPINES","03.1 - CLOTHING",111.6000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",109.5000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",109.4861321850920
"PHILIPPINES","03.1.2 - Garments (SD)",111.3000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",111.3537839204490
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",111.2076330534680
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",113.3646448053260
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",116.4629966116190
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",111.4000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",110.7143411316420
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",116.1155428695590
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",122.4000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",122.3168845811360
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",122.5862509997760
"PHILIPPINES","03.2 - FOOTWEAR",112.4000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",112.4000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",113.4875669183580
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",111.1509187260820
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",112.3411187277550
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",117.2000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",117.1278294814080
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",116.1000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",112.1000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",112.1000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",112.0696667555950
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",115.6000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",113.9000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",113.9011356134860
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",121.4000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",121.4270462936620
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",106.1000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",106.1000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",106.1115462780800
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",125.5000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",122.7000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",122.6668347026930
"PHILIPPINES","04.5.2 - Gas (ND)",133.2000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",133.1612268847930
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",154.1000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",154.1710638311740
"PHILIPPINES","04.5.4 - Solid fuels (ND)",127.7000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",127.4497734962240
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",128.2423573135570
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",114.6000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",108.9000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",108.9000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",108.8459802970420
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",112.7409955374600
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",108.8760863672590
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",107.9000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",107.9000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",106.2789337112640
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",108.4343106325030
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",109.5288560345070
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",109.2230418572920
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",108.9000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",108.2000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",109.7994528901780
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",106.3985530729430
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",105.9026632047700
"PHILIPPINES","05.3.2 - Small household appliances (SD)",112.5000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",112.8298336985040
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",112.3479915768660
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",108.4000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",108.3951862444670
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",111.9000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",111.9000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",113.3958200888090
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",109.2328406842650
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",110.5614247584550
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",108.7000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",103.8000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",103.7899635897100
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",110.2000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",110.9464710158030
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",109.5847317811780
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",117.3000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",114.2000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",114.7056091009850
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",113.9309885823500
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",123.2000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",123.1671272094110
"PHILIPPINES","06 - HEALTH",116.9000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",114.8000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",115.0000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",115.0127296281810
"PHILIPPINES","06.1.2 - Medical products (ND)",106.3000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",114.3574723547390
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",92.9594498362339
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",112.8194393613530
"PHILIPPINES","06.1.3 - Assistive products (D)",111.7000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",111.7270893161140
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",125.8000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",118.2000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",118.1595007829570
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",140.5000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",140.4218494657570
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",128.6000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",128.5732653323620
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",116.3000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",116.3000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",116.2689016402420
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",124.1000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",124.1000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",124.0379398387250
"PHILIPPINES","07 - TRANSPORT",128.4000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",111.1000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",103.0000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.0618592573160
"PHILIPPINES","07.1.2 - Motorcycles (D)",109.7000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",109.6816547336580
"PHILIPPINES","07.1.3 - Bicycles (D)",128.9000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",128.8401449968200
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",131.1000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",109.7000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",108.6647994575380
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",110.6068311165180
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",98.4557348101774
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",135.0000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",158.3731296819010
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",127.4070096893480
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",128.8940551311860
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",110.5723092162010
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",109.8000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",109.7870788508420
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",102.7000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",102.8555523487180
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.7671684342010
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",133.3000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",135.5000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",119.4511842247660
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",111.7291847825780
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",139.5848634325070
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",128.4000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",128.4103768513700
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",65.7000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",65.6119520699229
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.9000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.9000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",104.0640198751900
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",102.5000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",103.2000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.9000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.9245517544100
"PHILIPPINES","08.1.3 - Information processing equipment (D)",102.9000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",102.4583554255590
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",105.5239796369650
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.1000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.0625492281600
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",104.1000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",104.1091784238900
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",102.1000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",105.5000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",105.4897751638200
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.3000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.3112240194660
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",106.3000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",106.3254196101540
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",114.1000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",114.1339589917340
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",109.6000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.4000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.4000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.3998048191500
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",106.7000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",106.7000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",106.7190365692570
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",106.7000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",106.6794599373510
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",117.4000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",121.0000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",119.3002739456900
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",122.7940455920200
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",114.1000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",114.0842852737970
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",109.3000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",109.3146976608140
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",106.1000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",106.1000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",106.0304203705520
"PHILIPPINES","09.6 - CULTURAL SERVICES",108.7000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",114.0000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",113.9372774262400
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.8000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.8607474351190
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",114.5000000000000
"PHILIPPINES","09.7.1 - Books (SD)",106.0000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",106.0751368814760
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",105.7611758104420
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",102.7000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",103.8283039544780
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.1393832634150
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",117.6000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",117.5991640611620
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",102.6000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",102.6000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",102.5567867964740
"PHILIPPINES","10 - EDUCATION SERVICES",111.2000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",113.2000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",113.2000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",113.4999015659400
"PHILIPPINES","10.1.0.2 - Primary education (S)",113.0042531552860
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",110.4000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",110.4000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",112.3211121297570
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.7217196466120
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",110.4000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",110.4000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",110.3846035945820
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",110.1000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",110.1000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",111.0148501053950
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",118.1000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",118.3000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",118.3000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",118.2676999979850
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",104.7000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",104.7000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",104.6665452212570
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
