"Geolocation","Commodity Description","2023 Jan"
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",114.1000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",114.1000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",114.1066396217160
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",130.0000000000000
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",154.8000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",154.8483432160730
"PHILIPPINES","04.5.4 - Solid fuels (ND)",128.8000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",128.5130384437230
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",129.4102642067600
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",115.7000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",109.4000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",109.4000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",109.3205599079360
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",113.2962286911620
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",108.8985724526650
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",108.5000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",108.5000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",107.3225418756790
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",108.9209503449200
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",110.3474018383230
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",110.0020962360640
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",109.4000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",108.7000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",110.4158502816660
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",106.9074764546580
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",106.5091945465500
"PHILIPPINES","05.3.2 - Small household appliances (SD)",112.8000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",113.7347898997370
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",112.5887239821670
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",108.8000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",108.8294054367760
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",112.6000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",112.6000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",114.1965888158520
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",109.6908630967440
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",111.1507403230130
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",109.5000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",104.0000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",104.0365455300430
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",111.3000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",112.1907421005340
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",110.5791345076260
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",118.6000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",115.1000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",115.7242172276570
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",114.8833032536930
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",125.3000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",125.2975190572060
"PHILIPPINES","06 - HEALTH",117.6000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",115.4000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",115.6000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",115.6694890234470
"PHILIPPINES","06.1.2 - Medical products (ND)",106.2000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",115.2309561035260
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",91.6631726666909
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",113.2909525652090
"PHILIPPINES","06.1.3 - Assistive products (D)",112.0000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",112.0663747311310
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",126.9000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",119.5000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",119.5002962793450
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",141.2000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",141.2142996073470
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",128.6000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",128.5732653323620
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",116.9000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",116.9000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",116.9747451859070
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",125.7000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",125.7000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",125.7466748377800
"PHILIPPINES","07 - TRANSPORT",126.6000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",111.4000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",103.0000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.0618592573160
"PHILIPPINES","07.1.2 - Motorcycles (D)",110.1000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",110.1007364714070
"PHILIPPINES","07.1.3 - Bicycles (D)",129.9000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",129.8710211713080
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",109.8000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",110.4000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",109.1957880281860
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",111.4508099980630
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",98.4557348101774
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",113.1000000000000
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",124.1448023912320
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",111.0810962761330
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",110.7000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",110.7491527373810
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",102.7000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",102.8555523487180
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",101.1625550333500
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",133.9000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",135.9000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",119.9593547315890
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",111.7847214511190
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",139.9554115664790
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",117.3000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",117.3417362004850
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",83.8000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",83.7102744598945
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",105.0000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",105.0000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",104.3798636858180
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",102.6000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",103.3000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",102.0000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.9945898296500
"PHILIPPINES","08.1.3 - Information processing equipment (D)",103.0000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",102.5211946874220
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",105.7614011826500
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.3000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.3124883885860
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",104.2000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",104.2496522955920
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",102.2000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",105.5000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",105.5418715532200
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.4000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.4187106849660
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",106.5000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",106.5332118254360
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",114.3000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",114.2982014903430
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",110.1000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.4000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.4000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.4144412810910
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",107.2000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",107.3000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",107.2969235309540
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",106.9000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",106.9196130108130
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",118.3000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",121.8000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",119.3117598023950
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",124.5065121973550
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",115.0000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",114.9618169221130
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",109.4000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",109.4492888281670
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",106.5000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",106.5000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",106.4953044540830
"PHILIPPINES","09.6 - CULTURAL SERVICES",109.5000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",115.9000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",115.8928624378750
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",105.0000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.9619295084850
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",115.2000000000000
"PHILIPPINES","09.7.1 - Books (SD)",106.8000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",106.7889658183640
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",106.7356006871180
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",103.4000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",104.9490949932810
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.4132800173830
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",118.4000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",118.3597072219060
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",102.6000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",102.6000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",102.5567867964740
"PHILIPPINES","10 - EDUCATION SERVICES",111.2000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",113.2000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",113.2000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",113.4999015659400
"PHILIPPINES","10.1.0.2 - Primary education (S)",113.0527515862010
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",110.4000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",110.4000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",112.3211121297570
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.7217196466120
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",110.5000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",110.5000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",110.4831789873750
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",110.1000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",110.1000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",111.0148501053950
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",119.1000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",119.4000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",119.4000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",119.3823450416520
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",104.9000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",104.9000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",104.9263747562070
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",113.9000000000000
"PHILIPPINES","13.1 - PERSONAL CARE",114.5000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",100.2000000000000
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",100.1567840488170
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",112.1000000000000
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",112.0283203622620
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",130.6000000000000
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",127.0529469655560
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",134.2026743530270
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",109.2000000000000
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",106.4000000000000
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",105.7390780685330
