"Geolocation","Commodity Description","2019 Ave"
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",103.1804575928060
"PHILIPPINES","06.1.2 - Medical products (ND)",101.7250000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",102.7925275733090
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0014127315080
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",102.6055659684560
"PHILIPPINES","06.1.3 - Assistive products (D)",102.7333333333330
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",102.7457759082040
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",105.9750000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",105.2666666666670
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",105.2684757336100
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",107.3083333333330
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",107.3018536101460
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",105.2083333333330
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",105.2083333333330
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",105.2032631158670
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",104.6166666666670
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",104.6166666666670
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",104.6100599419670
"PHILIPPINES","07 - TRANSPORT",102.0000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",101.7333333333330
"PHILIPPINES","07.1.1 - Motor cars (D)",100.2333333333330
"PHILIPPINES","07.1.1.1 - New motor cars (D)",100.2388259572540
"PHILIPPINES","07.1.2 - Motorcycles (D)",101.9000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",101.9018210716660
"PHILIPPINES","07.1.3 - Bicycles (D)",103.5916666666670
"PHILIPPINES","07.1.3.0 - Bicycles (D)",103.5888451421880
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",101.3416666666670
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",101.4833333333330
"PHILIPPINES","07.2.1.1 - Tires (SD)",100.7847870378320
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",102.1347485396100
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",100.0000000000000
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",101.4083333333330
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",97.6890291154655
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",102.0865474965590
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",101.6583333333330
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",101.6585550075210
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.0250000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.5115520270080
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",102.1666666666670
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",102.4666666666670
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",104.7072915118210
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.0337495155280
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",101.9444356542290
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",89.0750000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",89.0999168504565
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",101.1833333333330
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",101.1744026448980
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6166666666670
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6166666666670
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3088653574800
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",100.3583333333330
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",100.4416666666670
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",100.6000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",100.6144271669640
"PHILIPPINES","08.1.3 - Information processing equipment (D)",100.5083333333330
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.4834710317170
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",100.6748554717360
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.2583333333330
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.2393834437450
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.1583333333330
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.1622088303550
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",100.3250000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.4166666666670
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.3821243926270
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.2833333333330
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.2862629227910
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",100.5666666666670
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",100.5814616398530
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",103.3416666666670
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",103.3549287420940
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",103.4583333333330
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.9000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.9000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.9277874248004
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",100.8750000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",100.8666666666670
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",100.8692489193650
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",102.1166666666670
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",102.1190466616410
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",102.3166666666670
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",102.8083333333330
"PHILIPPINES","09.3.1.1 - Garden products (ND)",101.4609117361670
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",104.1856340964610
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",101.8916666666670
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",101.8970550420010
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",110.0250000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",101.9333333333330
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",101.9451397541980
"PHILIPPINES","09.4.7 - Games of chance (S)",110.1666666666670
"PHILIPPINES","09.4.7.0 - Games of chance (S)",110.1078165727360
"PHILIPPINES","09.5 - CULTURAL GOODS",101.1666666666670
"PHILIPPINES","09.5.1 - Musical instruments (D)",101.1666666666670
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",101.1430539397100
"PHILIPPINES","09.6 - CULTURAL SERVICES",102.3083333333330
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",103.3250000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",103.3290009716950
"PHILIPPINES","09.6.3 - Photographic services (S)",125.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",125.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",101.5333333333330
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",101.5407279863110
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",103.2916666666670
"PHILIPPINES","09.7.1 - Books (SD)",101.1583333333330
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",100.9417542643210
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",101.5613644787070
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",100.6416666666670
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",100.6648552491530
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.5654025665760
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",104.1250000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",104.1144430019800
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",103.8583333333330
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",104.8833333333330
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",104.8833333333330
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",104.6088100779360
"PHILIPPINES","10.1.0.2 - Primary education (S)",104.9967351052670
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",104.1083333333330
"PHILIPPINES","10.2.0 - Secondary education (S)",104.1083333333330
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",104.6575117593240
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",102.9989640004070
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",102.8500000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",102.8500000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",102.8488624578700
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",102.9916666666670
"PHILIPPINES","10.5.0 - Education not defined by level (s)",102.9916666666670
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",103.0960087042260
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",102.1961087033730
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",103.5166666666670
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",103.5666666666670
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",103.5666666666670
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",103.5658338589810
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.0583333333330
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.0583333333330
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0348694164410
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",102.3750000000000
"PHILIPPINES","13.1 - PERSONAL CARE",102.4000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",100.3916666666670
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",100.3848153579180
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",102.1083333333330
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",102.1126936041320
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",104.2916666666670
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",104.0411856547890
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",104.5597258255510
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",102.0833333333330
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",101.6166666666670
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",101.6101492189110
