"Geolocation","Commodity Description","2021 Jan"
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",109.3545913049430
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",111.8577665476550
"PHILIPPINES","02.1.3 - Beer (ND)",116.3000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",116.2915024646810
"PHILIPPINES","02.3 - TOBACCO",151.8000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",151.8000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",152.1136943775520
"PHILIPPINES","02.3.0.2 - Cigars (ND)",145.1889850368350
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",129.5235345083440
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",128.8000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",128.8000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",128.8623231843300
"PHILIPPINES","02.900 - NON-FOOD",106.0000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",105.9000000000000
"PHILIPPINES","03.1 - CLOTHING",105.9000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",105.1000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",105.0715096067340
"PHILIPPINES","03.1.2 - Garments (SD)",105.7000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",105.5954428326050
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",105.7413983850710
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",106.0413005496940
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",107.2567536730890
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",107.0000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",106.3460018204990
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",111.1276909584600
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",112.4000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",111.6133488039290
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",114.5071906512910
"PHILIPPINES","03.2 - FOOTWEAR",106.0000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",106.0000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",106.3331244547290
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",104.8911498502800
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",106.7218057603370
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",109.9000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",109.9245244016100
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",104.0000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",106.9000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",106.9000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",106.8748814190800
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",107.3000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",105.9000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",105.8526648003130
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",112.4000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",112.3555297611850
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",105.2000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",105.2000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",105.1989090767830
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",97.7000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",91.1000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",91.1568325039464
"PHILIPPINES","04.5.2 - Gas (ND)",108.0000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",108.0103731775330
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",86.7000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",86.7350120543582
"PHILIPPINES","04.5.4 - Solid fuels (ND)",117.6000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",117.4343058602220
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",118.1028978764820
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",107.4000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",104.9000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",104.9000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",104.8000627967750
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",107.6688671145020
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",105.2394455408250
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",104.1000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",104.1000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",103.0593735176340
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",104.3764566276090
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",104.2348150888760
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",105.9561956722560
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",104.2000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",103.9000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",104.6682653922430
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",102.7863912501670
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",103.2890611114510
"PHILIPPINES","05.3.2 - Small household appliances (SD)",106.0000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",106.1953976433180
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",105.9467786757990
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",104.2000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",104.1790411555160
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",106.3000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",106.3000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",106.6727029822510
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",104.8452896914410
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",106.2537359171820
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",104.5000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",102.1000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",102.0598363317140
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",105.2000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",106.3439704875480
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",104.4717121590070
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",108.8000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",106.8000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",107.1437246192420
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",106.6741135562430
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",112.5000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",112.4845629248770
"PHILIPPINES","06 - HEALTH",110.4000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",108.6000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",108.7000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",108.7228215321090
"PHILIPPINES","06.1.2 - Medical products (ND)",104.9000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",107.0252944124180
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0125882535180
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",108.1028295661800
"PHILIPPINES","06.1.3 - Assistive products (D)",106.2000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",106.1786322659470
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",116.0000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",111.2000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",111.1233540304390
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",125.2000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",125.1798988529520
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",112.0000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",112.0000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",111.9483686205480
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",112.0000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",112.0000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",112.0213481162570
"PHILIPPINES","07 - TRANSPORT",108.8000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",108.7000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",106.7000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",106.6921693749330
"PHILIPPINES","07.1.2 - Motorcycles (D)",105.6000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",105.6295882114690
"PHILIPPINES","07.1.3 - Bicycles (D)",122.0000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",121.9994909691820
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",92.9000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",105.2000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",104.4669345432250
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",105.8496123966270
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",103.0564250742440
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",91.0000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",85.7191244777557
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",92.5446353103059
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",106.1109266024580
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",104.7847878821670
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",104.4000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",104.3218125586060
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.3000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",103.0365064520480
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",118.6000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",118.9000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.7391323039130
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.2864949373280
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",121.4279146940190
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",82.1000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",82.1525131156130
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",141.7000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",141.6950079375260
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3503689866260
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",101.2000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",101.1000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.1000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.0812665519800
"PHILIPPINES","08.1.3 - Information processing equipment (D)",101.4000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",101.2022823860060
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",102.4518037921760
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",101.0000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.9624797723690
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.6000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.5328351035630
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.2000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.9000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.8928948094120
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.8000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.7963084714830
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",104.0000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",104.0072693293210
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",105.6000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",105.5731363242690
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",104.1000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",100.2000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.2000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",100.1679901492230
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",102.8000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",102.8000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",102.7820646523970
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",103.5000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.5095896587870
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",106.5000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",107.9000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",103.8499333377110
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",112.3523491320190
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",105.2000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",105.2004282036370
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.5000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",105.7000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",105.7638832985450
"PHILIPPINES","09.4.7 - Games of chance (S)",95.3000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.3242697184958
"PHILIPPINES","09.5 - CULTURAL GOODS",103.0000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",103.0000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",102.9874956906570
"PHILIPPINES","09.6 - CULTURAL SERVICES",104.3000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",105.3000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",105.3024128979040
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",103.6000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",103.6027885063200
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",107.4000000000000
"PHILIPPINES","09.7.1 - Books (SD)",102.7000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.3970098066840
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",103.3656748415650
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.4000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",101.9401920126170
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.7369813158330
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",109.2000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",109.1413918375140
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",106.7000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.0000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.0000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.6018639210510
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.1338531720610
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.3000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.3000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.4631810644610
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",104.9145417542350
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",105.2000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",105.2000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",105.1852827408310
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",107.5000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",107.6000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",107.6000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",107.5986809370750
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
