"Geolocation","Commodity Description","2021 Oct"
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",109.6000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",107.6000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",107.6447233515420
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",116.3000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",116.2585861520050
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",107.1000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",107.1000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",107.1605912195730
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",106.1000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",97.8000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",97.8015872284969
"PHILIPPINES","04.5.2 - Gas (ND)",126.5000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",126.4601561135230
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",108.7000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",108.7570130869370
"PHILIPPINES","04.5.4 - Solid fuels (ND)",119.8000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",119.3504725512640
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",121.0093726186130
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",109.1000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",106.1000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",106.1000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",105.9631312633720
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",110.4395635075570
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",106.3302542085130
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",104.9000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",104.9000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",103.7605487684050
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",105.3127722602500
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",105.3291821389120
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",107.0823784424750
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",105.5000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",105.0000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",106.3069810042650
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",103.5269567685850
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",103.3171938590820
"PHILIPPINES","05.3.2 - Small household appliances (SD)",108.1000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",108.3359834984020
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",108.0364263112690
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",104.3000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",104.3171594643280
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",108.0000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",108.0000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",108.8907490747780
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",105.9633766158390
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",107.4036979967300
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",105.9000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",102.5000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",102.4777607272840
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",106.8000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",108.3085365546350
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",105.7564405169800
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",110.6000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",107.9000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",108.4928815513120
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",107.7235178404400
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",115.9000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",115.8737613500690
"PHILIPPINES","06 - HEALTH",113.1000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",110.8000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",110.9000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",110.9331099831930
"PHILIPPINES","06.1.2 - Medical products (ND)",104.5000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",109.4318818766920
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",95.7407351692864
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",109.2224986423470
"PHILIPPINES","06.1.3 - Assistive products (D)",108.1000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",108.0990131290840
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",120.3000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",114.8000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",114.7373799677730
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",131.0000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",131.0080354030980
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",114.9000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",114.9000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",114.8856070342150
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",115.5000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",115.5000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",115.4499285381480
"PHILIPPINES","07 - TRANSPORT",115.1000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",108.9000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",102.7000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",102.7771502083390
"PHILIPPINES","07.1.2 - Motorcycles (D)",106.2000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",106.2785613773400
"PHILIPPINES","07.1.3 - Bicycles (D)",127.1000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",127.1049938187620
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",113.5000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",106.8000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",105.8172898935700
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",107.8327916139630
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",103.5123204109480
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",114.9000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",114.3775792222130
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",115.1149713269420
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",124.1448023912320
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",106.2837867764510
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",105.6000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",105.5653377052770
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.1000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.5937522127520
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",118.5000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",120.2000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.6449602975510
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.3299819415000
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",122.9565681386730
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",86.7000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",86.8067285211284
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",86.7000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",86.6191948476474
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.7000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.7000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3784386259420
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",101.7000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",102.3000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",102.3000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",102.2507653952440
"PHILIPPINES","08.1.3 - Information processing equipment (D)",101.6000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",101.3924647520520
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",103.0374482699270
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.5000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.5472242267690
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.8000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.8013606270430
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.5000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",101.5000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",101.4831090868290
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.0000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.9636626287640
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",104.9000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",104.9515179145430
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",106.0000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",106.0296581671560
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",105.3000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",100.4000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.4000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",100.3851845525740
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",103.3000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",103.3000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",103.3011973079800
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",104.0000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.9669670321940
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",110.1000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",112.5000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",108.6714282937120
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",116.4511643693130
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",108.0000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",108.0467536671080
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.2000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",106.1000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",106.1180362704450
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",104.3000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",104.3000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",104.2707871333580
"PHILIPPINES","09.6 - CULTURAL SERVICES",104.8000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",105.6000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",105.6122870484030
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.1000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.1041807449230
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",108.8000000000000
"PHILIPPINES","09.7.1 - Books (SD)",102.9000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.5951010648170
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",103.7390513267890
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.8000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",102.4023361918080
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.9057125749210
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",110.9000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",110.9338673171250
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",107.3000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.1000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.1000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.7144747760830
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.2338661521060
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.7000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.7000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.8065641702040
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.1259971912360
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",106.4000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",106.4000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",106.4335804073910
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",110.3000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",110.4000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",110.4000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",110.4154565539470
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.4000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.4000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.4317202438330
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
