"Geolocation","Commodity Description","2022 Ave"
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",125.6805698448740
"PHILIPPINES","01.1.7.4 - Other vegetables, fresh or chilled (ND)",136.4460644743460
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",118.4232726152020
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",119.3734680980610
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",123.3583333333330
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",137.9034459165650
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",112.9481475393090
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",117.4484076920760
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",113.2021159851470
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",109.5190960943700
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",109.7688451911380
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",116.3916666666670
"PHILIPPINES","01.1.9.2 - Baby food (ND)",108.3362295398530
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",119.9473919191360
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",121.5975890103820
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",116.7497593464780
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",110.8583333333330
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",122.1250000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",122.1449561302240
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",107.5916666666670
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",107.5786332482900
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",110.8166666666670
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",110.8362812714950
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",115.6750000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",115.6639612810100
"PHILIPPINES","01.2.5 - Water (ND)",106.5666666666670
"PHILIPPINES","01.2.5.0 - Water (ND)",106.5848303076470
"PHILIPPINES","01.2.6 - Soft drinks (ND)",113.5666666666670
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",113.5615974871380
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",119.8916666666670
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",119.9003072048850
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",152.9250000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",125.8416666666670
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",127.0250000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",127.0301154868590
"PHILIPPINES","02.1.2 - Wine (ND)",118.2166666666670
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",114.6610978214360
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",119.0786206029290
"PHILIPPINES","02.1.3 - Beer (ND)",125.3250000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",125.3258143034110
"PHILIPPINES","02.3 - TOBACCO",171.6333333333330
"PHILIPPINES","02.3.0 - Tobacco (ND)",171.6333333333330
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",172.1612185568030
"PHILIPPINES","02.3.0.2 - Cigars (ND)",160.3145964991480
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",134.9973348797070
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",146.4666666666670
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",146.4666666666670
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",146.4877338957820
"PHILIPPINES","02.900 - NON-FOOD",113.9083333333330
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",109.6583333333330
"PHILIPPINES","03.1 - CLOTHING",109.3250000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",107.4500000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",107.4143966641840
"PHILIPPINES","03.1.2 - Garments (SD)",109.0750000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",109.0308029460810
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",109.0122750919220
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",110.8113233104510
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",113.6993256548310
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",109.8166666666670
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",109.2656594441150
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",113.7600615551580
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",118.4416666666670
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",117.8177438164740
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",120.1072960528650
"PHILIPPINES","03.2 - FOOTWEAR",110.4250000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",110.4250000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",110.9414566010460
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",109.4189002410510
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",110.6803712929860
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",114.5083333333330
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",114.5113076636600
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",112.5833333333330
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",109.9750000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",109.9750000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",109.9805004634220
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",112.9250000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",111.1083333333330
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",111.1149474918220
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",119.2500000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",119.2327373285690
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",105.7250000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",105.7250000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",105.7204722249470
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",118.6583333333330
"PHILIPPINES","04.5.1 - Electricity (ND)",112.8250000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",112.8230936117880
"PHILIPPINES","04.5.2 - Gas (ND)",135.2666666666670
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",135.2557185244720
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",151.0166666666670
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",151.0449539345630
"PHILIPPINES","04.5.4 - Solid fuels (ND)",123.3083333333330
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",122.4437711791650
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",125.6113630978850
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",111.9500000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",107.5416666666670
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",107.5416666666670
"PHILIPPINES","05.1.1.1 - Household furniture (D)",107.3650711061380
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",112.4860121845190
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",107.6848664234280
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",106.3583333333330
"PHILIPPINES","05.2.1 - Household textiles (SD)",106.3583333333330
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",105.0076847414100
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",106.8318261638130
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",107.1075762328490
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",108.2010306915070
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",107.1000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",106.5666666666670
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",108.0082714665250
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",104.8825275530950
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",104.6283494452520
"PHILIPPINES","05.3.2 - Small household appliances (SD)",110.0416666666670
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",110.1168520823440
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",110.0118257566500
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",106.4500000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",106.4569659969400
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",110.0416666666670
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",110.0416666666670
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",111.1211098373830
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",107.6771765647040
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",109.1731163964690
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",107.2916666666670
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",103.4083333333330
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",103.3983724353000
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",108.4833333333330
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",109.7800330331210
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",107.4726248299510
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",114.1333333333330
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",110.9166666666670
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",111.3864312832610
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",110.7471504028170
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",120.1666666666670
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",120.1755335954200
"PHILIPPINES","06 - HEALTH",115.1166666666670
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",112.8000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",112.9916666666670
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",112.9988218577260
"PHILIPPINES","06.1.2 - Medical products (ND)",105.3833333333330
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",111.6664861838690
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",94.2749323968790
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",111.1578016233830
"PHILIPPINES","06.1.3 - Assistive products (D)",109.8416666666670
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",109.8510611705120
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",123.3583333333330
"PHILIPPINES","06.2.1 - Preventive care services (S)",117.0500000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",117.0475004948290
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",135.4583333333330
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",135.4388383635100
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",112.1500000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",112.1441020586010
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",115.9000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",115.9000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",115.9020720673600
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",119.1083333333330
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",119.1083333333330
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",119.1062763676400
"PHILIPPINES","07 - TRANSPORT",126.7416666666670
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",110.0583333333330
"PHILIPPINES","07.1.1 - Motor cars (D)",102.7666666666670
"PHILIPPINES","07.1.1.1 - New motor cars (D)",102.7716923256820
"PHILIPPINES","07.1.2 - Motorcycles (D)",108.2000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",108.2119208855990
"PHILIPPINES","07.1.3 - Bicycles (D)",128.0166666666670
"PHILIPPINES","07.1.3.0 - Bicycles (D)",128.0153993367090
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",139.8333333333330
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",108.6166666666670
"PHILIPPINES","07.2.1.1 - Tires (SD)",107.6873961917520
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",109.4880964797420
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",100.5626454771650
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",145.4666666666670
"PHILIPPINES","07.2.2.1 - Diesel (ND)",167.2934220877740
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",138.5881773032530
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",134.4237794752580
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",108.2829694957980
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",107.9833333333330
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",107.9897110101130
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",101.6583333333330
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",101.8155520694860
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.1683401731640
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",124.8916666666670
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",126.0666666666670
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",111.7755070316100
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",106.8784943413460
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",129.5818305004840
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",104.3000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",104.2878046356670
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",105.4166666666670
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",105.3975327351180
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.8250000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.8250000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.7934140632310
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",102.0916666666670
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",102.7083333333330
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",102.0083333333330
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.9917640729290
"PHILIPPINES","08.1.3 - Information processing equipment (D)",102.3500000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",102.0111909781260
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",104.2598348839370
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",103.3000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",103.2809641436410
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",102.8083333333330
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",102.8197020203730
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.7916666666670
"PHILIPPINES","08.3.1 - Fixed communication services (S)",102.6916666666670
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",102.6552993226020
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.2250000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.2194945156630
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",105.2916666666670
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",105.3199204877040
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",109.5916666666670
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",109.6041900064230
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",107.2166666666670
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.2083333333330
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.2083333333330
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.2026697570780
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",104.4666666666670
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",104.4500000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",104.4422924762430
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",104.9833333333330
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",104.9957502517960
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",114.3416666666670
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",118.3833333333330
"PHILIPPINES","09.3.1.1 - Garden products (ND)",116.7113831525450
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",120.1400202776140
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",110.6500000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",110.6378202168960
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",107.8583333333330
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",107.8594729260830
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",105.3083333333330
"PHILIPPINES","09.5.1 - Musical instruments (D)",105.3083333333330
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",105.3008230430360
"PHILIPPINES","09.6 - CULTURAL SERVICES",106.8750000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",110.1166666666670
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",110.1241445658360
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.4916666666670
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.4900074773630
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",111.3583333333330
"PHILIPPINES","09.7.1 - Books (SD)",104.2500000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",103.9254883710860
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",104.9247444122000
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",102.1416666666670
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",102.9469686172620
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.0511559067020
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",113.9666666666670
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",113.9652757903820
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.6666666666670
"PHILIPPINES","09.8.0 - Package holidays (S)",100.6666666666670
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.6457779864610
"PHILIPPINES","10 - EDUCATION SERVICES",108.8250000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",110.1500000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",110.1500000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",110.0367918315880
"PHILIPPINES","10.1.0.2 - Primary education (S)",110.1608863346390
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",108.6083333333330
"PHILIPPINES","10.2.0 - Secondary education (S)",108.6083333333330
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",110.0306823899730
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.3585511071840
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",108.1000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",108.1000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",108.0715688232870
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",107.4166666666670
"PHILIPPINES","10.5.0 - Education not defined by level (s)",107.4166666666670
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",107.9261578637480
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",113.8500000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",114.0250000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",114.0250000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",114.0252371614230
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",102.2583333333330
"PHILIPPINES","11.2.0 - Accommodation services (S)",102.2583333333330
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",102.2516987582150
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
