"Geolocation","Commodity Description","2019 Jan"
"PHILIPPINES","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",102.8405491301170
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",101.1742655032550
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",93.3814814994751
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",100.9000000000000
"PHILIPPINES","01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",100.5811203397390
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",104.8296433997560
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",108.7671548452080
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",100.0428877783800
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",107.9102044003760
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",100.9359184047140
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",102.2161754698120
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",101.7000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",101.8661775067700
"PHILIPPINES","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",103.9904614304130
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",105.8782393337380
"PHILIPPINES","01.1.7.4 - Other vegetables, fresh or chilled (ND)",95.5350113199198
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",107.6434039881800
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",103.0314645574370
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",102.8000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",104.0477967558000
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",101.5620258896910
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",102.5319258952010
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",102.2569797214280
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",101.4489714834020
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",101.4997683110320
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",102.1000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",100.8562842159710
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",102.2281658863690
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",103.9104800811510
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",102.2748989769030
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",102.7000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",107.4000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",107.4015285497070
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",101.5000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",101.5173113687140
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",100.7000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",100.6538224146750
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",103.9000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",103.9018860756420
"PHILIPPINES","01.2.5 - Water (ND)",100.7000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",100.6414244125060
"PHILIPPINES","01.2.6 - Soft drinks (ND)",104.2000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",104.1873363356160
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",106.3000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",106.2677675100820
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",105.2000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",102.1000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",102.0000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",102.0047386690610
"PHILIPPINES","02.1.2 - Wine (ND)",102.6000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",101.9899060683610
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",102.7768864902060
"PHILIPPINES","02.1.3 - Beer (ND)",102.2000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",102.2097840463000
"PHILIPPINES","02.3 - TOBACCO",107.4000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",107.4000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",107.5182652579300
"PHILIPPINES","02.3.0.2 - Cigars (ND)",102.5131925775820
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",103.4733200039700
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",104.6000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",104.6000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",104.6312301691010
"PHILIPPINES","02.900 - NON-FOOD",101.0000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",101.4000000000000
"PHILIPPINES","03.1 - CLOTHING",101.4000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",101.1000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",101.0501903444680
"PHILIPPINES","03.1.2 - Garments (SD)",101.3000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",101.3875321895800
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",101.2141297623020
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",101.5590769002000
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",101.5052173346360
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",101.7000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",101.5393640081730
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",102.8363183840450
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",103.4000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",103.1252798011540
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",104.3107827465930
"PHILIPPINES","03.2 - FOOTWEAR",101.5000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",101.5000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",101.5766398278890
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",101.0960152524850
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",101.6834869791710
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",102.4000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",102.4049966344100
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",101.2000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",102.0000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",102.0000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",101.9323693083220
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",101.9000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",101.5000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",101.5040496635080
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",103.6000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",103.6113300240290
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",103.5000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",103.5000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",103.4666908210480
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",99.4000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",99.8000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",99.8203229480666
"PHILIPPINES","04.5.2 - Gas (ND)",95.7000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",95.7145494507694
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",93.4000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",93.3885800261777
"PHILIPPINES","04.5.4 - Solid fuels (ND)",103.1000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",102.9679985197090
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",103.5672501672420
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.7000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",101.1000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",101.1000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",101.2339183654040
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",100.6509352031440
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",100.2642004166750
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",100.9000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",100.9000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",100.8776184382340
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",100.9032474552530
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",100.6909615566920
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",101.5637625115110
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",101.2000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",101.1000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",101.1123535389560
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",101.1884973009540
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",100.5740132880440
"PHILIPPINES","05.3.2 - Small household appliances (SD)",101.7000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",102.2094017712610
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",101.5419292040270
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",101.1000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",101.1554042966690
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",101.5000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",101.5000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",101.6618356336630
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",100.9699368847350
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",101.4826662093200
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",100.9000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",100.3000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",100.2358335777510
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",101.1000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",101.1566375783980
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",101.0450984742420
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",102.0000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",101.6000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",101.7094973038480
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",101.6072368479220
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",102.7000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",102.6520636610910
"PHILIPPINES","06 - HEALTH",102.1000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",101.5000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",101.5000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",101.5152117231100
"PHILIPPINES","06.1.2 - Medical products (ND)",100.8000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",101.1159303797460
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0014127315080
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",101.5294291568420
"PHILIPPINES","06.1.3 - Assistive products (D)",101.1000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",101.1157633343450
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",103.4000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",103.2000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",103.1725860304580
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",103.8000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",103.7912396215890
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",103.1000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",103.1000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",103.1390074623580
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",103.2000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",103.2000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",103.1721001245550
"PHILIPPINES","07 - TRANSPORT",98.1000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",100.6000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",100.2000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",100.2245579408770
"PHILIPPINES","07.1.2 - Motorcycles (D)",100.6000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",100.5424696822930
"PHILIPPINES","07.1.3 - Bicycles (D)",101.2000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",101.2746910190080
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",90.2000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",100.9000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",100.6543818000020
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",101.2993919453290
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",100.0000000000000
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",88.2000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",88.0806407578352
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",88.1558426396544
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",97.3762869478579
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",101.1376938179380
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",101.1000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",101.0941457121530
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.0000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.3519414637400
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",102.3000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",102.2000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",104.2373147003340
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.0284214636720
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",101.7351365568780
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",98.7000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",98.7373842137225
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",106.3000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",106.2852814328880
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.7000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.7000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3964748510270
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",100.2000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",100.3000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",100.6000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",100.5844474443080
"PHILIPPINES","08.1.3 - Information processing equipment (D)",100.4000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.3682267033520
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",100.3061746544490
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.0000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",99.9270928185761
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",100.9000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",100.9020949523010
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",100.2000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.1000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.0483692430030
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.2000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.1547322211810
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",100.1000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",100.1925165441540
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",102.4000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",102.4503035910290
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",102.5000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.9000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.9000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.9517569817538
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",100.6000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",100.6000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",100.6430419683720
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",101.0000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",100.9298380192970
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",101.3000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",101.8000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",101.0646994754580
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",102.5044979224960
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",101.0000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",101.0241421797160
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",109.7000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",100.6000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",100.5911792014780
"PHILIPPINES","09.4.7 - Games of chance (S)",109.8000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",109.7380602552360
"PHILIPPINES","09.5 - CULTURAL GOODS",100.9000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",100.9000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",100.8713132774160
"PHILIPPINES","09.6 - CULTURAL SERVICES",101.7000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",102.9000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",102.8843860152140
"PHILIPPINES","09.6.3 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",100.9000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",100.9204946396500
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",101.6000000000000
"PHILIPPINES","09.7.1 - Books (SD)",100.6000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",100.4077937631650
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",100.8023029149530
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",100.5000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",100.3952580958460
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.5323552237360
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",102.0000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",102.0047782448720
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",101.8000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",102.3000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",102.3000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",102.2385994035300
"PHILIPPINES","10.1.0.2 - Primary education (S)",102.3151890672630
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",101.8000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",101.8000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",101.9580254863150
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",101.7109345781450
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",101.3000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",101.3000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",101.3016535219790
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",100.3000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",100.3000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",100.3526290003830
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",99.8511445947030
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",102.4000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",102.5000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",102.5000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",102.4749246079570
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.0000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.0000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0042831500520
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
