"Geolocation","Commodity Description","2022 Nov"
"PHILIPPINES","01.1.4.7 - Milk-based dessert and beverages (ND)",110.2991554866610
"PHILIPPINES","01.1.4.8 - Eggs (ND)",129.0164929684700
"PHILIPPINES","01.1.5 - Oils and fats (ND)",134.8000000000000
"PHILIPPINES","01.1.5.1 - Vegetable oils (ND)",140.9471795738640
"PHILIPPINES","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",120.3175128520050
"PHILIPPINES","01.1.5.3 - Margarine and similar preparations (ND)",114.3357608189730
"PHILIPPINES","01.1.5.9 - Other animal oils and fats (ND)",119.2732890828490
"PHILIPPINES","01.1.6 - Fruits and nuts (ND)",122.7000000000000
"PHILIPPINES","01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",122.1904761491950
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",135.8141369470770
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",127.5546755872860
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",120.2527211710640
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",127.7695668557260
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",123.6553215353070
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",122.7019744140210
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",153.7000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",138.1811174848100
"PHILIPPINES","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",154.1394815393890
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",144.6034295477000
"PHILIPPINES","01.1.7.4 - Other vegetables, fresh or chilled (ND)",178.6936896101200
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",138.5192396961910
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",125.2483279211870
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",144.6000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",181.0978630965780
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",117.4889753333300
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",122.3234117570250
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",116.8292021002110
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",112.6384454995520
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",114.3639638625800
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",121.4000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",113.2760618939210
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",125.8871592035190
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",124.5094096790800
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",120.9863117356480
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",113.9000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",125.2000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",125.1978843899600
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",110.5000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",110.4745566275350
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",113.6000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",113.6405660992130
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",119.1000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",119.1103595344550
"PHILIPPINES","01.2.5 - Water (ND)",108.0000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",108.0034719551390
"PHILIPPINES","01.2.6 - Soft drinks (ND)",119.4000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",119.4248087593420
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",123.4000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",123.4070346232200
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",159.0000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",129.1000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",130.3000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",130.2883637786740
"PHILIPPINES","02.1.2 - Wine (ND)",121.3000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",118.6147461478920
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",121.9462456825040
"PHILIPPINES","02.1.3 - Beer (ND)",128.5000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",128.5111379654460
"PHILIPPINES","02.3 - TOBACCO",179.6000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",179.6000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",180.1566672768990
"PHILIPPINES","02.3.0.2 - Cigars (ND)",172.9757172664210
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",138.5481336281450
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",147.9000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",147.9000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",147.9589647919300
"PHILIPPINES","02.900 - NON-FOOD",116.7000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",111.5000000000000
"PHILIPPINES","03.1 - CLOTHING",111.2000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",108.9000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",108.9586612518410
"PHILIPPINES","03.1.2 - Garments (SD)",110.8000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",110.9027154585870
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",110.7479968567700
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",112.9747364314460
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",116.3210674980180
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",111.1000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",110.4881323351590
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",115.9130439685520
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",122.3000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",122.3497307521590
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",122.3288834439320
"PHILIPPINES","03.2 - FOOTWEAR",112.2000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",112.2000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",113.2415517595390
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",110.8417043154490
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",112.0397604616580
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",116.8000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",116.7726964211230
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",115.5000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",112.0000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",112.0000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",112.0122289726310
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",115.2000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",113.5000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",113.5216091843030
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",121.1000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",121.0882593601630
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",105.9000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",105.9000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",105.8652105782740
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",123.6000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",120.8000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",120.8301138686330
"PHILIPPINES","04.5.2 - Gas (ND)",130.2000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",130.1434434664700
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",162.9000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",162.9127228833590
"PHILIPPINES","04.5.4 - Solid fuels (ND)",127.1000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",126.7927673367660
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",127.6919204596160
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",114.2000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",108.8000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",108.8000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",108.5978996827190
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",112.7711971641410
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",108.6805810314760
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",107.4000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",107.4000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",106.1431325901540
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",107.8508604798520
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",108.7006784734580
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",108.8799623868910
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",108.5000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",107.8000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",109.3378476796590
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",106.2489800828180
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",105.3276198014900
"PHILIPPINES","05.3.2 - Small household appliances (SD)",111.9000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",112.5808430358790
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",111.7376824200830
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",108.3000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",108.3371422165420
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",111.6000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",111.6000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",112.9009496226400
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",109.0240867828430
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",110.4089507601510
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",108.5000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",103.7000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",103.7405094926190
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",109.9000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",110.8085208505130
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",109.2215860063490
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",116.7000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",113.5000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",114.0865047622690
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",113.3289503785930
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",122.9000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",122.8660353473850
"PHILIPPINES","06 - HEALTH",116.5000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",114.4000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",114.6000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",114.5579630294630
"PHILIPPINES","06.1.2 - Medical products (ND)",106.0000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",113.4406090137220
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",93.2311118116206
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",112.4637072364380
"PHILIPPINES","06.1.3 - Assistive products (D)",111.4000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",111.4014506763730
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",125.5000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",117.8000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",117.8418379242810
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",140.3000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",140.2801569910780
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",128.6000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",128.5732653323620
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",116.0000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",116.0000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",115.9876136950240
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",123.8000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",123.8000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",123.7193907634530
"PHILIPPINES","07 - TRANSPORT",131.0000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",110.8000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",102.9000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",102.9488379230000
"PHILIPPINES","07.1.2 - Motorcycles (D)",109.2000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",109.2750893823290
"PHILIPPINES","07.1.3 - Bicycles (D)",128.7000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",128.6813834151290
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",139.1000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",109.6000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",108.6927396143030
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",110.4376924483510
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",98.4557348101774
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",144.4000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",179.1961270614570
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",133.1626362099160
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",126.7353038857520
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",110.3136910697240
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",109.5000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",109.5715813659930
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",102.7000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",102.8555523487180
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.7671684342010
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",133.6000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",136.0000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",119.3956464773560
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",111.7291847825780
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",140.0929823086890
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",114.2000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",114.2200195142460
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",73.8000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",73.7436497028488
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.9000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.9000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",104.0640198751900
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",102.4000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",103.1000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",102.0000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.9809462571520
"PHILIPPINES","08.1.3 - Information processing equipment (D)",102.8000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",102.3426366551790
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",105.4056622821110
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.0000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",103.9291401325650
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",104.1000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",104.0986478350890
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",102.1000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",105.5000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",105.4897751638200
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.3000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.2980242079640
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",106.2000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",106.1782174077780
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",113.6000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",113.5989813675890
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",108.9000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.4000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.4000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.3998048191500
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",105.5000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",105.5000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",105.4523389706650
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",106.4000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",106.4512841069430
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",116.6000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",120.4000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",119.2031197700130
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",121.5966756600300
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",113.1000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",113.1064944249030
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",109.3000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",109.2861910861160
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",106.0000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",106.0000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",105.9971857522460
"PHILIPPINES","09.6 - CULTURAL SERVICES",108.4000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",113.5000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",113.4749249806450
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.7000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.6651366712270
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",113.9000000000000
"PHILIPPINES","09.7.1 - Books (SD)",105.6000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",105.6252210302290
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",105.5544620002220
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",102.6000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",103.5780890229810
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.1393832634150
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",117.0000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",117.0076542434830
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",102.6000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",102.6000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",102.5567867964740
"PHILIPPINES","10 - EDUCATION SERVICES",111.2000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",113.2000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",113.2000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",113.5377652926870
"PHILIPPINES","10.1.0.2 - Primary education (S)",113.0042531552860
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",110.4000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",110.4000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",112.3211121297570
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.7217196466120
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",110.4000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",110.4000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",110.3827238717790
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",110.1000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",110.1000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",111.0148501053950
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",117.5000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",117.7000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",117.7000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",117.6470537111120
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",104.5000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",104.5000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",104.5010837436980
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
