"Geolocation","Commodity Description","2023 Jul"
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",133.9446648655670
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",127.5052145585090
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",127.5529132106790
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",142.0000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",141.3786909702340
"PHILIPPINES","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",127.3508959203480
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",127.4435093213690
"PHILIPPINES","01.1.7.4 - Other vegetables, fresh or chilled (ND)",162.5773063563010
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",146.6141307142350
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",135.0876285833540
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",148.2000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",180.5422764295070
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",125.5747842443770
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",133.2630056594360
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",123.5928458028410
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",117.8333452275700
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",123.2364985463580
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",125.7000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",117.6410520441910
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",130.8355516708400
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",126.5215596365910
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",128.3531930262560
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",118.2000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",130.5000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",130.5426904134120
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",114.1000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",114.1700358237510
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",117.8000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",117.8082417383760
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",125.7000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",125.7013647623270
"PHILIPPINES","01.2.5 - Water (ND)",110.5000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",110.5086354545230
"PHILIPPINES","01.2.6 - Soft drinks (ND)",124.4000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",124.3984214538510
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",128.7000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",128.6686937134320
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",171.1000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",136.4000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",139.2000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",139.1353749812340
"PHILIPPINES","02.1.2 - Wine (ND)",125.8000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",123.5287475184430
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",126.2604254350470
"PHILIPPINES","02.1.3 - Beer (ND)",134.3000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",134.3274581437420
"PHILIPPINES","02.3 - TOBACCO",195.0000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",195.0000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",195.7788057157160
"PHILIPPINES","02.3.0.2 - Cigars (ND)",182.4008685195090
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",143.1887022740390
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",152.3000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",152.3000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",152.3093130967480
"PHILIPPINES","02.900 - NON-FOOD",118.5000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",115.1000000000000
"PHILIPPINES","03.1 - CLOTHING",114.8000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",110.9000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",110.9177877438950
"PHILIPPINES","03.1.2 - Garments (SD)",114.5000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",114.6563092294930
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",114.2443236026820
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",116.5226293240620
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",119.4876768244900
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",114.0000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",113.4448532699690
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",118.1484233007520
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",126.9000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",126.0362649555360
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",129.0760459871410
"PHILIPPINES","03.2 - FOOTWEAR",115.6000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",115.6000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",115.9673044448800
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",114.4507325179400
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",116.2944232509430
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",120.0000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",120.0040193571620
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",117.3000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",115.4000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",115.4000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",115.3763247150020
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",118.2000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",116.1000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",116.1583000078200
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",125.2000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",125.1836459439340
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",117.4000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",117.4000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",117.4481746311500
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",121.1000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",119.5000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",119.5217482275580
"PHILIPPINES","04.5.2 - Gas (ND)",119.1000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",119.0642185180180
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",140.7000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",140.7410018687220
"PHILIPPINES","04.5.4 - Solid fuels (ND)",131.1000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",130.4632312489880
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",132.7237328478730
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",118.5000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",110.7000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",110.7000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",110.4524593687670
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",113.9355998128830
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",111.3953817867330
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",110.0000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",110.0000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",109.0173344346450
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",110.2223491123380
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",111.7162604757370
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",111.5366856504700
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",110.9000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",110.0000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",111.7257253006140
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",108.2928504430460
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",107.6769305154060
"PHILIPPINES","05.3.2 - Small household appliances (SD)",115.5000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",114.9433007339340
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",115.6836021961470
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",110.7000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",110.6364637112670
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",115.1000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",115.1000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",117.1904705414070
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",111.2385164624910
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",113.0296359110630
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",109.5000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",97.6000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",97.5697206286583
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",113.2000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",114.5542731071860
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",112.0802669232320
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",122.0000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",118.7000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",119.2441089020430
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",118.5235712846490
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",128.3000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",128.2830489940060
"PHILIPPINES","06 - HEALTH",119.8000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",117.6000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",118.0000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",117.9636211288760
"PHILIPPINES","06.1.2 - Medical products (ND)",106.2000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",116.1762579757480
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",88.8066342644124
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",115.4421919816880
"PHILIPPINES","06.1.3 - Assistive products (D)",113.0000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",112.9768666108170
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",129.0000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",120.7000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",120.7527230634640
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",144.8000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",144.8503589957190
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",128.6000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",128.5732653323620
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",118.9000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",118.9000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",118.8928564419610
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",127.5000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",127.5000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",127.4852266543120
"PHILIPPINES","07 - TRANSPORT",126.9000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",112.5000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",103.1000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.1726258267760
"PHILIPPINES","07.1.2 - Motorcycles (D)",111.7000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",111.6640018624060
"PHILIPPINES","07.1.3 - Bicycles (D)",130.9000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",130.8857231161710
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",121.3000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",113.2000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",111.4072926243670
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",114.8154354435860
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",98.4557348101774
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",122.9000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",130.3405961191190
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",120.5824576310240
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",107.6386582530720
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",112.9542707125160
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",112.7000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",112.6675125229770
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",107.0000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",107.6196292785110
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",101.9916110529790
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",135.8000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",136.4000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",120.6125503465520
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",112.1156331445690
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",140.3081569768010
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",118.0000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",117.9785889675970
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",140.8000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",140.7290128216230
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",105.0000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",105.0000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",104.4250027252340
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",102.7000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",103.3000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.9000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.8964255003340
"PHILIPPINES","08.1.3 - Information processing equipment (D)",103.3000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",102.7103971038200
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",107.0765837772630
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.2000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.1727594803510
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",104.2000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",104.2015374774730
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",102.5000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",105.6000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",105.6161392358230
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.6000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.6122127509930
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",107.1000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",107.0405104291530
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",114.0000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",114.0185407416760
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",112.1000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.4000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.4000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.3968690400150
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",109.1000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",109.1000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",109.0817202760060
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",107.7000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",107.7966742601640
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",95.2000685680730
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",119.7000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",121.6000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",116.2484233380270
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",127.3824538739090
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",117.9000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",117.8958800788730
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.4000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",112.8000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",112.7758087305430
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",107.3000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",107.3000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",107.2506493071470
"PHILIPPINES","09.6 - CULTURAL SERVICES",110.9000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",117.6000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",117.6601463580080
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",106.0000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",106.0270462183490
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",118.6000000000000
"PHILIPPINES","09.7.1 - Books (SD)",107.4000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",107.3323994445440
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",107.6230245543170
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",104.9000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",107.4806056061410
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.3753004286020
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",122.8000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",122.7905450928100
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",102.6000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",102.6000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",102.6211851345610
"PHILIPPINES","10 - EDUCATION SERVICES",111.3000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",113.2000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",113.2000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",113.5349853062060
"PHILIPPINES","10.1.0.2 - Primary education (S)",113.1422060704420
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",110.4000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",110.4000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",112.4241485987620
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.7285893965630
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",110.5000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",110.5000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",110.4897003767330
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",111.6000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",111.6000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",112.7798171006220
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",122.6000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",122.8000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",122.8000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",122.8266227134520
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",106.2000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",106.2000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",106.2203860927980
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
