"Geolocation","Commodity Description","2023 Dec"
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",119.3000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",117.1000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",117.1185572257230
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",127.2000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",127.1325149860620
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",118.4000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",118.4000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",118.4218833197550
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",120.7000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",113.1000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",113.1383169348160
"PHILIPPINES","04.5.2 - Gas (ND)",138.0000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",137.9539697185830
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",152.1000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",152.0725509684420
"PHILIPPINES","04.5.4 - Solid fuels (ND)",132.9000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",132.0765994522560
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",134.9207996832920
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",119.8000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",111.3000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",111.3000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",111.0960905705580
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",114.4624267693890
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",113.2125158720290
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",110.6000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",110.6000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",109.7349239630500
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",110.8453369687540
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",112.8087424612850
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",112.0504361366640
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",111.7000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",110.7000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",112.4528229360860
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",108.8253525999280
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",108.3504070265070
"PHILIPPINES","05.3.2 - Small household appliances (SD)",116.7000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",116.6577810839340
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",116.7195328017880
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",111.4000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",111.3650739264000
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",116.2000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",116.2000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",118.2776513535690
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",112.3395129752110
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",114.0914044654000
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",110.7000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",98.1000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",98.0593375974755
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",114.5000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",115.8420576637010
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",113.4387551903390
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",123.5000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",120.2000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",120.6891109573800
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",120.0228378903010
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",129.8000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",129.8736244305770
"PHILIPPINES","06 - HEALTH",121.2000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",118.9000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",119.3000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",119.2998846837120
"PHILIPPINES","06.1.2 - Medical products (ND)",106.7000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",117.8610017790110
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",87.8246169815281
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",116.3234147425820
"PHILIPPINES","06.1.3 - Assistive products (D)",114.0000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",113.9678288483340
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",130.8000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",122.4000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",122.3529955746210
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",147.1000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",147.0363959388460
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",128.6000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",128.5732653323620
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",120.3000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",120.3000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",120.2862081270760
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",129.3000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",129.3000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",129.2672910123500
"PHILIPPINES","07 - TRANSPORT",128.9000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",112.9000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",103.2000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.1979148430390
"PHILIPPINES","07.1.2 - Motorcycles (D)",112.3000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",112.3294651131040
"PHILIPPINES","07.1.3 - Bicycles (D)",131.1000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",131.0938909852280
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",124.3000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",113.8000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",111.9361930388990
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",115.5198922022940
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",98.4557348101774
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",126.3000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",137.7327310064620
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",122.4835482568410
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",129.9236134174690
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",114.0394179302570
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",112.9000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",112.8948433165500
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",109.4000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",110.1061451377800
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",101.9916110529790
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",137.7000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",139.2000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",121.9187656005880
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",112.3582139974100
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",143.6251826911850
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",133.5000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",133.5022470372810
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",100.5000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",100.5578123930530
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",105.1000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",105.1000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",104.6291494065370
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",103.0000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",103.7000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",102.0000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",102.0093569669620
"PHILIPPINES","08.1.3 - Information processing equipment (D)",104.1000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",103.2703954260250
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",109.3145681715400
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.5000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.4949048503300
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",104.1000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",104.1172236847400
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",102.7000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",105.6000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",105.6439790995270
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.9000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.8754331799070
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",107.0000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",106.9973401481810
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",113.8000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",113.8593339273920
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",114.2000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.3000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.3000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.2805005150280
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",109.8000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",109.7000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",109.7958621962700
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",108.7000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",108.7732099061380
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",95.2000685680730
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",121.3000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",122.4000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",115.7982833444480
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",129.4141819613800
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",120.2000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",120.1629933335900
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.4000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",113.5000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",113.4271158506370
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1162854061178
"PHILIPPINES","09.5 - CULTURAL GOODS",107.7000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",107.7000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",107.6762043886100
"PHILIPPINES","09.6 - CULTURAL SERVICES",111.4000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",118.6000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",118.5822082521480
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",106.3000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",106.2681104568060
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",122.8000000000000
"PHILIPPINES","09.7.1 - Books (SD)",108.3000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",108.3558110659350
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",108.3419050249750
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",105.2000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",107.9822025477600
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.3882242810790
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",128.1000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",128.1181033974230
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",102.6000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",102.6000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",102.6211851345610
"PHILIPPINES","10 - EDUCATION SERVICES",115.1000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",117.3000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",117.3000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",118.1483745614620
"PHILIPPINES","10.1.0.2 - Primary education (S)",116.9651890948990
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",114.3000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",114.3000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",116.7703016696270
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",108.6677030384350
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",114.1000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",114.1000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",114.1611563484440
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",112.0000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",112.0000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",113.3431647069640
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",124.7000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",125.0000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",125.0000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",124.9997186655040
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",107.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",107.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",107.0836903435250
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
