"Geolocation","Commodity Description","2018 Jun"
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",99.9723158649574
"PHILIPPINES","02.1.2 - Wine (ND)",100.0000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",99.4503412047007
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",100.0988251737030
"PHILIPPINES","02.1.3 - Beer (ND)",99.7000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",99.6946385463991
"PHILIPPINES","02.3 - TOBACCO",100.8000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",100.8000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",100.8849935060330
"PHILIPPINES","02.3.0.2 - Cigars (ND)",98.7650104797557
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",99.6944191685153
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",97.2000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",97.2000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",97.2068900360469
"PHILIPPINES","02.900 - NON-FOOD",99.9000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",99.8000000000000
"PHILIPPINES","03.1 - CLOTHING",99.8000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",99.9000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",99.8702179304906
"PHILIPPINES","03.1.2 - Garments (SD)",99.8000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",99.8575862607436
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",99.7983988527708
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",99.8128107272869
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",99.8655528740135
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",99.6000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",99.6811054471852
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",99.4251740301781
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",98.7000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",98.3248348905295
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",99.6581819962069
"PHILIPPINES","03.2 - FOOTWEAR",99.8000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",99.8000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",99.7387941794101
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",99.8222652733117
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",99.9228651278981
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",99.3000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",99.2856200985879
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",99.6000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",99.7000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",99.7000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",99.6773939964421
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",99.7000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",99.8000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",99.7935949229110
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",99.3000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",99.3496438954974
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",99.6000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",99.6000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",99.5221676014152
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",99.5000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",99.6000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",99.6516169078840
"PHILIPPINES","04.5.2 - Gas (ND)",99.0000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",99.0288988732402
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",102.2000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",102.1545334140300
"PHILIPPINES","04.5.4 - Solid fuels (ND)",99.0000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",98.8608179794417
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",99.4596058781419
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",99.7000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",99.7000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",99.7000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",99.7463402267058
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",99.5527602306442
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",100.0365805641150
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",99.9000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",99.9000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",99.9081090284185
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",99.8261805748863
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",99.9151438639228
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",99.7599222762468
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",99.9000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",99.9000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",99.9075722803583
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",99.7588667769267
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",100.1585207020950
"PHILIPPINES","05.3.2 - Small household appliances (SD)",99.9000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",99.7430788371152
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",99.9358193219093
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",99.6000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",99.5923009991316
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",99.7000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",99.7000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",99.5179575371017
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",99.8464084750906
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",99.7742792217213
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",99.9000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",100.2000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",100.2026723354660
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",99.7000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",99.7073856487769
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",99.6834617127531
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",99.6000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",99.6000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",99.8317602789971
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",99.5746271453506
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",99.6000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",99.5607478292178
"PHILIPPINES","06 - HEALTH",99.6000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",100.0000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",100.0000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",99.9519193002601
"PHILIPPINES","06.1.2 - Medical products (ND)",100.0000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",100.0767808895510
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0014127315080
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",99.8560579990813
"PHILIPPINES","06.1.3 - Assistive products (D)",99.8000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",99.7415737180280
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",98.9000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",98.7000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",98.7545115669590
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",99.2000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",99.1783936318624
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",99.0000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",99.0000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",98.9600173582645
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",98.6000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",98.6000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",98.5566497388569
"PHILIPPINES","07 - TRANSPORT",100.6000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",99.8000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",99.7000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",99.7443685724425
"PHILIPPINES","07.1.2 - Motorcycles (D)",100.0000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",100.0272301050220
"PHILIPPINES","07.1.3 - Bicycles (D)",99.2000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",99.1850218375087
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",103.1000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",99.7000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",99.9023795007408
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",99.5281220411971
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",100.0000000000000
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",103.6000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",103.3733737471300
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",103.7619245594420
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",98.4722683493856
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",99.9630486072810
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",99.9000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",99.9053764596871
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.0000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",99.8495559058807
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",99.4000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",98.8000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",99.2880158958695
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",96.6446865814532
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",98.8537102273858
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",98.9000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",98.8505406933800
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",121.2000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",121.1658351966840
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",98.7000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",98.7000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",98.5318180431232
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",99.1221281480305
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",99.9000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",99.8000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0104680152090
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",99.6000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",99.6187445643384
"PHILIPPINES","08.1.3 - Information processing equipment (D)",100.1000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.1593281505180
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",99.9928846071963
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",99.8000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",99.8041358286168
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",99.6000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",99.6608264415788
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",100.0000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.1000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.0720580960390
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.0000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",99.9162045367475
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",100.2000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",100.1485174498970
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",98.3000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",98.3402856885572
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",99.0000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.9000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.9000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.8834594830433
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",100.0000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",100.0000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",99.9376253213829
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",99.7000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",99.7572181420703
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",98.9975453275788
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",99.9000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",99.8000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",100.0129745013300
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",99.5353939592154
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",99.8000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",99.8338498667843
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",93.2000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",99.9000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",99.8865860186874
"PHILIPPINES","09.4.7 - Games of chance (S)",93.1000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",93.0686895551657
"PHILIPPINES","09.5 - CULTURAL GOODS",100.5000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",100.5000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",100.4829756750050
"PHILIPPINES","09.6 - CULTURAL SERVICES",99.8000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",99.5000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",99.4961833199056
"PHILIPPINES","09.6.3 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",99.9000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",99.8941784931738
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",100.0000000000000
"PHILIPPINES","09.7.1 - Books (SD)",100.0000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",100.0048545998820
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",100.0180997709580
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",100.0000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",100.0580523995750
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",99.8633903136157
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",100.0000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",100.0074057828250
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",101.1000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",101.6000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",101.6000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",101.6358765856020
"PHILIPPINES","10.1.0.2 - Primary education (S)",101.6448404294040
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",101.2000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",101.2000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",100.9895572560970
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",101.7772452749490
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",100.7000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",100.7000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",100.6264254449990
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",100.4000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",100.4000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",100.3526290003830
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",100.2965741133820
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",99.9000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",99.9000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",99.9000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",99.8876045391951
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.0000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.0000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0042831500520
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
