"Geolocation","Commodity Description","2023 Nov"
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",130.1000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",130.1190317491520
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",173.3000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",137.4000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",140.2000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",140.2468444881250
"PHILIPPINES","02.1.2 - Wine (ND)",126.9000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",124.4254034660550
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",127.4438611427460
"PHILIPPINES","02.1.3 - Beer (ND)",135.3000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",135.3059051163330
"PHILIPPINES","02.3 - TOBACCO",198.0000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",198.0000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",198.8036465524930
"PHILIPPINES","02.3.0.2 - Cigars (ND)",188.9195137909630
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",144.6316790787310
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",155.2000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",155.2000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",155.2486936441920
"PHILIPPINES","02.900 - NON-FOOD",120.1000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",116.3000000000000
"PHILIPPINES","03.1 - CLOTHING",116.2000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",112.2000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",112.2706745484070
"PHILIPPINES","03.1.2 - Garments (SD)",115.8000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",115.9263932621990
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",115.5746936187320
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",117.5310334073510
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",123.8160169508440
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",115.1000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",114.5871566977920
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",118.4815691453660
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",128.4000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",127.5340952541960
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",130.8305620458370
"PHILIPPINES","03.2 - FOOTWEAR",116.7000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",116.6000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",117.0131409253650
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",115.8546840366380
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",117.0082710373640
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",121.4000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",121.3447124665780
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",118.4000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",116.2000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",116.2000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",116.2221054580080
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",119.1000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",116.9000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",116.9629513139400
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",126.8000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",126.8196156522810
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",118.3000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",118.3000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",118.3063618778250
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",122.7000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",116.4000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",116.3328176556610
"PHILIPPINES","04.5.2 - Gas (ND)",137.4000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",137.4798817808650
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",155.1000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",155.0422628525420
"PHILIPPINES","04.5.4 - Solid fuels (ND)",132.6000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",132.1542720812600
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",133.7588526270980
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",119.6000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",111.2000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",111.2000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",111.0395583230960
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",114.3510981137450
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",113.2538961612650
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",110.5000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",110.5000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",109.4470410190870
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",110.7711337846200
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",112.9225030258860
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",112.0301938930770
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",111.5000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",110.6000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",112.3348150491010
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",108.6035353181410
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",108.3390621582120
"PHILIPPINES","05.3.2 - Small household appliances (SD)",116.5000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",116.1140428540570
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",116.5578233008250
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",111.4000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",111.3521891186790
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",115.9000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",115.9000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",118.1372677190460
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",112.1472599038690
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",113.8927613654130
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",110.5000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",98.0000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",98.0113111989765
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",114.4000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",115.6416429206350
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",113.2966884659310
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",123.4000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",119.9000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",120.4551528392570
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",119.7703370693270
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",129.6000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",129.6312423799590
"PHILIPPINES","06 - HEALTH",120.9000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",118.7000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",119.0000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",119.0313896153530
"PHILIPPINES","06.1.2 - Medical products (ND)",106.7000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",117.5483251403650
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",87.8606002575832
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",116.3783338337030
"PHILIPPINES","06.1.3 - Assistive products (D)",113.9000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",113.9407642065960
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",130.1000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",121.7000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",121.6706468336390
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",146.4000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",146.4180770904060
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",128.6000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",128.5732653323620
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",120.0000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",120.0000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",120.0277163276870
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",128.9000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",128.9000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",128.9370504278910
"PHILIPPINES","07 - TRANSPORT",130.0000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",112.9000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",103.2000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.1979148430390
"PHILIPPINES","07.1.2 - Motorcycles (D)",112.2000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",112.2219346794270
"PHILIPPINES","07.1.3 - Bicycles (D)",131.0000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",131.0070097412630
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",128.8000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",113.7000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",111.7906977173240
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",115.5043083762130
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",98.4557348101774
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",131.5000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",146.1808008657170
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",126.7925516043610
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",130.2889405513120
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",113.7442608839260
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",112.8000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",112.8189189653670
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",109.4000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",110.1061451377800
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",101.9916110529790
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",137.3000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",139.0000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",121.9018117330890
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",112.3590914832180
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",143.4490128393620
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",118.6000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",118.5819523331040
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",101.0000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",101.0244590613640
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",105.1000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",105.1000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",104.6061909253360
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",103.0000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",103.7000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",102.0000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",102.0132500386600
"PHILIPPINES","08.1.3 - Information processing equipment (D)",104.1000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",103.2698760989340
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",109.2928219866620
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.4000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.4207372414140
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",104.2000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",104.2066640825030
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",102.7000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",105.6000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",105.6439790995270
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.9000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.8741477249190
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",107.1000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",107.1244755762960
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",114.0000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",114.0169730056040
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",114.2000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.3000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.3000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.2805005150280
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",109.6000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",109.6000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",109.6216527733940
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",108.6000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",108.7206276303480
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",95.2000685680730
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",121.4000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",123.1000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",116.0971851674390
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",130.6126249871790
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",119.8000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",119.7860347505770
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.4000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",113.4000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",113.4234059668910
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1162854061178
"PHILIPPINES","09.5 - CULTURAL GOODS",107.7000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",107.7000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",107.6258198994640
"PHILIPPINES","09.6 - CULTURAL SERVICES",111.3000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",118.3000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",118.2801626600820
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",106.2000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",106.2317097606500
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",122.7000000000000
"PHILIPPINES","09.7.1 - Books (SD)",108.4000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",108.3368205613340
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",108.4749901412570
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",105.1000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",107.8370786198890
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.3882242810790
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",127.9000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",127.9169752029050
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",102.6000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",102.6000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",102.6211851345610
"PHILIPPINES","10 - EDUCATION SERVICES",115.1000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",117.3000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",117.3000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",118.1483745614620
"PHILIPPINES","10.1.0.2 - Primary education (S)",116.9651890948990
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",114.3000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",114.3000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",116.7703016696270
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",108.6677030384350
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",114.1000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",114.1000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",114.1611563484440
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",112.0000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",112.0000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",113.3431647069640
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",124.1000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",124.4000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",124.4000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",124.4194943957900
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",107.0000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",107.0000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",106.9641233027980
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
