"Geolocation","Commodity Description","2022 Mar"
"PHILIPPINES","01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",116.3803780630140
"PHILIPPINES","01.1.6.2 - Citrus fruits, fresh (ND)",127.9538400447810
"PHILIPPINES","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",116.2233945428770
"PHILIPPINES","01.1.6.5 - Other fruits, fresh (ND)",137.6789372840940
"PHILIPPINES","01.1.6.7 - Fruit, dried and dehydrated (ND)",121.1200587161230
"PHILIPPINES","01.1.6.8 - Nuts, in shell or shelled (ND)",112.2159567840350
"PHILIPPINES","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",113.1562588276560
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",114.4000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",114.5728178329030
"PHILIPPINES","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",118.8913757647930
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",119.2561667777760
"PHILIPPINES","01.1.7.4 - Other vegetables, fresh or chilled (ND)",110.4013485061180
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",106.9889343731000
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",115.5608238559180
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",109.3000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",109.3024091436000
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",109.6360548123740
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",114.2610468221140
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",110.8009430148830
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",107.2865175849630
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",107.0934467991120
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",112.5000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",104.4439488374630
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",115.2724369527150
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",119.6792586219730
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",113.8501016076450
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",108.8000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",119.5000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",119.5387729437550
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",105.7000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",105.6429512613380
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",108.5000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",108.5793563731840
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",113.5000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",113.5170855341050
"PHILIPPINES","01.2.5 - Water (ND)",105.4000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",105.4707439284560
"PHILIPPINES","01.2.6 - Soft drinks (ND)",110.4000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",110.3767778706450
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",117.5000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",117.5316900850290
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",147.2000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",123.3000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",124.6000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",124.5553564395920
"PHILIPPINES","02.1.2 - Wine (ND)",115.6000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",112.0641950835880
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",116.5551771699470
"PHILIPPINES","02.1.3 - Beer (ND)",122.9000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",122.8676369808800
"PHILIPPINES","02.3 - TOBACCO",163.7000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",163.7000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",164.1801948207560
"PHILIPPINES","02.3.0.2 - Cigars (ND)",152.8920888059020
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",132.1280946405630
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",137.7000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",137.7000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",137.6907350207920
"PHILIPPINES","02.900 - NON-FOOD",111.8000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",108.4000000000000
"PHILIPPINES","03.1 - CLOTHING",108.1000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",106.5000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",106.4667071919530
"PHILIPPINES","03.1.2 - Garments (SD)",107.9000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",107.6945046498080
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",107.9742404586740
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",109.5719004839720
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",111.6871768066700
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",108.9000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",108.3983025382670
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",112.3099737970260
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",116.6000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",115.6432154653830
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",119.0904714579030
"PHILIPPINES","03.2 - FOOTWEAR",109.1000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",109.1000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",109.1937414319630
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",108.3219634739920
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",109.5015800073500
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",112.8000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",112.7882005337100
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",110.8000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",108.6000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",108.6000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",108.6031145079790
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",111.2000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",109.3000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",109.2909347745830
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",117.9000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",117.8600083813960
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",107.7000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",107.7000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",107.6576934625510
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",115.4000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",106.5000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",106.4625720530240
"PHILIPPINES","04.5.2 - Gas (ND)",143.5000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",143.4678194476480
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",133.9000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",133.8558747453250
"PHILIPPINES","04.5.4 - Solid fuels (ND)",120.5000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",119.7802280583560
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",122.6561343784470
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",110.5000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",106.8000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",106.8000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",106.6041917846150
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",112.4615194532590
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",106.7169165429940
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",105.7000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",105.7000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",104.5262707529650
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",106.0780980243550
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",105.8242199475830
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",107.9232297146580
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",106.4000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",105.9000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",107.2453004531970
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",104.1887586293180
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",104.2672084595330
"PHILIPPINES","05.3.2 - Small household appliances (SD)",109.0000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",108.8064537606420
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",109.1012686495020
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",105.1000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",105.1278414118350
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",109.0000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",109.0000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",109.9934554474920
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",106.9509160556410
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",108.2610950327070
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",106.5000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",103.1000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",103.0512907362760
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",107.4000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",108.9911119377760
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",106.2816337508130
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",112.4000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",109.2000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",109.5801735289120
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",109.0170087956710
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",118.4000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",118.4438109680530
"PHILIPPINES","06 - HEALTH",114.1000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",111.6000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",111.8000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",111.8101076219430
"PHILIPPINES","06.1.2 - Medical products (ND)",105.1000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",110.2240249167390
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",95.3632713797134
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",110.2708278929790
"PHILIPPINES","06.1.3 - Assistive products (D)",108.9000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",108.9822672999550
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",122.1000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",116.3000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",116.2984925179020
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",133.2000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",133.1388931920230
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",115.6000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",115.6000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",115.6563517869260
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",116.8000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",116.8000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",116.8304357633290
"PHILIPPINES","07 - TRANSPORT",121.8000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",109.6000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",102.6000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",102.6427422662600
"PHILIPPINES","07.1.2 - Motorcycles (D)",107.5000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",107.5594079313340
"PHILIPPINES","07.1.3 - Bicycles (D)",127.5000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",127.5323017470220
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",134.7000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",107.9000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",106.7655132220380
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",108.8766527310690
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",103.5123204109480
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",139.7000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",149.8808156696990
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",136.5583779981620
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",140.5513118565260
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",106.8495048939750
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",106.9000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",106.9003021905420
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",99.9000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",99.4511191786988
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",118.6000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",120.1000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.6402025342650
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.3345563257310
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",122.9393748460210
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",87.7000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",87.6521462119255
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",89.2000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",89.1623828328776
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.7000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.7000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.4452028690500
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",102.0000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",102.5000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",102.4000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",102.4114239423840
"PHILIPPINES","08.1.3 - Information processing equipment (D)",102.3000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",102.0497403132520
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",103.3962645901960
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.8000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.7998561098390
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",102.1000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",102.1866823785640
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.7000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",101.6000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",101.5342134860160
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.2000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.1901982948630
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",105.1000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",105.1136491165080
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",106.2000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",106.1745617297700
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",106.0000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.4000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.4000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.3641175413820
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",103.8000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",103.8000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",103.8111898753760
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",104.3000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",104.3061845357120
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",112.7000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",116.7000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",114.3650686329260
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",119.2103631918640
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",109.0000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",108.9547352858980
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",106.4000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",106.3771298862440
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",104.8000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",104.8000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",104.8840809213990
"PHILIPPINES","09.6 - CULTURAL SERVICES",105.9000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",107.9000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",107.9179060399780
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.4000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.3694125106140
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",109.6000000000000
"PHILIPPINES","09.7.1 - Books (SD)",103.3000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.9336849270940
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",104.1871940617610
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.9000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",102.5670063285090
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.0462871362620
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",111.9000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",111.9263290421210
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",99.9928180638260
"PHILIPPINES","10 - EDUCATION SERVICES",107.3000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.1000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.1000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.7144750746090
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.2338885867010
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.7000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.7000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.8715046351810
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.1260374677520
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",106.5000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",106.5000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",106.4732962200970
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",111.4000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",111.6000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",111.6000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",111.5700075316650
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",101.5000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",101.5000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",101.4519689436890
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
