"Geolocation","Commodity Description","2021 Dec"
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",144.3000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",121.1000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",122.4000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",122.3968561041530
"PHILIPPINES","02.1.2 - Wine (ND)",114.7000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",111.0951756180640
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",115.5552375539590
"PHILIPPINES","02.1.3 - Beer (ND)",120.4000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",120.3636005520870
"PHILIPPINES","02.3 - TOBACCO",160.4000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",160.4000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",160.7778690132740
"PHILIPPINES","02.3.0.2 - Cigars (ND)",152.0463384016170
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",130.7893610210270
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",135.2000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",135.2000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",135.2450309429280
"PHILIPPINES","02.900 - NON-FOOD",109.5000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",107.7000000000000
"PHILIPPINES","03.1 - CLOTHING",107.4000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",106.0000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",106.0378331242670
"PHILIPPINES","03.1.2 - Garments (SD)",107.2000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",107.0706522870590
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",107.2631501705410
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",108.6169557606090
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",110.8527124059440
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",108.3000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",107.8169556106410
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",112.1348800371690
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",114.7000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",113.3232954771360
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",118.2706049236480
"PHILIPPINES","03.2 - FOOTWEAR",108.4000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",108.4000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",108.5304674913980
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",107.6407923929840
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",108.7962161646260
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",111.7000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",111.7084088490000
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",108.5000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",107.7000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",107.7000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",107.7469089775430
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",110.1000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",108.3000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",108.2928051781220
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",116.5000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",116.4412361825520
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",107.3000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",107.3000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",107.3429336986010
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",109.8000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",102.1000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",102.0728821572120
"PHILIPPINES","04.5.2 - Gas (ND)",130.7000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",130.7572192021360
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",107.9000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",107.9170488160780
"PHILIPPINES","04.5.4 - Solid fuels (ND)",119.9000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",119.3675961502880
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",121.4236255073000
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",109.4000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",106.3000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",106.3000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",106.1634743406460
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",110.4514084758580
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",106.1765816023580
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",105.2000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",105.2000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",103.9446355723280
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",105.5743092278050
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",105.5067087530530
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",107.1580841805000
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",105.7000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",105.2000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",106.5851921415840
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",103.6657850660040
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",103.6513790198380
"PHILIPPINES","05.3.2 - Small household appliances (SD)",108.3000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",108.3904616331190
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",108.2524063744870
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",104.7000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",104.6483993040420
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",108.2000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",108.2000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",109.0748362338750
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",106.1310020841960
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",107.6135572373670
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",106.1000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",102.6000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",102.6150099454020
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",107.1000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",108.5500968808320
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",106.0434994018370
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",111.1000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",108.4000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",108.8286004508640
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",108.2460921646260
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",116.1000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",116.0688540291150
"PHILIPPINES","06 - HEALTH",113.4000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",111.1000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",111.3000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",111.2739911786970
"PHILIPPINES","06.1.2 - Medical products (ND)",104.5000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",109.6466404424800
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",95.2974706422578
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",109.4163078307600
"PHILIPPINES","06.1.3 - Assistive products (D)",108.2000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",108.2501137201720
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",120.7000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",115.0000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",114.9939862092310
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",131.5000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",131.5457421740210
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",114.9000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",114.9000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",114.9292566114150
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",115.6000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",115.6000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",115.6392431794480
"PHILIPPINES","07 - TRANSPORT",115.0000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",108.9000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",102.7000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",102.7356452704420
"PHILIPPINES","07.1.2 - Motorcycles (D)",106.3000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",106.3025424185980
"PHILIPPINES","07.1.3 - Bicycles (D)",127.2000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",127.2117166302070
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",112.8000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",107.1000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",106.1088587437090
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",107.9294225471800
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",103.5123204109480
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",114.0000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",112.8794535837130
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",114.4753928890480
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",128.9272666888080
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",106.4468906452050
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",106.0000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",105.9632106589100
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.1000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.5937522127520
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",118.5000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",120.2000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.6304061438460
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.3342744082380
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",122.9528166816550
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",89.3000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",89.2744506037835
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",88.8000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",88.7553435452098
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.7000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.7000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3788670149930
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",101.8000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",102.3000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",102.2000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",102.2068153827080
"PHILIPPINES","08.1.3 - Information processing equipment (D)",101.7000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",101.5147945574040
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",103.0752225345080
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.6000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.6280873332930
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.9000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.8375316225140
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.5000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",101.6000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",101.5342134860160
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.0000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.9825515535290
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",104.9000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",104.8771739986000
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",106.1000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",106.0645052557000
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",105.5000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",100.4000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.4000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",100.3851845525740
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",103.3000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",103.3000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",103.3213822978570
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",103.9000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.9439078123920
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",110.9000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",114.1000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",111.6322494663820
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",116.6535642404190
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",108.2000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",108.1443012626810
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.2000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",106.1000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",106.0517791009890
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",104.3000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",104.3000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",104.3424244028770
"PHILIPPINES","09.6 - CULTURAL SERVICES",104.9000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",105.8000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",105.7799273689430
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.2000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.1231115730960
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",109.1000000000000
"PHILIPPINES","09.7.1 - Books (SD)",103.1000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.7025072843780
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",103.8787888787470
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.8000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",102.4232218261130
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.9136690622100
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",111.2000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",111.2452059475900
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",107.3000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.1000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.1000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.7144747760830
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.2338661521060
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.7000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.7000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.8768420382880
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.1260374677520
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",106.5000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",106.5000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",106.4745845250350
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",110.4000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",110.6000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",110.6000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",110.5553358113490
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.4000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.4000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.4165342019930
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
