"Geolocation","Commodity Description","2020 Sep"
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",109.3646254622620
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",108.0997269871750
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",104.6106086744020
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",104.0054194445920
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",110.3000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",102.3713847751410
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",109.2550762037680
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",126.8777837732710
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",110.1946401062240
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",106.6000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",115.0000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",115.0758399423520
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",104.4000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",104.4504464104540
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",104.8000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",104.7591851749330
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",110.0000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",109.9512846232580
"PHILIPPINES","01.2.5 - Water (ND)",103.5000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",103.4478846399010
"PHILIPPINES","01.2.6 - Soft drinks (ND)",108.2000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",108.2318008114400
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",113.6000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",113.5615253741590
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",130.4000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",114.7000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",115.9000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",115.8676165032810
"PHILIPPINES","02.1.2 - Wine (ND)",110.2000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",108.6464330698580
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",110.5938340403500
"PHILIPPINES","02.1.3 - Beer (ND)",113.8000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",113.8529024152720
"PHILIPPINES","02.3 - TOBACCO",141.2000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",141.2000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",141.4035688775620
"PHILIPPINES","02.3.0.2 - Cigars (ND)",139.7478790542750
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",125.6286278662050
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",121.0000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",121.0000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",121.0083949972850
"PHILIPPINES","02.900 - NON-FOOD",107.0000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",105.4000000000000
"PHILIPPINES","03.1 - CLOTHING",105.4000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",104.9000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",104.8598314623410
"PHILIPPINES","03.1.2 - Garments (SD)",105.2000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",105.2778977605400
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",105.1863584540250
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",105.8535624868120
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",107.2743360077420
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",106.6000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",105.9810387150290
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",110.5542431421420
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",111.1000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",110.0787349922940
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",114.0416107673080
"PHILIPPINES","03.2 - FOOTWEAR",105.4000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",105.4000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",105.6029077016520
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",104.4324975383770
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",106.1837046843400
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",109.6000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",109.6333214697720
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",106.8000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",106.4000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",106.4000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",106.4240387920100
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",106.4000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",105.1000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",105.0626753639710
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",111.0000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",111.0273855512920
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",105.2000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",105.2000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",105.2640151215620
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",113.9000000000000
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",79.3000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",79.2805267055594
"PHILIPPINES","04.5.4 - Solid fuels (ND)",115.6000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",115.8508159662960
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",114.8298451424870
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",106.7000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",104.1000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",104.1000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",103.9661760709020
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",106.7108202277680
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",104.6412345473100
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",103.6000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",103.6000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",102.5569000641470
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",103.9195086718270
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",103.8060788797520
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",105.4970597791100
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",103.7000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",103.4000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",103.9569023592000
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",102.5950305731290
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",102.9510027719190
"PHILIPPINES","05.3.2 - Small household appliances (SD)",105.5000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",105.6789129153620
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",105.4157649099940
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",102.8000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",102.7525425323100
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",105.4000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",105.4000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",105.5982465239840
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",104.4546696690750
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",105.5460857535440
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",103.6000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",101.6000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",101.6403349293020
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",104.2000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",104.7805446684070
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",103.7168587267220
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",108.0000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",106.0000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",106.2974979492320
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",105.9878693348620
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",111.8000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",111.8059531437070
"PHILIPPINES","06 - HEALTH",108.9000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",107.4000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",107.5000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",107.5105324377140
"PHILIPPINES","06.1.2 - Medical products (ND)",104.1000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",105.4580094727600
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0077124433990
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",107.1343986366020
"PHILIPPINES","06.1.3 - Assistive products (D)",105.4000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",105.3775292079260
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",113.7000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",110.4000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",110.3840759381240
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",120.2000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",120.2473307550690
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",109.8000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",109.8000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",109.7833999607920
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",110.5000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",110.5000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",110.5106296831720
"PHILIPPINES","07 - TRANSPORT",113.7000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",106.9000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",103.4000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.3399599219730
"PHILIPPINES","07.1.2 - Motorcycles (D)",105.2000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",105.1928322383680
"PHILIPPINES","07.1.3 - Bicycles (D)",118.8000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",118.7636473062970
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",103.6000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",104.2000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",103.8216211824500
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",104.5160922307770
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",101.8685287743800
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",102.9000000000000
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",94.0219196280306
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",104.5562033397850
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",104.1000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",104.1299499471030
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.2000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",102.5775073426000
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",117.1000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",117.5000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.3792764414950
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.2912884262710
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",119.6739059273560
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",86.2000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",86.2103547158669
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",134.4000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",134.3814729167250
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3377568220090
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",101.0000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",101.0000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",100.9000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",100.9505915299150
"PHILIPPINES","08.1.3 - Information processing equipment (D)",101.1000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.9709090726830
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",102.1265110193330
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.9000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.9057150395380
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.5000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.4921354769550
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.1000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.8000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.7938831114850
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.7000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.6831424993120
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",103.9000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",103.9209693793720
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",105.0000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",105.0247195629490
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",103.5000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.9000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.9000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.9444966174916
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",102.4000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",102.3000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",102.3469374222410
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",103.4000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.4199576213470
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",105.5000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",106.1000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",103.1723996555070
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",109.1234564219330
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",104.9000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",104.8543043350210
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.2000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",104.2000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",104.1765980034720
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1310163224890
"PHILIPPINES","09.5 - CULTURAL GOODS",102.6000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",102.6000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",102.5750102288060
"PHILIPPINES","09.6 - CULTURAL SERVICES",104.0000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",104.9000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",104.8559750015010
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",103.3000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",103.2851833242320
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",106.6000000000000
"PHILIPPINES","09.7.1 - Books (SD)",102.3000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.1364545521330
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",102.6403018189370
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.4000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",101.8308390204900
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.7388151056770
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",108.2000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",108.1678492473980
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",106.5000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.1000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.1000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.4627475750210
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.3411005482770
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",106.9000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",106.9000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.1103595207120
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",104.1327649302260
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",105.0000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",105.0000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",105.0228364586400
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",106.1000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",106.3000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",106.3000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",106.2807004706900
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",105.3000000000000
"PHILIPPINES","13.1 - PERSONAL CARE",105.5000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",101.4000000000000
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",101.3931413326950
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",104.6000000000000
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",104.5850386351810
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",111.2000000000000
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",110.6753021043270
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",111.8322467465980
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",104.2000000000000
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",103.1000000000000
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",102.8843089631140
