"Geolocation","Commodity Description","2020 Nov"
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",105.6825009713090
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",104.0000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",103.7000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",104.3557966127900
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",102.7044509970360
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",103.0678842373760
"PHILIPPINES","05.3.2 - Small household appliances (SD)",105.7000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",105.7913793694910
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",105.6295668917250
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",103.3000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",103.2718957720510
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",105.6000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",105.6000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",105.8051363930550
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",104.5776340957980
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",105.6817040837060
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",104.0000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",102.1000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",102.1124309072700
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",104.6000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",105.4524211494630
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",103.9351107034580
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",108.3000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",106.4000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",106.7000033953240
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",106.2298696214010
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",112.0000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",112.0076084570930
"PHILIPPINES","06 - HEALTH",109.4000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",108.0000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",108.1000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",108.1091090311540
"PHILIPPINES","06.1.2 - Medical products (ND)",104.4000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",106.0572929303960
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0077124433990
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",107.6345286708580
"PHILIPPINES","06.1.3 - Assistive products (D)",105.9000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",105.8293148427090
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",114.1000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",110.5000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",110.4726469089350
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",121.0000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",120.9364340919050
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",110.2000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",110.2000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",110.2500742144290
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",110.9000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",110.9000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",110.8670764810690
"PHILIPPINES","07 - TRANSPORT",113.8000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",107.2000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",104.0000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.9987454688500
"PHILIPPINES","07.1.2 - Motorcycles (D)",105.2000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",105.2296359462160
"PHILIPPINES","07.1.3 - Bicycles (D)",119.0000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",118.9932795330350
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",104.0000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",104.9000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",103.9784092225050
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",105.6866324792490
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",101.8685287743800
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",103.2000000000000
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",96.6788442377948
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",104.4154435249920
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",104.3000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",104.2376837648340
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.2000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",102.5775073426000
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",117.2000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",117.8000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.4770066246000
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.3018840372660
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",120.1113526213530
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",83.6000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",83.6310125295010
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",124.6000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",124.5728212804570
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3503689866260
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",101.1000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",101.0000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.1000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.0791519329360
"PHILIPPINES","08.1.3 - Information processing equipment (D)",101.1000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",101.0055991578100
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",102.3074647321330
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.9000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.8903702476950
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.5000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.4962866632110
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.2000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.8000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.7984581866550
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.8000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.7276914244910
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",103.9000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",103.9610654937420
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",105.0000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",105.0244375030580
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",103.7000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",100.2000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.2000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",100.1147944648280
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",102.5000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",102.5000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",102.4548860642510
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",103.5000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",103.5193831808600
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",106.1000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",107.2000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",103.6630773920330
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",111.1142686030340
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",105.2000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",105.1860305867020
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",104.3000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",104.3418029456590
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.2436677491840
"PHILIPPINES","09.5 - CULTURAL GOODS",102.7000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",102.7000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",102.6121179175380
"PHILIPPINES","09.6 - CULTURAL SERVICES",104.0000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",105.0000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",104.9910293821320
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",103.2000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",103.2484710356820
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",106.9000000000000
"PHILIPPINES","09.7.1 - Books (SD)",102.3000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.1353239052270
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",102.6478983101750
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.4000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",101.8717214829900
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.7388151056770
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",108.5000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",108.5398949817330
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",106.6000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.0000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.0000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.6077037453890
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.1376314032990
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.2000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.2000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.4788927830160
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",104.2878269140390
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",105.2000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",105.2000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",105.1703980434750
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",106.4000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",106.5000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",106.5000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",106.4993397378930
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.1000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.1000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0567167495760
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",105.6000000000000
"PHILIPPINES","13.1 - PERSONAL CARE",105.8000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",101.4000000000000
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",101.3931413326950
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",104.8000000000000
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",104.7994286354420
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",111.8000000000000
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",111.3469210859040
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",112.1027980542150
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",104.4000000000000
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",103.3000000000000
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",103.0271321197890
