"Geolocation","Commodity Description","2019 May"
"PHILIPPINES","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",105.1000000000000
"PHILIPPINES","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",105.6380689724350
"PHILIPPINES","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",111.1044601513990
"PHILIPPINES","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",103.7847064091460
"PHILIPPINES","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",103.7284651755530
"PHILIPPINES","01.1.8 - Sugar, confectionery and desserts (ND)",101.7000000000000
"PHILIPPINES","01.1.8.1 - Cane and beet sugar (ND)",101.1313063027980
"PHILIPPINES","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",102.5786416681710
"PHILIPPINES","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",103.6258351184630
"PHILIPPINES","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",103.1113305369390
"PHILIPPINES","01.1.8.6 - Ice, ice cream and sorbet (ND)",101.6380088446700
"PHILIPPINES","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",101.6013217551160
"PHILIPPINES","01.1.9 - Ready-made food and other food products n.e.c. (ND)",104.0000000000000
"PHILIPPINES","01.1.9.2 - Baby food (ND)",101.6309760284000
"PHILIPPINES","01.1.9.3 - Salt, condiments and sauces (ND)",103.5867272328340
"PHILIPPINES","01.1.9.4 - Spices, culinary herbs and seeds (ND)",108.9518874299780
"PHILIPPINES","01.1.9.9 - Other food products n.e.c. (ND)",104.0205871281010
"PHILIPPINES","01.2 - NON-ALCOHOLIC BEVERAGES",103.4000000000000
"PHILIPPINES","01.2.1 - Fruit and vegetable juices (ND)",109.4000000000000
"PHILIPPINES","01.2.1.0 - Fruit and vegetable juices (ND)",109.4081621864770
"PHILIPPINES","01.2.2 - Coffee and coffee substitutes (ND)",102.2000000000000
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",102.1516188755070
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",101.3000000000000
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",101.3259213208630
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",105.0000000000000
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",104.9613056208670
"PHILIPPINES","01.2.5 - Water (ND)",100.9000000000000
"PHILIPPINES","01.2.5.0 - Water (ND)",100.8207243581650
"PHILIPPINES","01.2.6 - Soft drinks (ND)",105.1000000000000
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",105.1659357592950
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",108.4000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",108.3844739161580
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",108.8000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",103.2000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",103.2000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",103.2388239790590
"PHILIPPINES","02.1.2 - Wine (ND)",103.6000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",102.7765283832140
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",103.8152346591960
"PHILIPPINES","02.1.3 - Beer (ND)",103.0000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",103.0692845944400
"PHILIPPINES","02.3 - TOBACCO",112.8000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",112.8000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",112.9193927086490
"PHILIPPINES","02.3.0.2 - Cigars (ND)",101.7755267417780
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",106.0013962122210
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",104.3000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",104.3000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",104.3043204564590
"PHILIPPINES","02.900 - NON-FOOD",102.5000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",102.1000000000000
"PHILIPPINES","03.1 - CLOTHING",102.1000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",101.6000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",101.5846964856820
"PHILIPPINES","03.1.2 - Garments (SD)",102.1000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",102.1920914972240
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",101.9115571021700
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",102.2801124071540
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",101.8151206776190
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",102.6000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",102.3825029838150
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",103.6059034103690
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",103.7000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",103.4352796694760
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",104.6710176700780
"PHILIPPINES","03.2 - FOOTWEAR",102.2000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",102.2000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",102.2523100235240
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",101.6252564554310
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",102.6451535401490
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",103.0000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",102.9743585889480
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",103.0000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",102.8000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",102.8000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",102.7351683251010
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",103.1000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",102.3000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",102.3424337894400
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",105.7000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",105.7155185747030
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",104.2000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",104.2000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",104.2545682560490
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",104.6000000000000
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",102.4000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",102.3920058535880
"PHILIPPINES","04.5.4 - Solid fuels (ND)",104.7000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",104.4292083031530
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",105.4732558772710
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.5000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",101.8000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",101.8000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",101.7916514422540
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",100.9491457537820
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",102.8132244504550
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",101.4000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",101.4000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",101.1173817930660
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",101.4398237540830
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",101.0919788743120
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",101.6070865546720
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",101.5000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",101.4000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",101.5238455783610
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",101.4099571454660
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",101.1466722046820
"PHILIPPINES","05.3.2 - Small household appliances (SD)",102.2000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",102.7903909108670
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",102.0395379333960
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",101.4000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",101.3589884444480
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",102.5000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",102.5000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",102.7911113592560
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",101.9862280428320
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",102.0895875851630
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",101.4000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",100.8000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",100.7584350147340
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",101.6000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",101.6200178110740
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",101.5176573598280
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",102.9000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",102.4000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",102.6025076822000
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",102.3818244827570
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",103.8000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",103.8200284395220
"PHILIPPINES","06 - HEALTH",103.0000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",102.4000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",102.4000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",102.4628717336640
"PHILIPPINES","06.1.2 - Medical products (ND)",101.5000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",102.5613410531150
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",100.0014127315080
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",102.0403935733150
"PHILIPPINES","06.1.3 - Assistive products (D)",102.8000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",102.7813504948720
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",104.6000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",104.2000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",104.2485133586640
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",105.1000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",105.0744608660430
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",103.8000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",103.8000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",103.7338431251180
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",103.7000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",103.7000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",103.6294748364830
"PHILIPPINES","07 - TRANSPORT",102.3000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",100.8000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",100.2000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",100.1855972145870
"PHILIPPINES","07.1.2 - Motorcycles (D)",101.0000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",100.9942361504480
"PHILIPPINES","07.1.3 - Bicycles (D)",101.4000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",101.3850429696950
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",101.0000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",100.9000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",100.3250107752550
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",101.5188757694640
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",100.0000000000000
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",102.6000000000000
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",106.4098306210560
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",101.8555880213790
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",101.2000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",101.2435530319430
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",100.0000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.3519414637400
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",103.0000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",102.3000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",104.5287891382980
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.0284214636720
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",101.7785954458800
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",90.6000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",90.6412892033084
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",138.5000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",138.4993936669710
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.6000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.6000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2767289992370
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.3057186128860
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",100.3000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",100.4000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",100.6000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",100.6001459869840
"PHILIPPINES","08.1.3 - Information processing equipment (D)",100.4000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",100.3791406515890
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",100.7252419921270
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.2000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",100.1920854249010
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",101.2000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",101.2058906083590
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",100.2000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",100.3000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",100.3089293073680
"PHILIPPINES","08.3.2 - Mobile communication services (S)",100.2000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",100.2235065456610
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",100.6000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",100.6013539214690
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",102.5000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",102.5421642782490
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",103.0000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",99.9000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",99.9000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",99.9210789232386
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",100.7000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",100.7000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",100.7095202294400
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",101.9000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",101.9581814029120
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.6688178587940
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",101.7000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",102.0000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",101.2601714265100
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",102.6623238371380
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",101.4000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",101.3955139605340
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",109.9000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",101.3000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",101.3567123715790
"PHILIPPINES","09.4.7 - Games of chance (S)",110.0000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",109.9940683522040
"PHILIPPINES","09.5 - CULTURAL GOODS",101.0000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",101.0000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",100.9696938300350
"PHILIPPINES","09.6 - CULTURAL SERVICES",102.3000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",103.7000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",103.6899376596070
"PHILIPPINES","09.6.3 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",100.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",101.3000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",101.3220979324780
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",102.4000000000000
"PHILIPPINES","09.7.1 - Books (SD)",100.9000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",100.6557215343300
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",101.4943931174420
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",100.5000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",100.4547897554000
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",100.5543119187120
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",103.0000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",103.0223937692410
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","10 - EDUCATION SERVICES",101.8000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",102.3000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",102.3000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",102.2385994035300
"PHILIPPINES","10.1.0.2 - Primary education (S)",102.3151897695600
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",101.8000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",101.8000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",101.9580254863150
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",101.7109345781450
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",101.3000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",101.3000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",101.3017266095040
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",100.3000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",100.3000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",100.3526290003830
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",99.8511445947030
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",103.2000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",103.3000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",103.3000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",103.2566320478060
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",100.0000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",100.0000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0042831500520
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",100.0000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",100.0000000000000
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",101.9000000000000
"PHILIPPINES","13.1 - PERSONAL CARE",102.0000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",100.4000000000000
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",100.3932504255420
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",101.7000000000000
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",101.7411735232540
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",103.6000000000000
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",103.4701468575500
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",103.7036671739640
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",101.6000000000000
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",101.3000000000000
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",101.5805363613340
