"Geolocation","Commodity Description","2022 Oct"
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",112.9000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",112.8810490774080
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",120.8000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",120.7813334755410
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",105.7000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",105.7000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",105.6462430688680
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",123.3000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",120.9000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",120.9070819119300
"PHILIPPINES","04.5.2 - Gas (ND)",127.7000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",127.6574709318970
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",159.0000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",159.0096628000930
"PHILIPPINES","04.5.4 - Solid fuels (ND)",127.1000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",126.4036116231620
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",128.9393841180820
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",113.3000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",108.3000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",108.3000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",108.1444947629130
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",112.6548917346020
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",108.7328409813430
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",106.9000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",106.9000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",105.6413438788390
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",107.3191474167400
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",108.0511482755220
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",108.7409638885620
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",107.7000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",107.1000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",108.7159499311160
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",105.3109162090840
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",104.8942033556320
"PHILIPPINES","05.3.2 - Small household appliances (SD)",111.0000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",111.2135066596030
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",110.8825260961920
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",108.2000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",108.2268093079460
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",111.2000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",111.2000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",112.3687732870820
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",108.4707124021660
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",110.1583662773260
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",108.1000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",103.5000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",103.5647664847740
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",109.6000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",110.6685809198740
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",108.6689086505420
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",115.8000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",112.5000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",113.1305955361260
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",112.3169608909310
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",121.8000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",121.8533394292080
"PHILIPPINES","06 - HEALTH",116.0000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",113.9000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",114.1000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",114.0855675319430
"PHILIPPINES","06.1.2 - Medical products (ND)",105.8000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",113.2385996865210
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",93.2364860498802
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",112.1370308084490
"PHILIPPINES","06.1.3 - Assistive products (D)",110.6000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",110.5712700952320
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",124.4000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",117.7000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",117.6719534034360
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",137.3000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",137.3277839323430
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",128.6000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",128.5732653323620
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",116.1000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",116.1000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",116.1120018516180
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",123.2000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",123.2000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",123.2104639170300
"PHILIPPINES","07 - TRANSPORT",129.5000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",110.6000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",102.9000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",102.8598292523200
"PHILIPPINES","07.1.2 - Motorcycles (D)",109.1000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",109.1129462675190
"PHILIPPINES","07.1.3 - Bicycles (D)",128.7000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",128.6712047000250
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",138.0000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",109.4000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",108.5882112792520
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",110.1614938621730
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",98.4557348101774
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",143.2000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",176.6378398937830
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",132.3410337492780
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",125.4068415808700
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",109.7453826042970
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",109.4000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",109.4193460381280
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",102.6000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",102.8555523487180
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",100.3964934974990
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",131.2000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",133.3000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",117.5372545951030
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",110.4407596596680
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",137.2784183959180
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",115.9000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",115.9252204736850
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",75.9000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",75.9113452979287
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.9000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.9000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",104.0311951095300
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",102.2000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",103.0000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",101.8000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.7538918029600
"PHILIPPINES","08.1.3 - Information processing equipment (D)",102.6000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",102.1847415095020
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",105.1720021499980
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",103.8000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",103.8133759484740
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",103.8000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",103.7699784796250
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.9000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",103.5000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",103.4914635600440
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.3000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.2697861378060
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",105.2000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",105.2282742476160
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",113.3000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",113.3788865880110
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",108.5000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.4000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.4000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.4152289363000
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",105.2000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",105.2000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",105.1222228079070
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",106.1000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",106.0995088197130
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",116.0000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",119.7000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",118.8088486555910
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",120.7548302805360
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",112.6000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",112.5548095155390
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",108.7000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",108.6800803331360
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",105.8000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",105.8000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",105.7437284018680
"PHILIPPINES","09.6 - CULTURAL SERVICES",108.2000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",113.3000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",113.2478773919250
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.6000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.5882173054540
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",113.1000000000000
"PHILIPPINES","09.7.1 - Books (SD)",105.0000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",104.8134320696610
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",105.5440451851500
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",102.4000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",103.2924158293630
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.1358672158530
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",116.2000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",116.1662000881750
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",102.6000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",102.6000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",102.5567867964740
"PHILIPPINES","10 - EDUCATION SERVICES",110.9000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",113.1000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",113.1000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",113.2985089891200
"PHILIPPINES","10.1.0.2 - Primary education (S)",113.0042531552860
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",109.6000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",109.6000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",111.3200951790070
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.7217196466120
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",110.4000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",110.4000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",110.3211096773910
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",110.1000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",110.1000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",111.0148501053950
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",116.6000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",116.8000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",116.8000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",116.8236249750860
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",103.4000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",103.4000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",103.3378160612720
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
