"Geolocation","Commodity Description","2023 May"
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",123.5404591424450
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",127.9000000000000
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",127.9100335548390
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",169.6000000000000
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",135.4000000000000
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",137.9000000000000
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",137.8479417315970
"PHILIPPINES","02.1.2 - Wine (ND)",124.3000000000000
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",122.0492379174970
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",124.8957376377810
"PHILIPPINES","02.1.3 - Beer (ND)",133.8000000000000
"PHILIPPINES","02.1.3.0 - Beer (ND)",133.7988556663820
"PHILIPPINES","02.3 - TOBACCO",193.2000000000000
"PHILIPPINES","02.3.0 - Tobacco (ND)",193.2000000000000
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",193.8411103971800
"PHILIPPINES","02.3.0.2 - Cigars (ND)",180.1656381129640
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",143.5253717533090
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",149.7000000000000
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",149.7000000000000
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",149.6729937175810
"PHILIPPINES","02.900 - NON-FOOD",118.7000000000000
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",114.5000000000000
"PHILIPPINES","03.1 - CLOTHING",114.3000000000000
"PHILIPPINES","03.1.1 - Clothing materials (SD)",110.5000000000000
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",110.5193026570870
"PHILIPPINES","03.1.2 - Garments (SD)",114.0000000000000
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",113.9930918142610
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",113.7335680804060
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",116.0705268266410
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",119.4411326173310
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",113.8000000000000
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",113.2607102134080
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",117.7374655584260
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",126.6000000000000
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",125.8619494492590
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",128.5684179763690
"PHILIPPINES","03.2 - FOOTWEAR",114.9000000000000
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",115.0000000000000
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",115.5145680819880
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",113.9174654609090
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",114.9986534457460
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",119.7000000000000
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",119.6685326701110
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",118.7000000000000
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",114.9000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",114.9000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",114.8649623001030
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",117.7000000000000
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",115.8000000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",115.7736863648050
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",124.6000000000000
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",124.6417373317800
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",117.0000000000000
"PHILIPPINES","04.4.1 - Water supply (ND)",117.0000000000000
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",117.0438905063250
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",126.2000000000000
"PHILIPPINES","04.5.1 - Electricity (ND)",124.3000000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",124.2605729620890
"PHILIPPINES","04.5.2 - Gas (ND)",130.3000000000000
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",130.2818385963650
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",140.2000000000000
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",140.2408806495900
"PHILIPPINES","04.5.4 - Solid fuels (ND)",129.9000000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",129.4232925120330
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",131.0807190770850
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",117.9000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",110.3000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",110.3000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",110.1657371574650
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",114.3873847809160
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",109.8508411323680
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",109.8000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",109.8000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",108.6443809384650
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",110.0952143452090
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",111.5822345279280
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",110.9670148844440
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",110.6000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",109.8000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",111.4122606155490
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",108.0839116520400
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",107.3564213656310
"PHILIPPINES","05.3.2 - Small household appliances (SD)",114.8000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",114.7543081625510
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",114.8807986996470
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",109.8000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",109.8454036661250
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",114.5000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",114.5000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",116.6600432658770
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",110.6354206337770
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",112.4947709657140
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",109.1000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",97.5000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",97.4071065032122
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",112.7000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",113.8360562349450
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",111.7770571166650
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",121.4000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",117.8000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",118.3999199492690
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",117.6313479459400
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",128.0000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",128.0094182048760
"PHILIPPINES","06 - HEALTH",119.2000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",117.0000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",117.3000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",117.3041871405840
"PHILIPPINES","06.1.2 - Medical products (ND)",105.9000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",115.5206664249240
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",88.9829972643947
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",114.8363282795400
"PHILIPPINES","06.1.3 - Assistive products (D)",112.9000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",112.8927558709520
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",128.4000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",120.2000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",120.2051730351690
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",144.0000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",144.0977782571580
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",128.6000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",128.5732653323620
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",118.4000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",118.4000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",118.3671109553290
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",127.2000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",127.2000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",127.2021793267940
"PHILIPPINES","07 - TRANSPORT",126.7000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",112.4000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",103.1000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.1136673539280
"PHILIPPINES","07.1.2 - Motorcycles (D)",111.4000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",111.3774925455590
"PHILIPPINES","07.1.3 - Bicycles (D)",130.9000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",130.8883717175830
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",121.5000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",112.7000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",111.0145410120070
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",114.3254682838900
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",98.4557348101774
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",123.4000000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",129.0357931195690
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",121.5745356877930
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",119.4619727665230
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",112.4541913934710
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",112.1000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",112.1361921144280
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",102.8000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",102.8555523487180
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",102.0665562587610
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",135.3000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",136.3000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",120.6086036819940
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",112.1156331445690
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",140.2872636934080
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",118.2000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",118.1793660424010
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",122.6000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",122.6344564242300
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",105.0000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",105.0000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",104.4145509550900
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",102.7000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",103.5000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",102.0000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.9816660365240
"PHILIPPINES","08.1.3 - Information processing equipment (D)",103.3000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",102.7620255789160
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",106.5605534530250
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.4000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.3608413057630
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",104.2000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",104.1531258550800
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",102.4000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",105.5000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",105.5393707212920
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.6000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.5822717196690
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",107.0000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",106.9555490929200
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",115.3000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",115.2912716160610
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",111.6000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.5000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.5000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.5019888089400
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",108.8000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",108.8000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",108.8435826394910
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",107.6000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",107.7103619720910
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",95.2000685680730
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",119.6000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",122.3000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",118.3261877724000
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",126.5460409032470
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",117.0000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",117.0072735765150
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",111.6000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",111.6020688845840
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",107.2000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",107.2000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",107.2011924650770
"PHILIPPINES","09.6 - CULTURAL SERVICES",110.6000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",116.9000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",116.9569461761980
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",106.0000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",106.0065046845570
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",117.4000000000000
"PHILIPPINES","09.7.1 - Books (SD)",107.3000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",107.0848436955410
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",107.5125395231680
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",104.7000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",107.1767223121850
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.3384860618770
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",121.2000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",121.1976466542410
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",102.6000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",102.6000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",102.6211851345610
"PHILIPPINES","10 - EDUCATION SERVICES",111.2000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",113.2000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",113.2000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",113.4998866707850
"PHILIPPINES","10.1.0.2 - Primary education (S)",113.0527515862010
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",110.4000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",110.4000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",112.3211121297570
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.7217196466120
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",110.5000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",110.5000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",110.4850155695790
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",111.6000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",111.6000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",112.7798171006220
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",121.8000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",122.0000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",122.0000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",122.0229503546570
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",105.6000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",105.6000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",105.5842451401240
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
