"Geolocation","Commodity Description","2023 Ave"
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",113.3641678681910
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",117.7888628521260
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",126.9666666666670
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",126.2249914720090
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",129.0067380601640
"PHILIPPINES","03.2 - FOOTWEAR",115.3166666666670
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",115.3166666666670
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",115.8668983067200
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",114.2394510112440
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",115.5687112413360
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",120.0416666666670
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",120.0338877953780
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",118.0833333333330
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",115.2000000000000
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",115.2000000000000
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",115.1886108040370
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",118.0083333333330
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",115.9750000000000
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",115.9828985887350
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",125.0833333333330
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",125.0886145562080
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",116.8833333333330
"PHILIPPINES","04.4.1 - Water supply (ND)",116.8833333333330
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",116.9110778166770
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",123.8416666666670
"PHILIPPINES","04.5.1 - Electricity (ND)",119.8750000000000
"PHILIPPINES","04.5.1.0 - Electricity (ND)",119.8613925175280
"PHILIPPINES","04.5.2 - Gas (ND)",132.3666666666670
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",132.3588886564970
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",149.9333333333330
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",149.9359100886810
"PHILIPPINES","04.5.4 - Solid fuels (ND)",130.8750000000000
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",130.3438462648300
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",132.1420168376530
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",118.2166666666670
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",110.5333333333330
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",110.5333333333330
"PHILIPPINES","05.1.1.1 - Household furniture (D)",110.3643715546430
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",114.0899692273030
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",111.1526019423510
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",109.7583333333330
"PHILIPPINES","05.2.1 - Household textiles (SD)",109.7583333333330
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",108.6585465395110
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",110.0836854229230
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",111.6930412747980
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",111.2572235587250
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",110.7583333333330
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",109.9166666666670
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",111.5920680637560
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",108.1402526128000
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",107.6087984793670
"PHILIPPINES","05.3.2 - Small household appliances (SD)",115.1250000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",114.9306702849170
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",115.1920574613490
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",110.2250000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",110.2064788611500
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",114.7666666666670
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",114.7666666666670
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",116.8385215732270
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",111.0575989510110
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",112.7752989511250
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",109.7750000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",99.3083333333333
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",99.2911364284125
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",113.0083333333330
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",114.2425507943040
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",112.0106193644780
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",121.6833333333330
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",118.1916666666670
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",118.7953714657440
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",118.0002404742640
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",128.1750000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",128.1825479704530
"PHILIPPINES","06 - HEALTH",119.5916666666670
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",117.3750000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",117.7000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",117.7021620085260
"PHILIPPINES","06.1.2 - Medical products (ND)",106.3000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",116.3388414231400
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",89.0999183431129
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",115.1201865730940
"PHILIPPINES","06.1.3 - Assistive products (D)",113.0333333333330
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",113.0436268743300
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",128.8750000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",120.7083333333330
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",120.7240036098810
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",144.5500000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",144.5666040245230
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",128.6000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",128.5732653323620
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",118.7500000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",118.7500000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",118.7771316242370
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",127.5916666666670
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",127.5916666666670
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",127.5978513433260
"PHILIPPINES","07 - TRANSPORT",128.8250000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",112.4500000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",103.1166666666670
"PHILIPPINES","07.1.1.1 - New motor cars (D)",103.1456610615150
"PHILIPPINES","07.1.2 - Motorcycles (D)",111.5333333333330
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",111.5382834205770
"PHILIPPINES","07.1.3 - Bicycles (D)",130.8583333333330
"PHILIPPINES","07.1.3.0 - Bicycles (D)",130.8459436665170
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",127.9166666666670
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",112.7583333333330
"PHILIPPINES","07.2.1.1 - Tires (SD)",110.9545953428300
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",114.4486317731470
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",98.4557348101774
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",130.7500000000000
"PHILIPPINES","07.2.2.1 - Diesel (ND)",143.0194865008900
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",126.8375906364620
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",123.3006753016720
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",112.6794118924130
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",112.2500000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",112.2488673151740
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",105.5166666666670
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",105.9293801465470
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",101.8027626380510
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",135.5666666666670
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",136.8750000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",120.8105245034310
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",112.1284820156710
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",140.9517268697600
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",118.9000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",118.9009526030170
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",112.8583333333330
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",112.8593216201470
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",105.0416666666670
"PHILIPPINES","07.4.1 - Postal and courier services (S)",105.0416666666670
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",104.4688406674990
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",102.7750000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",103.5000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",102.0083333333330
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",101.9971572621060
"PHILIPPINES","08.1.3 - Information processing equipment (D)",103.5416666666670
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",102.8859961166670
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",107.5047722933420
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.3416666666670
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",104.3404885744670
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",104.2583333333330
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",104.2436545707490
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",102.4750000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",105.5500000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",105.5888434403490
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.6416666666670
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.6310550943970
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",106.9583333333330
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",106.9369070968560
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",114.4416666666670
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",114.4360216733690
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",112.2500000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.3750000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.3750000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.3736034613410
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",108.7750000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",108.8083333333330
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",108.8044713360770
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",107.7833333333330
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",107.8795486702290
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",95.8500248801884
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",119.9166666666670
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",122.4000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",117.4606787921730
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",127.6853075792530
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",117.5916666666670
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",117.5950264078690
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.3583333333333
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",112.0083333333330
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",112.0075025176680
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1075510873799
"PHILIPPINES","09.5 - CULTURAL GOODS",107.2166666666670
"PHILIPPINES","09.5.1 - Musical instruments (D)",107.2166666666670
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",107.2045641003870
"PHILIPPINES","09.6 - CULTURAL SERVICES",110.7083333333330
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",117.4583333333330
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",117.4706676177150
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",105.8416666666670
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",105.8506338257850
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",118.9750000000000
"PHILIPPINES","09.7.1 - Books (SD)",107.5416666666670
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",107.4555339186240
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",107.6952877334180
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",104.6250000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",107.0533921814080
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.3727331862470
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",123.2083333333330
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",123.2077962870880
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",102.6000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",102.6000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",102.6077688141260
"PHILIPPINES","10 - EDUCATION SERVICES",112.7250000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",114.7916666666670
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",114.7916666666670
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",115.3196005678140
"PHILIPPINES","10.1.0.2 - Primary education (S)",114.5790275643770
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",111.9083333333330
"PHILIPPINES","10.2.0 - Secondary education (S)",111.9083333333330
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",114.0456950508070
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",106.8819141003210
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",111.9000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",111.9000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",111.9146604307940
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",111.6416666666670
"PHILIPPINES","10.5.0 - Education not defined by level (s)",111.6416666666670
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",112.8686620000590
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",122.2583333333330
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",122.4916666666670
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",122.4916666666670
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",122.5118895554380
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",106.0583333333330
"PHILIPPINES","11.2.0 - Accommodation services (S)",106.0583333333330
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",106.0550027157940
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
