"Geolocation","Commodity Description","2022 Apr"
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",119.9613748294080
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",123.3963259135370
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",110.8000000000000
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",106.9000000000000
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",106.9000000000000
"PHILIPPINES","05.1.1.1 - Household furniture (D)",106.7725899383360
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",112.5391344448910
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",106.9845166760330
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",105.8000000000000
"PHILIPPINES","05.2.1 - Household textiles (SD)",105.8000000000000
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",104.6179878286890
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",106.2418674272590
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",106.1480815709470
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",107.9403360575300
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",106.5000000000000
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",106.0000000000000
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",107.3806462100590
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",104.3116569553880
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",104.3797099062340
"PHILIPPINES","05.3.2 - Small household appliances (SD)",109.3000000000000
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",108.9269173386030
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",109.4105722659140
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",105.2000000000000
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",105.2085236467850
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",109.2000000000000
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",109.2000000000000
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",110.1402778123340
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",107.0751355892080
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",108.5137311472190
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",106.6000000000000
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",103.3000000000000
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",103.3118929215240
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",107.6000000000000
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",109.0444706844110
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",106.4253565259470
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",112.7000000000000
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",109.4000000000000
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",109.9122113271370
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",109.2505796398430
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",118.8000000000000
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",118.8377500492720
"PHILIPPINES","06 - HEALTH",114.2000000000000
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",111.8000000000000
"PHILIPPINES","06.1.1 - Medicines (ND)",111.9000000000000
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",111.9710110807420
"PHILIPPINES","06.1.2 - Medical products (ND)",105.0000000000000
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",110.4005590639260
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",94.9554649607467
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",110.4166166627450
"PHILIPPINES","06.1.3 - Assistive products (D)",109.0000000000000
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",109.0289656485590
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",122.1000000000000
"PHILIPPINES","06.2.1 - Preventive care services (S)",116.4000000000000
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",116.3491134263390
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",133.2000000000000
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",133.1767672895660
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",100.0000000000000
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",100.0000000000000
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",115.7000000000000
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",115.7000000000000
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",115.6652948262520
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",116.9000000000000
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",116.9000000000000
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",116.9591665191920
"PHILIPPINES","07 - TRANSPORT",116.4000000000000
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",109.7000000000000
"PHILIPPINES","07.1.1 - Motor cars (D)",102.7000000000000
"PHILIPPINES","07.1.1.1 - New motor cars (D)",102.6970621600460
"PHILIPPINES","07.1.2 - Motorcycles (D)",107.6000000000000
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",107.6398323764360
"PHILIPPINES","07.1.3 - Bicycles (D)",127.6000000000000
"PHILIPPINES","07.1.3.0 - Bicycles (D)",127.5814477787120
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",107.1000000000000
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",108.2000000000000
"PHILIPPINES","07.2.1.1 - Tires (SD)",107.1985892195770
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",109.1603530962780
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",103.5123204109480
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",113.5000000000000
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",146.8615078047160
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",107.2195334149560
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",107.1000000000000
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",107.1443185532280
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",99.9000000000000
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",100.0000000000000
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",99.4511191786988
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",119.8000000000000
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",100.0000000000000
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",100.0000000000000
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",100.0000000000000
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",120.1000000000000
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",108.6409348704660
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",105.3358513842130
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",122.9645461850000
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",91.8000000000000
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",91.7223013605424
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",136.4000000000000
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",136.4343325933050
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",104.7000000000000
"PHILIPPINES","07.4.1 - Postal and courier services (S)",104.7000000000000
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",105.2789817426960
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",103.4467811082520
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",102.0000000000000
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",102.6000000000000
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",100.0000000000000
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",100.0157013971110
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",102.5000000000000
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",102.4828553293220
"PHILIPPINES","08.1.3 - Information processing equipment (D)",102.1000000000000
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",101.8980461146190
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",103.3959466827870
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.9000000000000
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.8583235539990
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",102.1000000000000
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",102.1928136517170
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.7000000000000
"PHILIPPINES","08.3.1 - Fixed communication services (S)",102.1000000000000
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",102.0357349135560
"PHILIPPINES","08.3.2 - Mobile communication services (S)",101.2000000000000
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",101.2055827173340
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",105.1000000000000
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",105.1218371267690
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",106.8000000000000
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",106.7399348183150
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",106.2000000000000
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",101.4000000000000
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",101.4000000000000
"PHILIPPINES","09.1.1.1 - Cameras (D)",101.3641175413820
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",103.8000000000000
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",103.8000000000000
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",103.8304750647670
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",104.4000000000000
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",104.3828761617400
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",102.9995443134580
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",112.9000000000000
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",117.0000000000000
"PHILIPPINES","09.3.1.1 - Garden products (ND)",114.8356752357330
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",119.1111341335160
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",109.3000000000000
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",109.3068520742660
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",95.3000000000000
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",106.4000000000000
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",106.4293400444350
"PHILIPPINES","09.4.7 - Games of chance (S)",95.2000000000000
"PHILIPPINES","09.4.7.0 - Games of chance (S)",95.1013122882814
"PHILIPPINES","09.5 - CULTURAL GOODS",104.9000000000000
"PHILIPPINES","09.5.1 - Musical instruments (D)",104.9000000000000
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",104.9384944941990
"PHILIPPINES","09.6 - CULTURAL SERVICES",105.8000000000000
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",107.8000000000000
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",107.8252429231260
"PHILIPPINES","09.6.3 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.3.0 - Photographic services (S)",150.0000000000000
"PHILIPPINES","09.6.9 - Other cultural services (S)",104.4000000000000
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",104.3942756605510
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",109.8000000000000
"PHILIPPINES","09.7.1 - Books (SD)",103.3000000000000
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",102.8971099766650
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",104.2561183927420
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",101.9000000000000
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",102.5670063285090
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",101.0462871362620
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",112.2000000000000
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",112.1830544336400
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"PHILIPPINES","09.8.0 - Package holidays (S)",100.0000000000000
"PHILIPPINES","09.8.0.0 - Package holidays (S)",99.9928180638260
"PHILIPPINES","10 - EDUCATION SERVICES",107.3000000000000
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",108.1000000000000
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",108.1000000000000
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",107.7144750746090
"PHILIPPINES","10.1.0.2 - Primary education (S)",108.2338885867010
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",107.7000000000000
"PHILIPPINES","10.2.0 - Secondary education (S)",107.7000000000000
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",108.8727597621780
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",105.1260374677520
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",106.5000000000000
"PHILIPPINES","10.4.0 - Tertiary education (s)",106.5000000000000
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",106.4743816089470
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",105.5000000000000
"PHILIPPINES","10.5.0 - Education not defined by level (s)",105.5000000000000
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",105.7199491197140
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",104.0551375108510
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",111.6000000000000
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",111.8000000000000
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",111.8000000000000
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",111.8182307819020
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",101.6000000000000
"PHILIPPINES","11.2.0 - Accommodation services (S)",101.6000000000000
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",101.5669582294970
"PHILIPPINES","12 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2 - FINANCIAL SERVICES",143.3000000000000
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",146.9000000000000
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",146.8980600133090
"PHILIPPINES","12.2.9 - Other financial services (S)",100.0000000000000
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",100.0000000000000
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",109.3000000000000
"PHILIPPINES","13.1 - PERSONAL CARE",109.7000000000000
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",99.3000000000000
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",99.3100359181998
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",107.6000000000000
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",107.5950928526340
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",123.1000000000000
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",120.8986712349520
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",125.4026506265040
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",106.6000000000000
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",105.1000000000000
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",104.2094888029360
