"Geolocation","Commodity Description","2022 Jan"
"PHILIPPINES","01.2.2.0 - Coffee and coffee substitutes (ND)",0.8
"PHILIPPINES","01.2.3 - Tea, maté and other plant products for infusion (ND)",2.3
"PHILIPPINES","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",2.3
"PHILIPPINES","01.2.4 - Cocoa drinks (ND)",2.0
"PHILIPPINES","01.2.4.0 - Cocoa drinks (ND)",1.9
"PHILIPPINES","01.2.5 - Water (ND)",1.4
"PHILIPPINES","01.2.5.0 - Water (ND)",1.3
"PHILIPPINES","01.2.6 - Soft drinks (ND)",1.4
"PHILIPPINES","01.2.6.0 - Soft drinks (ND)",1.3
"PHILIPPINES","01.2.9 - Other non-alcoholic beverages (ND)",2.3
"PHILIPPINES","01.2.9.0 - Other non-alcoholic beverages (ND)",2.3
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",5.6
"PHILIPPINES","02.1 - ALCOHOLIC BEVERAGES",4.2
"PHILIPPINES","02.1.1 - Spirits and liquors (ND)",3.9
"PHILIPPINES","02.1.1.0 - Spirits and liquors (ND)",3.9
"PHILIPPINES","02.1.2 - Wine (ND)",3.1
"PHILIPPINES","02.1.2.1 - Wine from grapes (ND)",1.9
"PHILIPPINES","02.1.2.2 - Wine from other sources (ND)",3.3
"PHILIPPINES","02.1.3 - Beer (ND)",4.6
"PHILIPPINES","02.1.3.0 - Beer (ND)",4.6
"PHILIPPINES","02.3 - TOBACCO",6.3
"PHILIPPINES","02.3.0 - Tobacco (ND)",6.3
"PHILIPPINES","02.3.0.1 - Cigarettes (ND)",6.4
"PHILIPPINES","02.3.0.2 - Cigars (ND)",4.8
"PHILIPPINES","02.3.0.9 - Other tobacco products (ND)",1.1
"PHILIPPINES","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",4.9
"PHILIPPINES","02.4.0 - Other vegetable-based tobacco products (ND)",4.9
"PHILIPPINES","02.4.0.0 - Other vegetable-based tobacco products (ND)",4.9
"PHILIPPINES","02.900 - NON-FOOD",3.8
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",2.0
"PHILIPPINES","03.1 - CLOTHING",1.7
"PHILIPPINES","03.1.1 - Clothing materials (SD)",1.0
"PHILIPPINES","03.1.1.0 - Clothing materials (SD)",1.0
"PHILIPPINES","03.1.2 - Garments (SD)",1.7
"PHILIPPINES","03.1.2.1 - Garments for men or boys (SD)",1.6
"PHILIPPINES","03.1.2.2 - Garments for women or girls (SD)",1.7
"PHILIPPINES","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",2.8
"PHILIPPINES","03.1.2.4 - School uniforms (SD)",4.0
"PHILIPPINES","03.1.3 - Other articles of clothing and clothing accessories (SD)",1.4
"PHILIPPINES","03.1.3.1 - Other articles of clothing (SD)",1.6
"PHILIPPINES","03.1.3.2 - Clothing accessories (SD)",0.8
"PHILIPPINES","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",2.7
"PHILIPPINES","03.1.4.1 - Cleaning of clothing (S)",2.3
"PHILIPPINES","03.1.4.2 - Repair, tailoring and hire of clothing (S)",3.6
"PHILIPPINES","03.2 - FOOTWEAR",2.6
"PHILIPPINES","03.2.1 - Shoes and other footwear (SD)",2.6
"PHILIPPINES","03.2.1.1 - Footwear for men (SD)",2.6
"PHILIPPINES","03.2.1.2 - Footwear for women (SD)",2.9
"PHILIPPINES","03.2.1.3 - Footwear for infants and children (SD)",2.2
"PHILIPPINES","03.2.2 - Cleaning, repair, and hire of footwear (S)",2.0
"PHILIPPINES","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",2.0
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",4.5
"PHILIPPINES","04.1 - ACTUAL RENTALS FOR HOUSING",1.2
"PHILIPPINES","04.1.1 - Actual rentals paid by tenants for main residence (S)",1.2
"PHILIPPINES","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",1.2
"PHILIPPINES","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",3.0
"PHILIPPINES","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",2.5
"PHILIPPINES","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",2.6
"PHILIPPINES","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",4.4
"PHILIPPINES","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",4.4
"PHILIPPINES","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",2.3
"PHILIPPINES","04.4.1 - Water supply (ND)",2.3
"PHILIPPINES","04.4.1.1 - Water supply through network systems (ND)",2.3
"PHILIPPINES","04.5 - ELECTRICITY, GAS AND OTHER FUELS",12.3
"PHILIPPINES","04.5.1 - Electricity (ND)",12.7
"PHILIPPINES","04.5.1.0 - Electricity (ND)",12.6
"PHILIPPINES","04.5.2 - Gas (ND)",18.3
"PHILIPPINES","04.5.2.2 - Liquefied hydrocarbons (ND)",18.3
"PHILIPPINES","04.5.3 - Liquid fuels (ND)",30.2
"PHILIPPINES","04.5.3.0 - Liquid fuels (ND)",30.2
"PHILIPPINES","04.5.4 - Solid fuels (ND)",2.1
"PHILIPPINES","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",1.8
"PHILIPPINES","04.5.4.3 - Charcoal (ND)",3.2
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",2.4
"PHILIPPINES","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",1.5
"PHILIPPINES","05.1.1 - Furniture, furnishings and loose carpets (D)",1.5
"PHILIPPINES","05.1.1.1 - Household furniture (D)",1.5
"PHILIPPINES","05.1.1.3 - Lighting equipment (D)",2.6
"PHILIPPINES","05.1.1.4 - Furnishings, loose carpets and rugs (D)",1.0
"PHILIPPINES","05.2 - HOUSEHOLD TEXTILES",1.2
"PHILIPPINES","05.2.1 - Household textiles (SD)",1.2
"PHILIPPINES","05.2.1.1 - Furnishing fabrics and curtains (SD)",1.0
"PHILIPPINES","05.2.1.2 - Bed linen and bedding (SD)",1.4
"PHILIPPINES","05.2.1.3 - Table linen and bathroom linen (SD)",1.3
"PHILIPPINES","05.2.1.9 - Other household textiles (SD)",1.3
"PHILIPPINES","05.3 - HOUSEHOLD APPLIANCES",1.6
"PHILIPPINES","05.3.1 - Major household appliances, whether electric or not (D)",1.4
"PHILIPPINES","05.3.1.1 - Major kitchen appliances (D)",2.0
"PHILIPPINES","05.3.1.2 - Major laundry appliances (D)",1.0
"PHILIPPINES","05.3.1.3 - Heaters, air conditioners (D)",0.5
"PHILIPPINES","05.3.2 - Small household appliances (SD)",2.5
"PHILIPPINES","05.3.2.1 - Small appliances for cooking and processing of food (SD)",2.4
"PHILIPPINES","05.3.2.9 - Other small household appliances (SD)",2.4
"PHILIPPINES","05.3.3 - Repair, installation and hire of household appliances (S)",0.7
"PHILIPPINES","05.3.3.0 - Repair, installation and hire of household appliances (S)",0.7
"PHILIPPINES","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2.2
"PHILIPPINES","05.4.0 - Glassware, tableware and household utensils (SD)",2.2
"PHILIPPINES","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",2.6
"PHILIPPINES","05.4.0.2 - Cutlery, flatware and silverware (SD)",1.6
"PHILIPPINES","05.4.0.3 - Kitchen utensils and articles (SD)",1.4
"PHILIPPINES","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",1.5
"PHILIPPINES","05.5.1 - Motorized tools and equipment (D)",0.6
"PHILIPPINES","05.5.1.0 - Motorized tools and equipment (D)",0.6
"PHILIPPINES","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",1.9
"PHILIPPINES","05.5.2.1 - Non-motorized tools (SD)",2.1
"PHILIPPINES","05.5.2.2 - Miscellaneous accessories (SD)",1.6
"PHILIPPINES","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",2.7
"PHILIPPINES","05.6.1 - Non-durable household goods (ND)",1.8
"PHILIPPINES","05.6.1.1 - Household cleaning and maintenance products (ND)",1.8
"PHILIPPINES","05.6.1.9 - Other non-durable household goods (ND)",1.7
"PHILIPPINES","05.6.2 - Domestic services and household services (S)",4.4
"PHILIPPINES","05.6.2.1 - Domestic services by paid staff (S)",4.3
"PHILIPPINES","06 - HEALTH",3.1
"PHILIPPINES","06.1 - MEDICINES AND HEALTH PRODUCTS",2.6
"PHILIPPINES","06.1.1 - Medicines (ND)",2.7
"PHILIPPINES","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",2.7
"PHILIPPINES","06.1.2 - Medical products (ND)",-0.2
"PHILIPPINES","06.1.2.1 - Medical diagnostic products (ND)",2.5
"PHILIPPINES","06.1.2.2 - Prevention and protective devices (ND)",-4.8
"PHILIPPINES","06.1.2.3 - Treatment devices for personal use (ND)",1.6
"PHILIPPINES","06.1.3 - Assistive products (D)",2.1
"PHILIPPINES","06.1.3.1 - Assistive products for vision (D)",2.1
"PHILIPPINES","06.2 - OUTPATIENT CARE SERVICES",4.7
"PHILIPPINES","06.2.1 - Preventive care services (S)",4.2
"PHILIPPINES","06.2.1.9 - Other preventive services (S)",4.3
"PHILIPPINES","06.2.2 - Outpatient dental services (S)",5.4
"PHILIPPINES","06.2.2.1 - Dental preventive services (S)",5.4
"PHILIPPINES","06.2.3 - Other outpatient care services (S)",0.0
"PHILIPPINES","06.2.3.1 - Outpatient curative and rehabilitative services (S)",0.0
"PHILIPPINES","06.3 - INPATIENT CARE SERVICES",3.1
"PHILIPPINES","06.3.1 - Inpatient curative and rehabilitative services (S)",3.1
"PHILIPPINES","06.3.1.0 - Inpatient curative and rehabilitative services (S)",3.2
"PHILIPPINES","06.4 - OTHER HEALTH SERVICES",3.8
"PHILIPPINES","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",3.8
"PHILIPPINES","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",3.9
"PHILIPPINES","07 - TRANSPORT",7.0
"PHILIPPINES","07.1 - PURCHASE OF VEHICLES",0.2
"PHILIPPINES","07.1.1 - Motor cars (D)",-3.7
"PHILIPPINES","07.1.1.1 - New motor cars (D)",-3.8
"PHILIPPINES","07.1.2 - Motorcycles (D)",0.8
"PHILIPPINES","07.1.2.0 - Motorcycles (D)",0.7
"PHILIPPINES","07.1.3 - Bicycles (D)",4.4
"PHILIPPINES","07.1.3.0 - Bicycles (D)",4.4
"PHILIPPINES","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",26.4
"PHILIPPINES","07.2.1 - Parts and accessories for personal transport equipment (SD)",2.2
"PHILIPPINES","07.2.1.1 - Tires (SD)",2.0
"PHILIPPINES","07.2.1.2 - Parts for personal transport equipment (SD)",2.4
"PHILIPPINES","07.2.1.3 - Accessories for personal transport equipment (SD)",0.4
"PHILIPPINES","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",31.1
"PHILIPPINES","07.2.2.1 - Diesel (ND)",39.7
"PHILIPPINES","07.2.2.2 - Gasoline (ND)",28.9
"PHILIPPINES","07.2.2.3 - Other fuels for personal transport equipment (ND)",16.6
"PHILIPPINES","07.2.2.4 - Lubricants (ND)",1.9
"PHILIPPINES","07.2.3 - Maintenance and repair of personal transport equipment (S)",2.1
"PHILIPPINES","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",2.2
"PHILIPPINES","07.2.4 - Other services in respect of personal transport equipment (S)",-0.2
"PHILIPPINES","07.2.4.2 - Toll facilities (S)",0.0
"PHILIPPINES","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",-2.4
"PHILIPPINES","07.3 - PASSENGER TRANSPORT SERVICES",-0.1
"PHILIPPINES","07.3.1 - Passenger transport by railway (S)",0.0
"PHILIPPINES","07.3.1.1 - Passenger transport by train (S)",0.0
"PHILIPPINES","07.3.1.2 - Passenger transport by rapid transit and tram (S)",0.0
"PHILIPPINES","07.3.2 - Passenger transport by road (S)",1.1
"PHILIPPINES","07.3.2.1 - Passenger transport by bus and coach (S)",-0.1
"PHILIPPINES","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",0.0
"PHILIPPINES","07.3.2.9 - Other passenger transport by road (S)",1.3
"PHILIPPINES","07.3.3 - Passenger transport by air (S)",4.8
"PHILIPPINES","07.3.3.1 - Passenger transport by air, domestic (S)",4.7
"PHILIPPINES","07.3.4 - Passenger transport by sea and inland waterway (S)",-37.9
"PHILIPPINES","07.3.4.0 - Passenger transport by sea and inland waterway (S)",-37.9
"PHILIPPINES","07.4 - TRANSPORT SERVICES OF GOODS",0.1
"PHILIPPINES","07.4.1 - Postal and courier services (S)",0.1
"PHILIPPINES","07.4.1.1 - Letter handling services (S)",0.0
"PHILIPPINES","07.4.1.2 - Courier and parcel delivery services (S)",0.1
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",0.7
"PHILIPPINES","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",1.3
"PHILIPPINES","08.1.1 - Fixed telephone equipment (D)",0.0
"PHILIPPINES","08.1.1.0 - Fixed telephone equipment (D)",0.0
"PHILIPPINES","08.1.2 - Mobile telephone equipment (D)",1.2
"PHILIPPINES","08.1.2.0 - Mobile telephone equipment (D)",1.3
"PHILIPPINES","08.1.3 - Information processing equipment (D)",0.4
"PHILIPPINES","08.1.3.1 - Computers, laptops and tablets (D)",0.4
"PHILIPPINES","08.1.3.2 - Peripheral equipment and its consumable components (D)",0.7
"PHILIPPINES","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",1.7
"PHILIPPINES","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",1.7
"PHILIPPINES","08.1.5 - Unrecorded recording media (SD)",0.3
"PHILIPPINES","08.1.5.0 - Unrecorded recording media (SD)",0.4
"PHILIPPINES","08.3 - INFORMATION AND COMMUNICATION SERVICES",0.5
"PHILIPPINES","08.3.1 - Fixed communication services (S)",0.7
"PHILIPPINES","08.3.1.0 - Fixed communication services (S)",0.6
"PHILIPPINES","08.3.2 - Mobile communication services (S)",0.3
"PHILIPPINES","08.3.2.0 - Mobile communication services (S)",0.3
"PHILIPPINES","08.3.3 - Internet access provision services and net storage services (S)",0.9
"PHILIPPINES","08.3.3.0 - Internet access provision services and net storage services (S)",0.9
"PHILIPPINES","08.3.5 - Repair and rental of information and communication equipment (S)",0.5
"PHILIPPINES","08.3.5.0 - Repair and rental of information and communication equipment (S)",0.5
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",1.5
"PHILIPPINES","09.1 - RECREATIONAL DURABLES",0.2
"PHILIPPINES","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",0.2
"PHILIPPINES","09.1.1.1 - Cameras (D)",0.2
"PHILIPPINES","09.2 - OTHER RECREATIONAL GOODS",0.7
"PHILIPPINES","09.2.1 - Games, toys and hobbies (SD)",0.7
"PHILIPPINES","09.2.1.2 - Other games, toys and hobbies (SD)",0.7
"PHILIPPINES","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",0.6
"PHILIPPINES","09.2.2.1 - Equipment for sport (SD)",0.5
"PHILIPPINES","09.2.2.2 - Equipment for camping and open-air recreation (SD)",0.3
"PHILIPPINES","09.3 - GARDEN PRODUCTS AND PETS",4.7
"PHILIPPINES","09.3.1 - Garden products, plants and flowers (ND)",7.5
"PHILIPPINES","09.3.1.1 - Garden products (ND)",8.9
"PHILIPPINES","09.3.1.2 - Plants, seeds and flowers (ND)",5.8
"PHILIPPINES","09.3.2 - Pets and products for pets (ND)",2.2
"PHILIPPINES","09.3.2.2 - Products for pets and other household animals (ND)",2.2
"PHILIPPINES","09.4 - RECREATIONAL SERVICES",-0.2
"PHILIPPINES","09.4.6 - Recreational and sporting services (S)",0.5
"PHILIPPINES","09.4.6.2 - Sporting services - practice (S)",0.5
"PHILIPPINES","09.4.7 - Games of chance (S)",-0.1
"PHILIPPINES","09.4.7.0 - Games of chance (S)",-0.2
"PHILIPPINES","09.5 - CULTURAL GOODS",1.5
"PHILIPPINES","09.5.1 - Musical instruments (D)",1.5
"PHILIPPINES","09.5.1.0 - Musical instruments (D)",1.4
"PHILIPPINES","09.6 - CULTURAL SERVICES",1.2
"PHILIPPINES","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",1.9
"PHILIPPINES","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",1.9
"PHILIPPINES","09.6.3 - Photographic services (S)",0.0
"PHILIPPINES","09.6.3.0 - Photographic services (S)",0.0
"PHILIPPINES","09.6.9 - Other cultural services (S)",0.6
"PHILIPPINES","09.6.9.0 - Other cultural services (S)",0.5
"PHILIPPINES","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",1.9
"PHILIPPINES","09.7.1 - Books (SD)",0.5
"PHILIPPINES","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",0.4
"PHILIPPINES","09.7.1.9 - Other books (SD) in printed or electronic copy",0.5
"PHILIPPINES","09.7.2 - Newspapers and periodicals (ND)",0.4
"PHILIPPINES","09.7.2.1 - Newspapers (ND)",0.5
"PHILIPPINES","09.7.2.2 - Magazines and periodicals (ND)",0.2
"PHILIPPINES","09.7.4 - Stationery and drawing materials (ND)",2.2
"PHILIPPINES","09.7.4.0 - Stationery and drawing materials (ND)",2.2
"PHILIPPINES","09.8 - PACKAGE HOLIDAYS (S)",0.0
"PHILIPPINES","09.8.0 - Package holidays (S)",0.0
"PHILIPPINES","09.8.0.0 - Package holidays (S)",0.0
"PHILIPPINES","10 - EDUCATION SERVICES",0.6
"PHILIPPINES","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",0.1
"PHILIPPINES","10.1.0 - Early chilhood and primary education (S)",0.1
"PHILIPPINES","10.1.0.1 - Early childhood education services (S)",0.1
"PHILIPPINES","10.1.0.2 - Primary education (S)",0.1
"PHILIPPINES","10.2 - SECONDARY EDUCATION  (S)",0.4
"PHILIPPINES","10.2.0 - Secondary education (S)",0.4
"PHILIPPINES","10.2.0.1 - Lower secondary general education services",0.4
"PHILIPPINES","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",0.2
"PHILIPPINES","10.4 - TERTIARY EDUCATION (S)",1.2
"PHILIPPINES","10.4.0 - Tertiary education (s)",1.2
"PHILIPPINES","10.4.0.0 - Tertiary education (s)",1.2
"PHILIPPINES","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",0.0
"PHILIPPINES","10.5.0 - Education not defined by level (s)",0.0
"PHILIPPINES","10.5.0.2 - Review classes for professional and licensure examination (S)",0.0
"PHILIPPINES","10.5.0.9 - Other education not defined by level (S)",0.0
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",3.0
"PHILIPPINES","11.1 - FOOD AND BEVERAGE SERVING SERVICES",3.1
"PHILIPPINES","11.1.1 - Restaurants, café and the like (S)",3.1
"PHILIPPINES","11.1.1.1 - Restaurants, café and the like - with full service (S)",3.0
"PHILIPPINES","11.2 - ACCOMMODATION SERVICES",0.3
"PHILIPPINES","11.2.0 - Accommodation services (S)",0.3
"PHILIPPINES","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",0.4
"PHILIPPINES","12 - FINANCIAL SERVICES",43.3
"PHILIPPINES","12.2 - FINANCIAL SERVICES",43.3
"PHILIPPINES","12.2.1 - Financial intermediation services indirectly measured (S)",46.9
"PHILIPPINES","12.2.1.0 - Financial intermediation services indirectly measured (S)",46.9
"PHILIPPINES","12.2.9 - Other financial services (S)",0.0
"PHILIPPINES","12.2.9.1 - Remittances fees (S)",0.0
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",2.2
"PHILIPPINES","13.1 - PERSONAL CARE",2.2
"PHILIPPINES","13.1.1 - Electric appliances for personal care (SD)",0.0
"PHILIPPINES","13.1.1.1 - Electric appliances for personal care (SD)",0.0
"PHILIPPINES","13.1.2 - Other appliances, articles and products for personal care (ND)",1.7
"PHILIPPINES","13.1.2.0 - Other appliances, articles and products for personal care (ND)",1.6
"PHILIPPINES","13.1.3 - Hairdressing salons and personal grooming establishments (S)",5.5
"PHILIPPINES","13.1.3.1 - Hairdressing (S)",5.6
"PHILIPPINES","13.1.3.2 - Personal grooming treatments (S)",5.5
"PHILIPPINES","13.2 - OTHER PERSONAL EFFECTS",1.3
"PHILIPPINES","13.2.1 - Jewellery and watches (D)",1.2
"PHILIPPINES","13.2.1.1 - Jewellery and watches (D)",0.7
"PHILIPPINES","13.2.1.2 - Repair and hire of jewellery, clocks and watches (S)",2.2
"PHILIPPINES","13.2.9 - Other personal effects n.e.c. (SD)",1.5
"PHILIPPINES","13.2.9.1 - Travel goods and articles for babies and other personal effects n.e.c. (SD)",1.5
"PHILIPPINES","13.9 - OTHER SERVICES",0.3
"PHILIPPINES","13.9.0 - Other services (S)",0.3
"PHILIPPINES","13.9.0.9 - Other services n.e.c. (S)",0.2
"..National Capital Region (NCR)","0 - ALL ITEMS",1.3
"..National Capital Region (NCR)","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",-3.0
"..National Capital Region (NCR)","01.1 - FOOD",-3.3
"..National Capital Region (NCR)","01.1.1 - Cereals and cereal products (ND)",1.0
"..National Capital Region (NCR)","01.1.1.1 - Cereals (ND)",-0.2
"..National Capital Region (NCR)","01.1.1.12 - Rice",0.1
"..National Capital Region (NCR)","01.1.1.16 - Corn",-27.2
"..National Capital Region (NCR)","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",3.4
"..National Capital Region (NCR)","01.1.1.2 - Flour of cereals (ND)",2.4
"..National Capital Region (NCR)","01.1.1.3 - Bread and bakery products (ND)",3.3
"..National Capital Region (NCR)","01.1.1.4 - Breakfast cereals (ND)",3.3
"..National Capital Region (NCR)","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",4.2
"..National Capital Region (NCR)","01.1.1.9 - Other cereal and grain mill products (ND)",3.7
